Binomial.1.2,Order.1.2,Family.1.2,log10BM,log10.bmr.mean,sd.bmr,log10.bmr.lower.95hpd,log10.bmr.upper.95hpd,log10.fmr.mean,sd.fmr,log10.fmr.lower.95hpd,log10.fmr.upper.95hpd,bmr.geo.mean,bmr.lower.95hpd,bmr.upper.95hpd,fmr.geo.mean,fmr.lower.95hpd,fmr.upper.95hpd
Desmodus_draculae,Chiroptera,Phyllostomidae,1.8524799936368563,1.4740481333333333,0.09306830068671679,1.3003,1.6625,1.9844618666666667,0.0936021073339057,1.8061,2.1724,29.78846559962976,19.966410694979164,45.97269885308723,96.4854588792632,63.988215683255966,148.7304870046531
Desmodus_puntajudensis,Chiroptera,Phyllostomidae,1.416640507338281,1.1522839666666667,0.09225224993898608,0.969,1.3256,1.6827344333333334,0.09303917024607923,1.5095,1.8685,14.199856863805504,9.311078754678302,21.164109507708645,48.165318152623676,32.322132033960884,73.87542629936365
Desmodus_rotundus,Chiroptera,Phyllostomidae,1.4941545940184429,1.1949925333333333,0.07898659467463442,1.0416,1.3513,1.7218781333333333,0.07985767083409022,1.568,1.8763,15.667241337598533,11.005252214205424,22.45432477984,52.70819370661707,36.982817978026624,75.214227608716
Desmodus_stocki,Chiroptera,Phyllostomidae,1.678518379040114,1.3440124,0.09407154017624234,1.1716,1.5365,1.8624226666666666,0.09441654089169725,1.6801,2.0439,22.080677769918285,14.845676750522722,34.39537113806398,72.8488443517104,47.87403136634161,110.63690037685932
Desmomys_harringtoni,Rodentia,Muridae,1.954242509439325,1.5529195,0.0614326452280591,1.4374,1.6773,2.0586556,0.062296819018790625,1.9424,2.1873,35.72066208746164,27.377891624300773,47.56636893186044,114.46048979687855,87.5790036306368,153.92175269524574
Desmomys_yaldeni,Rodentia,Muridae,1.6720978579357175,1.3423573,0.062136933565158814,1.2294,1.4746,1.8610633,0.06287952571938578,1.7406,1.9892,21.996688261344193,16.958990621092482,29.826342457787693,72.62117977319697,55.03006173234569,97.54387404403
Diabolotherium_nordenskioldi,Pilosa,Megalonychidae,4.8401060944567575,3.3056968666666666,0.10469185249184841,3.1073,3.519,3.6787723666666667,0.10429346417020466,3.4762,3.8881,2021.6076236090976,1280.265374765303,3303.6954103681487,4772.7904460314285,2993.642942739855,7728.585218603322
Diaemus_youngi,Chiroptera,Phyllostomidae,1.5599066250361124,1.2502820333333333,0.08113096177283338,1.0944,1.4089,1.7741447333333333,0.08196535869258482,1.6126,1.936,17.794346099673774,12.427964384409151,25.638936102242948,59.449024591070554,40.98264649809825,86.29785477669702
Dicerorhinus_sumatrensis,Perissodactyla,Rhinocerotidae,6.102662456185154,4.7576190333333335,0.1870369258148552,4.3787,5.1101,5.072655466666666,0.18766769121035093,4.6834,5.4138,57229.378994626,23916.630833291067,128854.62162679734,118210.34005484119,48239.18924327151,259298.4973412533
Diceros_bicornis,Perissodactyla,Rhinocerotidae,6.072070001400344,4.740010866666666,0.1876419711357051,4.3619,5.108,5.0564539,0.18851146432560556,4.6906,5.4356,54955.462432523374,23009.119518517622,128233.05826560206,113881.6890988653,49045.59414451103,272646.54585290066
Diclidurus_albus,Chiroptera,Emballonuridae,1.1931245983544616,1.0326351,0.12721328087481135,0.7812,1.2833,1.5733596666666667,0.1277204873183984,1.3024,1.804,10.780405575824563,6.0422682204988085,19.199945679542886,37.442054118656145,20.063190647905728,63.67955209079159
Diclidurus_ingens,Chiroptera,Emballonuridae,2.089905111439398,1.6927325666666666,0.12643208026335245,1.4472,1.9427,2.1922334333333335,0.12659972299403455,1.9329,2.4272,49.287020692653826,28.002705950106353,87.63952196298763,155.68021881131978,85.68405276916067,267.42376570889917
Diclidurus_isabella,Chiroptera,Emballonuridae,1.146128035678238,0.9949963,0.12728657263631998,0.7345,1.2346,1.5378813333333334,0.1278666341033808,1.292,1.793,9.88544672650623,5.426252513290145,17.163268634905933,34.50494451098674,19.5884467350599,62.08690342300634
Diclidurus_scutatus,Chiroptera,Emballonuridae,1.1238516409670858,0.9814138666666666,0.12814818737315234,0.7179,1.226,1.5253231333333332,0.12869470934833974,1.2841,1.7918,9.581066768071441,5.222759166787712,16.82674061070467,33.521476025307855,19.235345881289984,61.915587759387705
Dicroceros_spA,Cetartiodactyla,Cervidae,4.046194605053723,3.331132033333333,0.08907476901658146,3.1629,3.5045,3.7407025666666667,0.08895431029383666,3.5647,3.905,2143.542177443367,1455.1239873242425,3195.2143648082215,5504.305963303983,3670.2867848109704,8035.261221856169
Dicrostonyx_groenlandicus,Rodentia,Cricetidae,1.73559889969818,1.6448820333333334,0.06061875516998301,1.5231,1.7575,2.1606694666666666,0.061294375662683614,2.0363,2.2741,44.14505206170905,33.35031958716416,57.21369546523265,144.76696401211666,108.7176359115745,187.97495953155612
Dicrostonyx_hudsonius,Rodentia,Cricetidae,1.7558748556724915,1.6654618,0.07382538897140282,1.5117,1.8037,2.1803181,0.07445586380047416,2.0327,2.3241,46.287294826079524,32.48628125792017,63.635579004094396,151.4670265982839,107.82016695998952,210.91137354107087
Dicrostonyx_nelsoni,Rodentia,Cricetidae,1.761927838420529,1.6701482666666667,0.07430893680905494,1.5174,1.8097,2.184727,0.07484013664483566,2.0245,2.3183,46.789485174258395,32.91546539470678,64.52083809019729,153.01253137674215,105.80349159962314,208.11337869801648
Dicrostonyx_nunatakensis,Rodentia,Cricetidae,1.7641761323903307,1.6723853666666666,0.07494204938564816,1.5336,1.8256,2.1868601333333335,0.07550583267252545,2.038,2.3322,47.03112492736697,34.16646128138226,66.92679069358425,153.76593498212387,109.1440336448756,214.88198144034672
Dicrostonyx_richardsoni,Rodentia,Cricetidae,1.7403626894942439,1.6542376333333333,0.07369226909185832,1.5151,1.8034,2.1698063,0.07424652251572837,2.0223,2.3111,45.1063445854082,32.741607653757505,63.59163628244043,147.8448837046907,105.2688794382503,204.69159022704596
Dicrostonyx_torquatus,Rodentia,Cricetidae,1.9294189257142926,1.7948921666666666,0.07519768160707205,1.6555,1.9482,2.3017696666666665,0.07569488140937547,2.1595,2.453,62.35799842010466,45.237646233249954,88.75646565663145,200.34092132349105,144.37766042907361,283.7919028441555
Dicrostonyx_unalascensis,Rodentia,Cricetidae,1.845098040014257,1.7312321333333334,0.0756247243990286,1.5884,1.8804,2.2419866,0.0759791863562633,2.0917,2.3848,53.855756825479496,38.761448670024116,75.92765726465258,174.5768287037053,123.50939660148627,242.54928571094206
Dicrostonyx_vinogradovi,Rodentia,Cricetidae,1.7611758131557314,1.6711456,0.0751250119230971,1.5203,1.8153,2.1857567,0.07571596263300416,2.0312,2.3281,46.89705811766487,33.1359937779087,65.35818751130745,153.3757502050924,107.44841166445556,212.86291245272344
Didelphis_albiventris,Didelphimorphia,Didelphidae,2.9561684304753633,2.286729033333333,0.07066659533540338,2.1541,2.4276,2.746407,0.07154137749511094,2.6084,2.8865,193.52141610098806,142.59358896765693,267.67018556258904,557.7081614967248,405.8821946619183,770.0164443568717
Didelphis_aurita,Didelphimorphia,Didelphidae,3.06595298031387,2.371757,0.06989678226540202,2.242,2.5145,2.8263893,0.07039915749473609,2.6926,2.9668,235.373193604303,174.5822152920504,326.9640468343053,670.4853607686576,492.719783211614,926.4031007363994
Didelphis_imperfecta,Didelphimorphia,Didelphidae,2.9413623357117613,2.2766046,0.07184642042729807,2.1284,2.4148,2.7369627333333333,0.072654143442628355,2.5899,2.878,189.06215333087715,134.40022630821636,259.89624211086647,545.7110317979246,388.9555743517412,755.0922276654342
Didelphis_marsupialis,Didelphimorphia,Didelphidae,3.037904357312404,2.356720166666667,0.06397079597403338,2.2309,2.4797,2.8126401333333333,0.06452101701405312,2.6936,2.9454,227.36319665321605,170.17666170341084,301.7866332008685,649.591200657671,493.8556196176078,881.8607228217531
Didelphis_pernigra,Didelphimorphia,Didelphidae,3.0563330349511615,2.3606953666666666,0.07265522093358828,2.2143,2.5016,2.8157694666666666,0.07361622831101261,2.678,2.971,229.45385927727074,163.79475848349563,317.39494085622255,654.2887705932911,476.4309868054156,935.4056741475521
Didelphis_virginiana,Didelphimorphia,Didelphidae,3.3415334414404065,2.5521399333333332,0.05683150257756664,2.4522,2.6742,2.994105333333333,0.0578823429043399,2.8853,3.113,356.56600348329744,283.26962002808995,472.2804843922316,986.5187258463743,767.8917470231443,1297.1792709839558
Dinaromys_bogdanovi,Rodentia,Cricetidae,1.7481880270062005,1.6108143333333333,0.07465299760384242,1.4717,1.7635,2.126022266666667,0.07479255435040069,1.9859,2.2812,40.81448616732875,29.627840637587934,58.0096172522704,133.66640467512653,96.80549277120615,191.07329810428735
Dinomys_branickii,Rodentia,Dinomyidae,4.096910013008056,3.151996066666667,0.1297598875384848,2.89,3.4024,3.5592365,0.1302479318799458,3.3129,3.8289,1419.04466957789,776.247116628692,2525.8060548319604,3624.4031568262144,2055.4172641766572,6743.727297598055
Diomys_crumpi,Rodentia,Muridae,1.7168377232995244,1.4356542666666667,0.08516783920827954,1.2612,1.5975,1.9523032,0.0854889854423987,1.7859,2.12,27.268061615372133,18.24735830762581,39.58220648357224,89.59900771628908,61.08013665001678,131.82567385564073
Diphylla_ecaudata,Chiroptera,Phyllostomidae,1.4668676203541096,1.2240825333333334,0.08103712091733689,1.0685,1.3842,1.7522224333333334,0.08166726737764973,1.5955,1.9157,16.752612124565086,11.708466023202414,24.22144228575122,56.52263936401209,39.400342764474544,82.35690171536099
Diplogale_hosei,Carnivora,Viverridae,3.113943352306837,2.3356820333333332,0.11226922932761599,2.1051,2.545,2.7881070666666665,0.1123409575665878,2.5565,2.9976,216.61176112757283,127.37963497001945,350.75187395256796,613.9133346326923,360.1637503947277,994.4890371547917
Diplomesodon_pulchellum,Eulipotyphla,Soricidae,1.0413926851582251,1.0863144333333334,0.1022956748680565,0.8786,1.2761,1.6340133333333333,0.10351193803612325,1.4308,1.8311,12.19872478550348,7.561361470777293,18.88426125223437,43.053982835001726,26.964973635434195,67.77975582993669
Diplomys_caniceps,Rodentia,Echimyidae,2.596047007545439,2.077054733333333,0.1108340271672991,1.8702,2.3004,2.5532875666666666,0.11120411188551275,2.3392,2.7731,119.41385900675759,74.16517059021938,199.71008660281842,357.5094835281572,218.37353276021747,593.0618664007181
Diplomys_labilis,Rodentia,Echimyidae,2.3569814009931314,1.9031405666666668,0.11050250844424171,1.6992,2.1348,2.3903633,0.11083787557207349,2.1822,2.6226,80.00931766297772,50.026486242100596,136.39548675066376,245.67632104017565,152.12479290080404,419.3725496662331
Diplothrix_legata,Rodentia,Muridae,2.7040646794085674,2.1906746333333333,0.07281006818113643,2.0507,2.3317,2.6619417,0.07368418204746978,2.5184,2.8068,155.12244213219492,112.38283926249308,214.63473177239825,459.136373906491,329.91343378886455,640.9143566447764
Dipodomys_agilis,Rodentia,Heteromyidae,1.7626785637274363,1.4469463333333332,0.05951055594300144,1.3265,1.5625,1.9614882666666666,0.060018404499134786,1.8374,2.0748,27.986354650975795,21.208013930900933,36.51741272548377,91.51415345698855,68.77015449442088,118.79550279416524
Dipodomys_californicus,Rodentia,Heteromyidae,1.9294189257142926,1.5692057333333334,0.06949093003345493,1.4377,1.7076,2.0760832,0.06980112819235547,1.9375,2.2097,37.085636169912924,27.396810135310222,51.00350239594466,119.14702421713375,86.59643233600653,162.06901774839312
Dipodomys_compactus,Rodentia,Heteromyidae,1.69284691927723,1.3913916,0.0708829041787106,1.2604,1.5439,1.9091439,0.07124502617054293,1.7724,2.0545,24.625870992270656,18.213776371047793,34.98645984520169,81.12298078301392,59.21067335646612,113.37048381054106
Dipodomys_deserti,Rodentia,Heteromyidae,2.019116290447073,1.6312285666666666,0.05997674719433824,1.5159,1.7494,2.133982,0.060627165641632244,2.0096,2.2476,42.77879692432232,32.80197550769902,56.15649583575098,136.1388256475135,102.235093850323,176.84793782817994
Dipodomys_elator,Rodentia,Heteromyidae,1.8893017025063104,1.5289756333333333,0.06427849867098656,1.4089,1.655,2.0376982333333333,0.06471239081289194,1.9144,2.1658,33.80458691630307,25.638936102242948,45.18559443749224,109.06822197203861,82.11074640850883,146.48730866134343
Dipodomys_gravipes,Rodentia,Heteromyidae,1.9242792860618816,1.5637271666666666,0.06473026928127183,1.4426,1.6928,2.0708414,0.06475505332932632,1.9508,2.2008,36.62074428087034,27.707669583872054,49.29467413122061,117.71760021157496,89.28941960649827,158.78153642056157
Dipodomys_heermanni,Rodentia,Heteromyidae,1.8573324964312685,1.5183047666666667,0.060756596036421154,1.4035,1.6386,2.028495566666667,0.06126241880901917,1.9003,2.1404,32.98410973609917,25.3221163528083,43.511093709276786,106.78138921033774,79.48771267887243,138.16562311673286
Dipodomys_ingens,Rodentia,Heteromyidae,2.126780577012009,1.7130665,0.06364734675800014,1.5923,1.8387,2.2108710333333335,0.0638885299487988,2.0819,2.3342,51.64954499865502,39.11109723889297,68.97631677186052,162.50661097830442,120.75357577096696,215.87383160128147
Dipodomys_merriami,Rodentia,Heteromyidae,1.6232492903979006,1.3222168333333333,0.04719676568935702,1.2277,1.4099,1.8431678666666667,0.047779329026364795,1.7511,1.937,20.999880981067033,16.89273619638028,25.698039954022665,69.68958313112934,56.376745313526406,86.49679187756934
Dipodomys_microps,Rodentia,Heteromyidae,1.7371926427047373,1.4233168,0.05857153010755065,1.3084,1.5351,1.9390306,0.05887889343109768,1.825,2.0508,26.504328155752066,20.34229743211728,34.284672083331316,86.90216576164478,66.83439175686145,112.40871934697304
Dipodomys_nelsoni,Rodentia,Heteromyidae,1.9474337218870508,1.5797632666666668,0.07537828444530645,1.4341,1.7281,2.0858120666666666,0.0757340676142163,1.9383,2.2308,37.99822120690888,27.17064824112676,53.468746156160755,121.84622166341893,86.75609586977058,170.13748158991976
Dipodomys_nitratoides,Rodentia,Heteromyidae,1.6424645202421213,1.3421335333333333,0.05815234452631173,1.2192,1.4487,1.8622025,0.05869009433292472,1.741,1.9702,21.985357567563028,16.565326493180184,28.099591088425026,72.81192280858784,55.08076964054035,93.36841792607655
Dipodomys_ordii,Rodentia,Heteromyidae,1.7810369386211318,1.4685964,0.06324996753494073,1.3486,1.5932,1.9822941666666667,0.06386133895279028,1.8622,2.1129,29.41686585110408,22.31515973871766,39.192232245497664,96.00506957012921,72.8115036706741,129.6880618803647
Dipodomys_panamintinus,Rodentia,Heteromyidae,1.8733206018153987,1.5309002,0.05815366886988022,1.4179,1.6406,2.0403578666666666,0.05868443893037643,1.9259,2.1539,33.95472363512683,26.175802187038105,43.71193179262241,109.73820867690951,84.31405951147711,142.52793731120704
Dipodomys_phillipsii,Rodentia,Heteromyidae,1.6127838567197355,1.3254547333333333,0.06444029967085385,1.1984,1.4513,1.8468862666666668,0.06498029340427648,1.7184,1.9698,21.15703153263952,15.790649727284277,28.268320070020053,70.28882229348518,52.28775553134414,93.28246202539886
Dipodomys_simulans,Rodentia,Heteromyidae,1.7596678446896306,1.4446417666666667,0.06217536546657786,1.3198,1.567,1.9593220666666666,0.06273969288058243,1.8292,2.076,27.838239486835498,20.883341959395885,36.897759857015025,91.05883017556752,67.4838730870757,119.1242008027375
Dipodomys_spectabilis,Rodentia,Heteromyidae,2.1332194567324945,1.7175407,0.07552635493834867,1.5726,1.8647,2.215048866666667,0.07608186706139253,2.0557,2.3509,52.184400666990214,37.376617831757116,73.2318490686162,164.07743821859597,113.68417120933061,224.33653103555545
Dipodomys_stephensi,Rodentia,Heteromyidae,1.8438554226231612,1.5058426333333332,0.06271967180618891,1.3854,1.6279,2.016654066666667,0.06309627175963366,1.8937,2.1393,32.05107742826637,24.288461151422165,42.452180293408354,103.90921566616599,78.28886556130138,137.81611401496127
Dipodomys_venustus,Rodentia,Heteromyidae,1.8573324964312685,1.5138438,0.06391007855526633,1.3841,1.6343,2.0240354666666667,0.06456931155056242,1.8952,2.1513,32.64703914751998,24.215865734606236,43.082411047937306,105.69038177586805,78.55973322609896,141.6772113518365
Diprotodon_optatum,Diprotodontia,Diprotodontidae,6.431363764158987,4.754654266666667,0.11615140532130865,4.5251,4.9798,5.0545799,0.11667132923592909,4.8128,5.273,56840.02583697837,33504.257668095976,95455.2896932862,113391.3432396672,64983.03634842379,187499.45080674172
Dipus_sagitta,Rodentia,Dipodidae,1.932980821923198,1.6405127666666666,0.08210496153450016,1.4739,1.7958,2.1472259,0.0830966516194252,1.9801,2.3061,43.703152600752176,29.778306796291186,62.48848563929628,140.35435734887287,95.52125065089953,202.34850496919614
Distoechurus_pennatus,Diprotodontia,Acrobatidae,1.6444385894678386,1.2793164,0.13550719935880168,1.0318,1.5587,1.7992936333333334,0.1355336516627632,1.5384,2.0633,19.024637921834504,10.759695972076864,36.19928562242391,62.99319458097213,34.54617749058202,115.6911132131551
Dobsonia_anderseni,Chiroptera,Pteropodidae,2.3098430047160705,1.9201753333333333,0.05158361142725645,1.8245,2.0248,2.4095647,0.05248084168047578,2.3133,2.5167,83.20996384991159,66.75749009643063,105.87660331136969,256.7820726496643,205.73112455143567,328.6245466582047
Dobsonia_beauforti,Chiroptera,Pteropodidae,2.2013971243204513,1.8368072666666666,0.05534293734615336,1.7329,1.9564,2.3311819666666667,0.05606898157654164,2.2183,2.4405,68.67635970624636,54.06298239953038,90.448214904759,214.37886469794208,165.31033272370144,275.74014523463615
Dobsonia_chapmani,Chiroptera,Pteropodidae,2.1271047983648077,1.7833935333333333,0.05452364087244068,1.6751,1.888,2.2811824666666665,0.055399809014669385,2.1724,2.3884,60.728636923513655,47.32602186090037,77.26805850957021,191.0655842503445,148.7304870046531,244.56820721043727
Dobsonia_crenulata,Chiroptera,Pteropodidae,2.4345689040341987,2.0088442333333334,0.055203640103763,1.8922,2.1122,2.4925000666666666,0.056114985555228564,2.3763,2.5991,102.05733730817096,78.01893182650615,129.4791977915332,310.81363798560045,237.84827169386236,397.2830167336813
Dobsonia_emersa,Chiroptera,Pteropodidae,2.2911467617318855,1.9047921666666667,0.055328721755726444,1.7949,2.0143,2.3950412666666665,0.05615125850479916,2.2878,2.5057,80.31416835924787,62.359123176262656,103.34750585252095,248.33690638420154,193.99922723909822,320.4055276913234
Dobsonia_exoleta,Chiroptera,Pteropodidae,2.3961993470957363,1.9827723666666666,0.057282789611954696,1.8663,2.0907,2.4681915333333335,0.058163260310372895,2.3521,2.5798,96.11083860685008,73.50214276467943,123.22533287198793,293.89455052221234,224.95725294225224,380.0143529415859
Dobsonia_inermis,Chiroptera,Pteropodidae,2.1746411926604483,1.8163171,0.055364400986152806,1.7045,1.9263,2.3119208,0.05611368106288765,2.198,2.4212,65.51143310368238,50.64073495238508,84.39175140304756,205.0788153275002,157.76112696993485,263.7545740889343
Dobsonia_minor,Chiroptera,Pteropodidae,1.893206753059848,1.6137765,0.04827549024853342,1.52,1.7101,2.1223184666666666,0.04954969636421079,2.0237,2.2175,41.09381864765849,33.11311214825911,51.297948828585746,132.53130264908097,105.60877376240353,165.00610013202268
Dobsonia_moluccensis,Chiroptera,Pteropodidae,2.5813806887099866,2.124701866666667,0.05052023879619827,2.0213,2.2211,2.6016103,0.05139549645895141,2.503,2.7057,133.26063140188762,105.02676773407102,166.37957093869994,399.58603333911753,318.41975217261256,507.80853966488945
Dobsonia_pannietensis,Chiroptera,Pteropodidae,2.4276483711869328,2.0054594666666667,0.05575167555172218,1.891,2.1124,2.4894332333333336,0.05664512567114363,2.3749,2.5989,101.26502322903039,77.8036551039804,129.53883889748883,308.62651393647883,237.08277395462807,397.1001032638907
Dobsonia_peronii,Chiroptera,Pteropodidae,2.336259552014193,1.9372703666666666,0.05610285639220173,1.828,2.0469,2.4254459,0.056924845564459044,2.3125,2.5364,86.5506565503261,67.29766562843179,111.40379873306179,266.34582894918196,205.3525026457146,343.8745222291272
Dobsonia_praedatrix,Chiroptera,Pteropodidae,2.2757719001649312,1.8902741666666667,0.052519396083357074,1.7925,2.0031,2.3812293,0.05353022971500415,2.2803,2.4937,77.6737309996596,62.01546436537854,100.71635501321346,240.5632597304552,190.67774183164207,311.67358754452835
Dobsonia_viridis,Chiroptera,Pteropodidae,2.376576957056512,1.9666305,0.05480189980731353,1.856,2.0702,2.4529524,0.0557592193072373,2.342,2.5612,92.60416071104402,71.77942912713618,117.54387398615579,283.76080009042704,219.78598727848254,364.0826637894008
Doedicurus_clavicaudatus,Cingulata,CingulataFam,6.166726055580051,4.414927466666667,0.12747665534573355,4.1721,4.671,4.727018,0.12913658619964535,4.4593,4.9672,25997.253359306185,14862.778310073365,46881.33821452655,53335.700082735144,28793.86737807976,92725.67425805944
Dolichotis_patagonum,Rodentia,Caviidae,3.9030899869919438,3.0598272,0.09572345013873118,2.873,3.2477,3.4759766,0.09610626252750477,3.3037,3.6799,1147.6968773089054,746.448758410067,1768.886632592256,2992.1034162631954,2012.3336987652767,4785.198963583403
Dolichotis_salinicola,Rodentia,Caviidae,3.2041199826559246,2.5450016333333334,0.07800332544359231,2.3919,2.6969,2.9932818333333335,0.07839571835368914,2.8361,3.1394,350.75319309390795,246.5471576061104,497.62248997346944,984.6498823195781,685.6460841231655,1378.4785100164725
Dologale_dybowskii,Carnivora,Herpestidae,2.5440680443502757,1.9868745,0.07858907693877076,1.838,2.147,2.4654964,0.07888104812706624,2.3168,2.6295,97.02295551996073,68.86522963442762,140.28137045619576,292.0763549003014,207.3958204453833,426.0886835827885
Dorcatragus_megalotis,Cetartiodactyla,Bovidae,4.010719628351769,3.232753033333333,0.0676053159920309,3.1056,3.3703,3.6439531333333335,0.06833813462284534,3.5123,3.7778,1709.043171199531,1275.2637064597302,2345.8487106449484,4405.073238191679,3253.1193731384888,5995.149258481517
Dorcopsis_atrata,Diprotodontia,Macropodidae,3.7720648688517646,2.7898799666666667,0.0713592719312803,2.6596,2.9442,3.2120524,0.0713138423842936,3.076,3.3579,616.4246065895035,456.6673896495315,879.4274148836827,1629.4926279600916,1191.242008027375,2279.817064280293
Dorcopsis_hageni,Diprotodontia,Macropodidae,3.7403626894942437,2.7665288333333335,0.07064214702487685,2.6198,2.8981,3.1901585,0.07036450200300369,3.0537,3.3304,584.1559886245652,416.6774522219098,790.8607094441395,1549.381977779088,1131.6183988888624,2139.9321324559432
Dorcopsis_luctuosa,Diprotodontia,Macropodidae,3.8029104894190398,2.8126541333333335,0.07134570175772321,2.6787,2.9582,3.2334086666666666,0.0710316741869533,3.0981,3.3769,649.6121413414058,477.1995220268839,908.2386932603843,1711.6251793304216,1253.4297545829838,2381.7709831782295
Dorcopsis_muelleri,Diprotodontia,Macropodidae,3.7403626894942437,2.767080866666667,0.07294292780995326,2.6312,2.9162,3.1907101333333334,0.07260779876475192,3.0467,3.3281,584.8989835889964,427.759831482038,824.5177320439842,1551.351226335621,1113.525071990273,2128.6291245272346
Dorcopsulus_macleayi,Diprotodontia,Macropodidae,3.475380593143361,2.5721695666666666,0.07259879911097938,2.4296,2.7163,3.0079786333333334,0.07249265821652094,2.858,3.1422,373.39591866770127,268.9056950029252,520.3553211345585,1018.5412760490207,721.1074791828997,1387.3946006030624
Dorcopsulus_vanheurni,Diprotodontia,Macropodidae,3.25183281862864,2.4075960666666667,0.07250025112600186,2.2646,2.5458,2.8536832666666667,0.07231232899239005,2.7204,3.0027,255.62072758609534,183.90773683280818,351.3985782353995,713.975429978894,525.2910484500485,1006.2363452805979
Dremomys_everetti,Rodentia,Sciuridae,2.1687920203141817,1.7993230666666666,0.13351445671279444,1.5448,2.069,2.2951974666666666,0.13403451489812943,2.0361,2.5639,62.997463947959815,35.05903839326127,117.21953655481303,197.33197687033328,108.66758111644242,366.3532089914713
Dremomys_gularis,Rodentia,Sciuridae,2.403977963669355,1.9742954333333333,0.1348339939003363,1.7204,2.2445,2.459357633333333,0.13506942917859602,2.2107,2.7328,94.25305446875633,52.529104845004824,175.5900894199144,287.9768874063951,162.44262541935447,540.5053537086691
Dremomys_lokriah,Rodentia,Sciuridae,2.3560258571931225,1.9390182333333332,0.13569104403271837,1.6727,2.1975,2.4262847333333335,0.13604584900419656,2.1597,2.6832,86.8996912314344,47.06520991281346,157.57960227439236,266.8607690964564,144.44416411066993,482.16979390061783
Dremomys_pernyi,Rodentia,Sciuridae,2.2979792441593623,1.8938877,0.13556390275175184,1.6218,2.144,2.3838228333333333,0.13591682759435392,2.1094,2.6349,78.32270894787746,41.860074795510194,139.31568029453035,242.00416103591806,128.64709980291002,431.41972732687356
Dremomys_pyrrhomerus,Rodentia,Sciuridae,2.3891660843645326,1.9619735333333332,0.13455920689261194,1.71,2.233,2.447714866666667,0.134894694305717,2.1864,2.7098,91.61646557413358,51.28613839913648,171.0015315090288,280.35923525030097,153.6031068385027,512.6252569702837
Dremomys_rufigenis,Rodentia,Sciuridae,2.3010299956639813,1.8974054666666667,0.1338779739193462,1.6466,2.1658,2.3871999666666666,0.13425879982994093,2.1378,2.6611,78.95969582983562,44.320025337085,146.48730866134343,243.89335430838378,137.34093509770003,458.247389928456
Dromiciops_gliroides,Microbiotheria,Microbiotheriidae,1.3483048630481607,1.0888058333333333,0.07539600994356858,0.9398,1.2346,1.6223959666666667,0.07589413728185339,1.4764,1.7713,12.268905838108207,8.705625887413547,17.163268634905933,41.91755729918698,29.95021883751126,59.0608917480365
Dryomys_laniger,Rodentia,Gliridae,1.3463529744506386,1.3618441333333333,0.09815849976411044,1.1557,1.5443,1.8955247333333334,0.0987001793145676,1.6997,2.0886,23.006159867429915,14.311989205418518,35.01869840968877,78.61849635822375,50.0841145299823,122.63092383087384
Dryomys_niethammeri,Rodentia,Gliridae,1.5185139398778875,1.4924819,0.09453933977263053,1.3075,1.6794,2.018247833333333,0.09524629627597243,1.8151,2.19,31.080063683109046,20.300185198596843,47.796929697961005,104.29124052313479,65.328095883039,154.88166189124811
Dryomys_nitedula,Rodentia,Gliridae,1.4608978427565478,1.4755747,0.08241428538015466,1.311,1.6305,2.0039895666666667,0.08279208338262684,1.8525,2.1757,29.893357777820484,20.46444636724674,42.70709194407456,100.92286404421326,71.20327999992026,149.8649247639004
Dugong_dugon,Sirenia,Dugongidae,5.491361693834273,4.031079066666667,0.1622924561881238,3.7216,4.3483,4.3742164,0.16286503036895006,4.0508,4.6831,10741.849582133516,5267.444883319061,22299.75029531496,23670.988803233544,11240.871934697292,48205.878298373944
Dusicyon_australis,Carnivora,Canidae,4.323932408757994,3.4415060333333334,0.07891777644323957,3.2835,3.5908,3.8383096333333335,0.07984445760144393,3.6778,3.9897,2763.796314290034,1920.8789617520165,3897.6245309771994,6891.434509520294,4762.116327398207,9765.624024994946
Dusicyon_avus,Carnivora,Canidae,4.113943352306837,3.2857964,0.07906757798028989,3.1282,3.4363,3.692253,0.07977689416082401,3.5238,3.8373,1931.0628103205536,1343.3834696603658,2730.863545120826,4923.26258802903,3340.4117295457277,6875.432140408455
Dyacopterus_brooksi,Chiroptera,Pteropodidae,1.9469432706978254,1.6265794666666666,0.08122231167000786,1.4708,1.7872,2.1326504666666666,0.08178355892202421,1.9795,2.2934,42.32329452722568,29.56650565082943,61.263245444386456,135.72206746530247,95.38937428415451,196.5169431496913
Dyacopterus_spadiceus,Chiroptera,Pteropodidae,1.9253120914996495,1.6109352333333333,0.08258838370085507,1.4568,1.7806,2.1180025,0.08316687068705078,1.9641,2.287,40.82584978920824,28.62859270872123,60.339262821930525,131.22074526707598,92.06615375019705,193.6421963946607
Dymecodon_pilirostris,Eulipotyphla,Talpidae,1.209515014542631,1.2360855666666666,0.1394404573120394,0.9512,1.505,1.7760561333333333,0.13960463359175793,1.4917,2.0436,17.222078587571655,8.937169608501977,31.988951096913972,59.711245944255005,31.02415774872089,110.56050150387038
Echimys_chrysurus,Rodentia,Echimyidae,2.8145805160103188,2.2402125,0.10663731266572467,2.0399,2.4578,2.7064002,0.1071801911941823,2.5008,2.9198,173.86513415952012,109.62257517731089,286.9458843075006,508.6279245381982,316.810815932805,831.3808179156222
