Binomial.1.2,Order.1.2,Family.1.2,Binomial.Source,BM,BMR,log10BM,log10BMR,Source,Comment
Rattus_lutreolus,Rodentia,Muridae,Rattus_lutreolis,109,63.2,2.037426497940624,1.4838227539227862,WhiteSeymore.2003,NA
Rattus_sordidus,Rodentia,Muridae,Rattus_sordidus,187,106.6,2.271841606536499,1.7108628803309545,WhiteSeymore.2003,NA
Rattus_villosissimus,Rodentia,Muridae,Rattus_villosissimus,250.6,145.8,2.398981066658131,1.8468631996223568,WhiteSeymore.2003,NA
Reithrodon_auritus,Rodentia,Cricetidae,Reithrodon_auritus,78.7,76.8,1.8959747323590646,1.5684668956719132,WhiteSeymore.2003,NA
Reithrodontomys_megalotis,Rodentia,Cricetidae,Reithrodontomys_megalotis,9,22.5,0.9542425094393249,1.0352881937517635,WhiteSeymore.2003,NA
Rhabdomys_pumilio,Rodentia,Muridae,Rhabdomys_pumilio,39.6,32.1,1.5976951859255124,1.1896107080452731,WhiteSeymore.2003,NA
Saccostomus_campestris,Rodentia,Nesomyidae,Saccostomus_campestris,61.3,51.5,1.787460474518415,1.394912904681592,WhiteSeymore.2003,NA
Scotinomys_teguina,Rodentia,Cricetidae,Scotinomys_teguina,12,31.2,1.0791812460476249,1.177260269658844,WhiteSeymore.2003,NA
Scotinomys_xerampelinus,Rodentia,Cricetidae,Scotinomys_xerampelinus,15.2,31.9,1.1818435879447726,1.1868963586975823,WhiteSeymore.2003,NA
Sekeetamys_calurus,Rodentia,Muridae,Sekeetamys_calurus,56.9,44.4,1.7551122663950711,1.330488645755021,WhiteSeymore.2003,NA
Sigmodon_alleni,Rodentia,Cricetidae,Sigmodon_alleni,137.8,203.3,2.139249217571607,1.9912430542784396,WhiteSeymore.2003,NA
Sigmodon_fulviventer,Rodentia,Cricetidae,Sigmodon_fulviventer,137.8,207.4,2.139249217571607,1.9999144276934233,WhiteSeymore.2003,NA
Sigmodon_hispidus,Rodentia,Cricetidae,Sigmodon_hispidus,139.3,230.4,2.1439511164239633,2.0455881503915756,WhiteSeymore.2003,NA
Sigmodon_leucotis,Rodentia,Cricetidae,Sigmodon_leucotis,128.6,186.5,2.109240968588203,1.9537845117851074,WhiteSeymore.2003,NA
Sigmodon_ochrognathus,Rodentia,Cricetidae,Sigmodon_ochrognathus,115.1,154.2,2.0610753236297916,1.8711900493553393,WhiteSeymore.2003,NA
Steatomys_pratensis,Rodentia,Nesomyidae,Steatomys_pratensis,37.54,18.8,1.5744942682853276,0.957263524904081,WhiteSeymore.2003,NA
Stochomys_longicaudatus,Rodentia,Muridae,Stochomys_longicaudatus,84.2,97.5,1.9253120914996495,1.6721102913389378,WhiteSeymore.2003,NA
Tachyoryctes_splendens,Rodentia,Spalacidae,Tachyoryctes_splendens,191,150.9,2.2810333672477277,1.861794915415991,WhiteSeymore.2003,NA
Gerbilliscus_afra,Rodentia,Muridae,Tatera_afra,106.5,182.1,2.0273496077747564,1.943415621435321,WhiteSeymore.2003,NA
Tatera_indica,Rodentia,Muridae,Tatera_indica,87,75.7,1.9395192526186185,1.5622015551404738,WhiteSeymore.2003,NA
Gerbilliscus_leucogaster,Rodentia,Muridae,Tatera_leucogaster,157.62,132.6,2.197611323169714,1.8056491997091555,WhiteSeymore.2003,NA
Thallomys_paedulcus,Rodentia,Muridae,Thallomys_paedulcus,132.4,87.3,2.121887985103681,1.6241199193459708,WhiteSeymore.2003,NA
Uromys_caudimaculatus,Rodentia,Muridae,Uromys_caudimaculatus,812,570.8,2.9095560292411755,2.4395896400830104,WhiteSeymore.2003,NA
Glis_glis,Rodentia,Gliridae,Myoxus_glis,200,158,2.3010299956639813,1.881762762594824,WhiteSeymore.2003,NA
Muscardinus_avellanarius,Rodentia,Gliridae,Muscardenis_avellanarius,23.5,63,1.3710678622717363,1.4824462250939827,WhiteSeymore.2003,NA
Graphiurus_ocularis,Rodentia,Gliridae,Graphiurus_ocularis,67.8,66.4,1.8312296938670634,1.5052737550084185,WhiteSeymore.2003,NA
Aconaemys_fuscus,Rodentia,Octodontidae,Aconaemys_fuscus,112,121,2.0492180226701815,1.765891045956851,WhiteSeymore.2003,NA
Octodon_bridgesi,Rodentia,Octodontidae,Octodon_bridgesi,176.1,183.3,2.245759355967277,1.9462681406026177,WhiteSeymore.2003,NA
Octodon_degus,Rodentia,Octodontidae,Octodon_degus,193,170.2,2.285557309007774,1.9140652313889701,WhiteSeymore.2003,NA
Octodon_lunatus,Rodentia,Octodontidae,Octodon_lunatus,173.2,171.5,2.2385478876813276,1.9173698000191906,WhiteSeymore.2003,NA
Octodontomys_gliroides,Rodentia,Octodontidae,Octodontomys_gliroides,152,130.7,2.1818435879447726,1.7993812632209454,WhiteSeymore.2003,NA
Octomys_mimax,Rodentia,Octodontidae,Octomys_mimax,118.6,115,2.074084689028244,1.7438035159940128,WhiteSeymore.2003,NA
Spalacopus_cyanus,Rodentia,Octodontidae,Spalacopus_cyanus,135,106.8,2.130333768495006,1.7116769283329387,WhiteSeymore.2003,NA
Tympanoctomys_barrerae,Rodentia,Octodontidae,Tympanoctomys_barrerae,71.4,77.1,1.8536982117761744,1.570160053691358,WhiteSeymore.2003,NA
Pedetes_capensis,Rodentia,Pedetidae,Pedetes_capensis,2300,793.5,3.361727836017593,2.5826526067312683,WhiteSeymore.2003,NA
Ammospermophilus_leucurus,Rodentia,Sciuridae,Ammospermophilus_leucurus,95.7,93.9,1.9809119377768436,1.6557712679065122,WhiteSeymore.2003,NA
Cynomys_ludovicianus,Rodentia,Sciuridae,Cynomys_ludovicanus,1112.3,422.7,3.0462219372216364,2.30913792346942,WhiteSeymore.2003,NA
Epixerus_ebii,Rodentia,Sciuridae,Epixerus_wilsoni,460,241.5,2.662757831681574,2.066022810727932,WhiteSeymore.2003,NA
Funisciurus_congicus,Rodentia,Sciuridae,Funisciurus_congicus,112.3,95.5,2.050379756261458,1.6631090472241474,WhiteSeymore.2003,NA
Funisciurus_isabella,Rodentia,Sciuridae,Funisciurus_isabella,60,102.1,1.7781512503836436,1.6921314177273112,WhiteSeymore.2003,NA
Funisciurus_lemniscatus,Rodentia,Sciuridae,Funisciurus_lemnisciatus,95,89.6,1.9777236052888478,1.6354136853025263,WhiteSeymore.2003,NA
Funisciurus_pyrropus,Rodentia,Sciuridae,Funisciurus_pyrrhopus,244,181.3,2.387389826338729,1.9415034797359099,WhiteSeymore.2003,NA
Glaucomys_volans,Rodentia,Sciuridae,Glaucomys_volans,64.25,67.5,1.807873132003332,1.5124094484714259,WhiteSeymore.2003,NA
Heliosciurus_rufobrachium,Rodentia,Sciuridae,Heliosciurus_rufobrachium,230,133.4,2.361727836017593,1.8082615052209314,WhiteSeymore.2003,NA
Marmota_flaviventris,Rodentia,Sciuridae,Marmota_flaviventris,4295,1546.2,3.632963168167261,2.8723713445749492,WhiteSeymore.2003,NA
Marmota_monax,Rodentia,Sciuridae,Marmota_monax,2650,662.5,3.423245873936808,2.5042915582492467,WhiteSeymore.2003,NA
Paraxerus_cepapi,Rodentia,Sciuridae,Paraxerus_cepapi,223.6,145.3,2.3494717992143856,1.8453712899384227,WhiteSeymore.2003,NA
Paraxerus_palliatus,Rodentia,Sciuridae,Paraxerus_palliatus_ornatus,366.6,260.3,2.564192460626198,2.098579843749637,WhiteSeymore.2003,NA
Paraxerus_palliatus,Rodentia,Sciuridae,Paraxerus_palliatus_tongensis,206,175.1,2.3138672203691533,1.9263918217238472,WhiteSeymore.2003,NA
Sciurus_aberti,Rodentia,Sciuridae,Sciurus_aberti,624,430.6,2.795184589682424,2.3171797011278694,WhiteSeymore.2003,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,440,369.6,2.6434526764861874,2.2508376381884703,WhiteSeymore.2003,NA
Urocitellus_armatus,Rodentia,Sciuridae,Spermophilus_armatus,320,147.2,2.505149978319906,1.8510134856418812,WhiteSeymore.2003,NA
Otospermophilus_beecheyi,Rodentia,Sciuridae,Spermophilus_beecheyi,599.6,317.8,2.777861624176242,2.185259568511762,WhiteSeymore.2003,NA
Urocitellus_beldingi,Rodentia,Sciuridae,Spermophilus_beldingi,303,127.3,2.481442628502305,1.7879340792940566,WhiteSeymore.2003,NA
Spermophilus_citellus,Rodentia,Sciuridae,Spermophilus_citellus,240,228,2.380211241711606,2.041040522640855,WhiteSeymore.2003,NA
Callospermophilus_lateralis,Rodentia,Sciuridae,Spermophilus_lateralis,237,143.4,2.374748346010104,1.8396548269721824,WhiteSeymore.2003,NA
Xerospermophilus_mohavensis,Rodentia,Sciuridae,Spermophilus_mohavensis,240,112.8,2.380211241711606,1.7354147752877245,WhiteSeymore.2003,NA
Urocitellus_parryii,Rodentia,Sciuridae,Spermophilus_parryi,650,520,2.8129133566428557,2.3991090192752003,WhiteSeymore.2003,NA
Urocitellus_richardsonii,Rodentia,Sciuridae,Spermophilus_richardsoni,274,131.5,2.437750562820388,1.8020314284661778,WhiteSeymore.2003,NA
Callospermophilus_saturatus,Rodentia,Sciuridae,Spermophilus_satutatus,252.2,161.4,2.401745082237063,1.8910092060264527,WhiteSeymore.2003,NA
Xerospermophilus_spilosoma,Rodentia,Sciuridae,Spermophilus_spilosoma,174,92.2,2.2405492482826,1.6478365966940305,WhiteSeymore.2003,NA
Xerospermophilus_tereticaudus,Rodentia,Sciuridae,Spermophilus_tereticaudus,167,93.5,2.2227164711475833,1.6539172865129188,WhiteSeymore.2003,NA
Urocitellus_townsendii,Rodentia,Sciuridae,Spermophilus_townsendii,229,105.3,2.359835482339888,1.7055340468258875,WhiteSeymore.2003,NA
Ictidomys_tridecemlineatus,Rodentia,Sciuridae,Spermophilus_tridecemlineatus,205.4,140.4,2.3126004392612596,1.8304727834341876,WhiteSeymore.2003,NA
Urocitellus_undulatus,Rodentia,Sciuridae,Spermophilus_undulatus,680,667.1,2.832508912706236,2.5072966162929844,WhiteSeymore.2003,NA
Neotamias_alpinus,Rodentia,Sciuridae,Tamias_alpinus,39,57.7,1.591064607026499,1.4442814887961326,WhiteSeymore.2003,NA
Neotamias_amoenus,Rodentia,Sciuridae,Tamias_amoenus,57.1,96.3,1.7566361082458481,1.6667319627649355,WhiteSeymore.2003,NA
Neotamias_merriami,Rodentia,Sciuridae,Tamias_merriami,75,78.8,1.8750612633917,1.5796318931299564,WhiteSeymore.2003,NA
Neotamias_minimus,Rodentia,Sciuridae,Tamias_minimus,45.8,72.7,1.6608654780038692,1.544640086499439,WhiteSeymore.2003,NA
Neotamias_palmeri,Rodentia,Sciuridae,Tamias_palmeri,69.4,113.1,1.841359470454855,1.7365682805658564,WhiteSeymore.2003,NA
Tamias_striatus,Rodentia,Sciuridae,Tamias_striatus,87.4,90,1.941511432634403,1.637348185079726,WhiteSeymore.2003,NA
Tamiasciurus_hudsonicus,Rodentia,Sciuridae,Tamiasciurus_hudsonicus,228.3,254.6,2.3585059114902354,2.088964074958038,WhiteSeymore.2003,NA
Tamiasciurus_hudsonicus,Rodentia,Sciuridae,Tamiasciurus_hudsonicus_preblei,202,323.2,2.305351369446624,2.1925770277429497,WhiteSeymore.2003,NA
Xerus_inauris,Rodentia,Sciuridae,Xerus_inauris,542,326.3,2.733999286538387,2.196722749428276,WhiteSeymore.2003,NA
Xerus_princeps,Rodentia,Sciuridae,Xerus_princeps,602,340.1,2.7795964912578244,2.2147123075731234,WhiteSeymore.2003,NA
Ptilocercus_lowii,Scandentia,Ptilocercidae,Pltilocerus_lowii,58,43.5,1.7634279935629373,1.3215949325950385,WhiteSeymore.2003,NA
Tupaia_glis,Scandentia,Tupaiidae,Tupaia_glis,123,93.5,2.089905111439398,1.6539172865129188,WhiteSeymore.2003,NA
Urogale_everetti,Scandentia,Tupaiidae,Urogale_everetti,260.6,224.1,2.415974411376566,2.0335475321754624,WhiteSeymore.2003,NA
Orycteropus_afer,Tubulidentata,Orycteropodidae,Orycteropus_afer,48000,6144,4.681241237375588,3.4715568826638568,WhiteSeymore.2003,NA
Bradypus_variegatus,Pilosa,Bradypodidae,Bradypus_variegatus,3790,686,3.578639209968072,2.519429791347153,WhiteSeymore.2003,NA
Cabassous_centralis,Cingulata,CingulataFam,Cabassous_centralis,4330,917,3.6364878963533656,2.645475011310422,WhiteSeymore.2003,NA
Chaetophractus_vellerosus,Cingulata,CingulataFam,Chaetophractus_nationi,2150,559,3.3324384599156054,2.4305174835268244,WhiteSeymore.2003,NA
Chaetophractus_vellerosus,Cingulata,CingulataFam,Chaetophractus_vellerosus,1110,306,3.0453229787866576,2.168827102121981,WhiteSeymore.2003,NA
Chaetophractus_villosus,Cingulata,CingulataFam,Chaetophractus_villosus,4540,808,3.6570558528571038,2.590517036414987,WhiteSeymore.2003,NA
Dasypus_novemcinctus,Cingulata,CingulataFam,Dasypus_novemcinctus,3510,865,3.545307116465824,2.620121783105215,WhiteSeymore.2003,NA
Euphractus_sexcinctus,Cingulata,CingulataFam,Euphractus_sexcinctus,8190,1237,3.9132839017604186,2.775475375269522,WhiteSeymore.2003,NA
Priodontes_maximus,Cingulata,CingulataFam,Priodontes_maximus,45190,3028,4.655042341331201,3.1642615464684365,WhiteSeymore.2003,NA
Tolypeutes_matacus,Cingulata,CingulataFam,Tolypeutes_matacus,1160,210,3.0644579892269186,2.0053249703743203,WhiteSeymore.2003,NA
Zaedyus_pichiy,Cingulata,CingulataFam,Zaedyus_pichi,1740,393,3.2405492482826,2.277498226015828,WhiteSeymore.2003,NA
Choloepus_hoffmanni,Pilosa,Megalonychidae,Choloepus_hoffmanni,3770,603,3.576341350205793,2.4634229877805525,WhiteSeymore.2003,NA
Cyclopes_didactylus,Pilosa,Cyclopedidae,Cyclopes_didactylus,240,114,2.380211241711606,1.7400105269768738,WhiteSeymore.2003,NA
Myrmecophaga_tridactyla,Pilosa,Myrmecophagidae,Myrmecophaga_tridactyla,30600,2607,4.48572142648158,3.09924670680873,WhiteSeymore.2003,NA
Tamandua_mexicana,Pilosa,Myrmecophagidae,Tamandua_mexicana,3977,992,3.59955559098598,2.6796173477945797,WhiteSeymore.2003,NA
Tamandua_tetradactyla,Pilosa,Myrmecophagidae,Tamandua_tetradactyla,3500,899,3.5440680443502757,2.63686536737363,WhiteSeymore.2003,NA
Antechinomys_laniger,Dasyuromorphia,Dasyuridae,Antechinomys_laniger,25.8,25.3,1.4116197059632303,1.086226196816219,WhiteSeymore.2003,NA
Antechinomys_laniger,Dasyuromorphia,Dasyuridae,Antechinomys_laniger_?spenceri?,24.2,23.7,1.3838153659804313,1.057854021650505,WhiteSeymore.2003,NA
Antechinus_flavipes,Dasyuromorphia,Dasyuridae,Antechinus_flavipes,46.5,45.1,1.667452952889954,1.3372822175183616,WhiteSeymore.2003,NA
Antechinus_stuartii,Dasyuromorphia,Dasyuridae,Antechinus_stuartii,28.2,33.8,1.4502491083193612,1.2120223759180557,WhiteSeymore.2003,NA
Antechinus_swainsonii,Dasyuromorphia,Dasyuridae,Antechinus_swainsoni,66.9,63,1.825426117767823,1.4824462250939827,WhiteSeymore.2003,NA
Dasycercus_cristicauda,Dasyuromorphia,Dasyuridae,Dasycercus_cristicaudata,101,51,2.0043213737826426,1.3906758517383375,WhiteSeymore.2003,NA
Dasyuroides_byrnei,Dasyuromorphia,Dasyuridae,Dasyuroides_byrnei,91.7,71.7,1.9623693356700211,1.5386248313082012,WhiteSeymore.2003,NA
Dasyurus_geoffroii,Dasyuromorphia,Dasyuridae,Dasyurus_geoffroyi,1354,568.7,3.1316186643491255,2.4379889038925686,WhiteSeymore.2003,NA
Dasyurus_hallucatus,Dasyuromorphia,Dasyuridae,Dasyurus_hallucatus,558,243,2.7466341989375787,2.0687119492387134,WhiteSeymore.2003,NA
Dasyurus_maculatus,Dasyuromorphia,Dasyuridae,Dasyurus_maculatus,1782,588.1,3.250907699700856,2.4525568550424386,WhiteSeymore.2003,NA
Dasyurus_viverrinus,Dasyuromorphia,Dasyuridae,Dasyurus_viverrinus,982,396.2,2.9921114877869495,2.281020146842929,WhiteSeymore.2003,NA
Ningaui_yvonneae,Dasyuromorphia,Dasyuridae,Ningaui_yvonnae,11.6,15.7,1.0644579892269184,0.8790053280496348,WhiteSeymore.2003,NA
Phascogale_tapoatafa,Dasyuromorphia,Dasyuridae,Phascogale_tapoatafa,157,127.2,2.1958996524092336,1.787592786952796,WhiteSeymore.2003,NA
Planigale_gilesi,Dasyuromorphia,Dasyuridae,Planigale_gilesi,9.1,7,0.9590413923210935,0.5282037156546578,WhiteSeymore.2003,NA
Planigale_ingrami,Dasyuromorphia,Dasyuridae,Planigale_ingrami,7.1,11.3,0.8512583487190752,0.7361841191238208,WhiteSeymore.2003,NA
Planigale_maculata,Dasyuromorphia,Dasyuridae,Planigale_maculata,10.8,12,1.0334237554869496,0.7622869216880259,WhiteSeymore.2003,NA
Planigale_tenuirostris,Dasyuromorphia,Dasyuridae,Planigale_tenuirostris,7.1,11.3,0.8512583487190752,0.7361841191238208,WhiteSeymore.2003,NA
Pseudantechinus_macdonnellensis,Dasyuromorphia,Dasyuridae,Pseudantechinus_macdonnellensis,43.1,27.2,1.6344772701607315,1.1176745796745997,WhiteSeymore.2003,NA
Sarcophilus_harrisii,Dasyuromorphia,Dasyuridae,Sarcophilus_harrisii,5775,1325.4,3.761551988564182,2.8054526418954797,WhiteSeymore.2003,NA
Sminthopsis_crassicaudata,Dasyuromorphia,Dasyuridae,Sminthopsis_crassicaudata,16.4,25.1,1.2148438480476977,1.0827793971214392,WhiteSeymore.2003,NA
Sminthopsis_macroura,Dasyuromorphia,Dasyuridae,Sminthopsis_macroura,19.35,22.5,1.2866809693549301,1.0352881937517635,WhiteSeymore.2003,NA
Sminthopsis_murina,Dasyuromorphia,Dasyuridae,Sminthopsis_murina,19,21.5,1.2787536009528289,1.0155441355560064,WhiteSeymore.2003,NA
Myrmecobius_fasciatus,Dasyuromorphia,Myrmecobiidae,Myrmecobius_fasciatus,400,142.4,2.6020599913279625,1.8366156649412386,WhiteSeymore.2003,NA
Caluromys_derbianus,Didelphimorphia,Didelphidae,Caluromys_derbianus,329,225,2.5171958979499744,2.0352881937517635,WhiteSeymore.2003,NA
Chironectes_minimus,Didelphimorphia,Didelphidae,Chironectes_minimus,935,457,2.9708116108725178,2.3430218757102512,WhiteSeymore.2003,NA
Didelphis_marsupialis,Didelphimorphia,Didelphidae,Didelphis_marsupialis,1165,571,3.0663259253620376,2.4397417838862494,WhiteSeymore.2003,NA
Didelphis_virginiana,Didelphimorphia,Didelphidae,Didelphis_virginiana,2488,832,3.3958503760187813,2.603229001931125,WhiteSeymore.2003,NA
Lutreolina_crassicaudata,Didelphimorphia,Didelphidae,Lutreolina_crassicaudata,812,406,2.9095560292411755,2.291631709217595,WhiteSeymore.2003,NA
Philander_opossum,Didelphimorphia,Didelphidae,Philander_opossum,751,338,2.8756399370041685,2.212022375918056,WhiteSeymore.2003,NA
Gracilinanus_microtarsus,Didelphimorphia,Didelphidae,Gracilinanus_microtarsus,13,19,1.1139433523068367,0.96185927659323,WhiteSeymore.2003,NA
Marmosa_robinsoni,Didelphimorphia,Didelphidae,Marmosa_robinsoni,122,98,2.0863598306747484,1.674331751332896,WhiteSeymore.2003,NA
Metachirus_nudicaudatus,Didelphimorphia,Didelphidae,Metachirus_nudicaudatus,336,205,2.526339277389844,1.9948595366961552,WhiteSeymore.2003,NA
Monodelphis_brevicaudata,Didelphimorphia,Didelphidae,Monodelphis_brevicaudata,75.5,57,1.8779469516291882,1.4389805313128925,WhiteSeymore.2003,NA
Monodelphis_domestica,Didelphimorphia,Didelphidae,Monodelphis_domestica,104,60,2.0170333392987803,1.4612569260240447,WhiteSeymore.2003,NA
Acrobates_pygmaeus,Diprotodontia,Acrobatidae,Acrobates_pygmaeus,14,15.1,1.146128035678238,0.8620826229335705,WhiteSeymore.2003,NA
Burramys_parvus,Diprotodontia,Burramyidae,Burramys_parvus,44.3,36.8,1.6464037262230695,1.2489534943139187,WhiteSeymore.2003,NA
Cercartetus_concinnus,Diprotodontia,Burramyidae,Cercartetus_conncinnus,18.6,22.3,1.2695129442179163,1.0314105386885617,WhiteSeymore.2003,NA
Cercartetus_lepidus,Diprotodontia,Burramyidae,Cercartetus_lepidus,12.6,18.8,1.100370545117563,0.957263524904081,WhiteSeymore.2003,NA
Cercartetus_nanus,Diprotodontia,Burramyidae,Cercartetus_nanus,70,60.2,1.845098040014257,1.4627021668982256,WhiteSeymore.2003,NA
Dendrolagus_matschiei,Diprotodontia,Macropodidae,Dendrolagus_matschiei,6960,1426.8,3.842609239610562,2.8374687763067175,WhiteSeymore.2003,NA
Lagorchestes_conspicillatus,Diprotodontia,Macropodidae,Lagorchestes_conspicillatus,2660,851.2,3.424881636631067,2.613137290591374,WhiteSeymore.2003,NA
Macropus_eugenii,Diprotodontia,Macropodidae,Macropus_eugenii,4878,1390.2,3.688241795977712,2.8261829598140205,WhiteSeymore.2003,NA
Macropus_robustus,Diprotodontia,Macropodidae,Macropus_robustus,29300,5684.2,4.466867620354109,3.4377750259247364,WhiteSeymore.2003,NA
Macropus_rufus,Diprotodontia,Macropodidae,Macropus_rufus,32490,5848.2,4.511749711344983,3.4501278920886898,WhiteSeymore.2003,NA
Setonix_brachyurus,Diprotodontia,Macropodidae,Setonyx_brachyurus,2674,834.3,3.4271614029259654,2.604427919224223,WhiteSeymore.2003,NA
Petaurus_breviceps,Diprotodontia,Petauridae,Petaurus_breviceps,127,89.9,2.103803720955957,1.63686536737363,WhiteSeymore.2003,NA
Gymnobelideus_leadbeateri,Diprotodontia,Petauridae,Gymnobelideus_leadbeateri,166,102.9,2.220108088040055,1.695521050402834,WhiteSeymore.2003,NA
Spilocuscus_maculatus,Diprotodontia,Phalangeridae,Spilocuscus_maculatus,4250,1143.3,3.6283889300503116,2.741265879132231,WhiteSeymore.2003,NA
Trichosurus_vulpecula,Diprotodontia,Phalangeridae,Trichosurus_vulpecula,2005,731.6,3.302114376956201,2.5473793724447806,WhiteSeymore.2003,NA
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,Phascolarctos_cinereus,4765,1034,3.6780629049743454,2.697626214398325,WhiteSeymore.2003,NA
Bettongia_gaimardi,Diprotodontia,Potoroidae,Bettongia_gaimardi,1385,641.3,3.1414497734004674,2.4901669155576402,WhiteSeymore.2003,NA
Bettongia_penicillata,Diprotodontia,Potoroidae,Bettongia_penicillata,1018,561.4,3.00774777800074,2.4323780839388216,WhiteSeymore.2003,NA
Potorous_tridactylus,Diprotodontia,Potoroidae,Potorous_tridactylus,976,416.4,2.9894498176666917,2.3026163964788995,WhiteSeymore.2003,NA
Aepyprymnus_rufescens,Diprotodontia,Potoroidae,Aepyprimnus_rufescens,2820,1071.6,3.450249108319361,2.7131383805765723,WhiteSeymore.2003,NA
Petauroides_volans,Diprotodontia,Pseudocheiridae,Petauroides_volans,1141,573.9,3.0572856444182146,2.4419419003873593,WhiteSeymore.2003,NA
Pseudocheirus_occidentalis,Diprotodontia,Pseudocheiridae,Pseudocheirus_occidentalis,861,409,2.935003151453655,2.2948289836477427,WhiteSeymore.2003,NA
Pseudocheirus_peregrinus,Diprotodontia,Pseudocheiridae,Pseudocheirus_peregrinus,916,430.5,2.9618954736678504,2.3170788314300745,WhiteSeymore.2003,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,10,29,1,1.1455036735393571,WhiteSeymore.2003,NA
Lasiorhinus_latifrons,Diprotodontia,Vombatidae,Lasiorhinus_latifrons,29917,2991.7,4.475918041439468,3.159023717079869,WhiteSeymore.2003,NA
Notoryctes_caurinus,Notoryctemorphia,Notoryctidae,Notoryctes_caurinus,34,21.4,1.5314789170422551,1.013519448989592,WhiteSeymore.2003,NA
Echymipera_kalubu,Peramelemorphia,Peramelidae,Echymipera_kalabu,695,341,2.8419848045901137,2.215860054632899,WhiteSeymore.2003,NA
Echymipera_rufescens,Peramelemorphia,Peramelidae,Echymipera_rufescens_australis,616,302,2.7895807121644256,2.1631126185975518,WhiteSeymore.2003,NA
Echymipera_rufescens,Peramelemorphia,Peramelidae,Echymipera_rufescens_rufescens,1276,541,3.1058506743851435,2.4163029407469705,WhiteSeymore.2003,NA
Isoodon_auratus,Peramelemorphia,Peramelidae,Isoodon_auratus,428,150,2.6314437690131722,1.8591969346960824,WhiteSeymore.2003,NA
Isoodon_macrourus,Peramelemorphia,Peramelidae,Isoodon_macrourus,1551,574,3.190611797813605,2.4420175680383744,WhiteSeymore.2003,NA
Isoodon_obesulus,Peramelemorphia,Peramelidae,Isoodon_obesulus,717,222,2.8555191556678,2.0294586500910397,WhiteSeymore.2003,NA
Macrotis_lagotis,Peramelemorphia,Thylacomyidae,Macrotis_lagotis,1294,450,3.1119342763326814,2.3363181894157448,WhiteSeymore.2003,NA
Perameles_gunnii,Peramelemorphia,Peramelidae,Perameles_gunni,837,420,2.92272545799326,2.3063549660383016,WhiteSeymore.2003,NA
Perameles_nasuta,Peramelemorphia,Peramelidae,Perameles_nasuta,645,316,2.8095597146352675,2.182792758258805,WhiteSeymore.2003,NA
Ornithorhynchus_anatinus,Monotremata,Ornithorhynchidae,Ornithorhynchus_anatinus,693,194,2.8407332346118066,1.970907405570627,WhiteSeymore.2003,NA
Zaglossus_bruijnii,Monotremata,Tachyglossidae,Zaglossus_bruijni,10300,1215,4.012837224705172,2.767681953574732,WhiteSeymore.2003,NA
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,Tachyglossus_aculeatus,2725,431,3.4353665066126613,2.3175829458011328,WhiteSeymore.2003,NA
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,Tachyglossus_setosus,3580,548,3.5538830266438746,2.4218862341247704,WhiteSeymore.2003,NA
Camelus_dromedarius,Cetartiodactyla,Camelidae,Camelus_dromedarius,407000,40293,5.60959440922522,4.288335279463171,PanTHERIA.2008,NA
Canis_latrans,Carnivora,Canidae,Canis_latrans,10450,3699,4.019116290447073,3.2511900069557953,PanTHERIA.2008,NA
Canis_lupus,Carnivora,Canidae,Canis_lupus,33100,11254.2,4.519827993775719,3.7344203044363904,PanTHERIA.2008,NA
Calomys_callosus,Rodentia,Calomyscidae,Calomys_callosus,48,55.82,1.6812412373755872,1.4298955077930133,PanTHERIA.2008,NA
Cercartetus_nanus,Diprotodontia,Burramyidae,Cercartetus_nanus,65,55.9,1.8129133566428555,1.4305174835268244,PanTHERIA.2008,NA
Chaetodipus_baileyi,Rodentia,Heteromyidae,Chaetodipus_baileyi,29.1,38,1.4638929889859074,1.2628892722572111,PanTHERIA.2008,NA
Chaetodipus_fallax,Rodentia,Heteromyidae,Chaetodipus_fallax,19.9,30.2,1.2988530764097066,1.1631126185975518,PanTHERIA.2008,NA
Chaetodipus_hispidus,Rodentia,Heteromyidae,Chaetodipus_hispidus,37.4,48.41,1.57287160220048,1.3680407582812908,PanTHERIA.2008,NA
Chaetodipus_intermedius,Rodentia,Heteromyidae,Chaetodipus_intermedius,14.6,15.62,1.1643528557844371,0.8767867051816826,PanTHERIA.2008,NA
Crocidura_hildegardeae,Eulipotyphla,Soricidae,Crocidura_hildegardeae,11.5,29.9,1.0606978403536116,1.1587768639648306,PanTHERIA.2008,NA
Crocidura_russula,Eulipotyphla,Soricidae,Crocidura_russula,10.1,29.79,1.0043213737826426,1.1571761788554447,PanTHERIA.2008,NA
Eremitalpa_granti,Afrosoricida,Chrysochloridae,Eremitalpa_granti,26.1,15.39,1.416640507338281,0.8703442954718797,PanTHERIA.2008,NA
Erinaceus_europaeus,Eulipotyphla,Erinaceidae,Erinaceus_europaeus,970.6,404.6,2.987040286979267,2.2901315540751868,PanTHERIA.2008,NA
Blarina_brevicauda,Eulipotyphla,Soricidae,Blarina_brevicauda,20.4,59.36,1.3096301674258988,1.4565995679113717,PanTHERIA.2008,NA
