Binomial.1.2,Order.1.2,Family.1.2,Binomial.Source,BM,BMR,log10BM,log10BMR,Source,Comment
Ctenomys_peruanus,Rodentia,Ctenomyidae,Ctenomys_peruanus,490,220.5,2.690196080028514,2.0265142694442586,WhiteSeymore.2003,NA
Ctenomys_talarum,Rodentia,Ctenomyidae,Ctenomys_talarum,121,109.6,2.0827853703164503,1.7229162297887515,WhiteSeymore.2003,NA
Dasyprocta_azarae,Rodentia,Dasyproctidae,Dasyprocta_azarae,3849,1886,3.585347911094591,2.9586473640417106,WhiteSeymore.2003,NA
Dasyprocta_leporina,Rodentia,Dasyproctidae,Dasyprocta_leporina,2687,1558.5,3.4292676664331685,2.87581248225326,WhiteSeymore.2003,NA
Myoprocta_acouchy,Rodentia,Dasyproctidae,Myoprocta_acouchy,914,502.7,2.9609461957338312,2.384414560868476,WhiteSeymore.2003,NA
Dipus_sagitta,Rodentia,Dipodidae,Dipus_sagitta?,160,121.2,2.2041199826559246,1.7666082954706686,WhiteSeymore.2003,NA
Jaculus_jaculus,Rodentia,Dipodidae,Jaculus_jaculus,75,92.3,1.8750612633917,1.6483073766663132,WhiteSeymore.2003,NA
Jaculus_orientalis,Rodentia,Dipodidae,Jaculus_orientalis,139,139,2.143014800254095,1.8261204758944962,WhiteSeymore.2003,NA
Napaeozapus_insignis,Rodentia,Dipodidae,Napaeozapus_insignis,22,39.6,1.3424226808222062,1.2808008615659134,WhiteSeymore.2003,NA
Sicista_betulina,Rodentia,Dipodidae,Sicista_betulina,10,32,1,1.188255653960307,WhiteSeymore.2003,NA
Zapus_hudsonius,Rodentia,Dipodidae,Zapus_hudsonicus,23.8,35.7,1.376576957056512,1.2357738917525944,WhiteSeymore.2003,NA
Proechimys_semispinosus,Rodentia,Echimyidae,Proechimys_semispinosus,498,313.7,2.6972293427597176,2.179620194338146,WhiteSeymore.2003,NA
Thrichomys_apereoides,Rodentia,Echimyidae,Thrichomys_apereoides,323,206.7,2.509202522331103,1.9984461522676893,WhiteSeymore.2003,NA
Coendou_prehensilis,Rodentia,Erethizontidae,Coendou_prehensilis,3280,918.4,3.515873843711679,2.6461375506942995,WhiteSeymore.2003,NA
Erethizon_dorsatum,Rodentia,Erethizontidae,Erethizon_dorsatum,11136,2784,4.046729222266487,3.1277749065789258,WhiteSeymore.2003,NA
Geomys_bursarius,Rodentia,Geomyidae,Geomys_bursaris,197,137.9,2.294466226161593,1.8226699418162509,WhiteSeymore.2003,NA
Geomys_pinetis,Rodentia,Geomyidae,Geomys_pinetis,173,133.2,2.2380461031287955,1.8076099004746833,WhiteSeymore.2003,NA
Thomomys_bottae,Rodentia,Geomyidae,Thomomys_bottae,143,120.1,2.155336037465062,1.762648683043307,WhiteSeymore.2003,NA
Thomomys_talpoides,Rodentia,Geomyidae,Thomomys_talpoides,106.8,142,2.0285712526925375,1.8353940200234575,WhiteSeymore.2003,NA
Thomomys_umbrinus,Rodentia,Geomyidae,Thomomys_umbrinus,85,72.3,1.9294189257142926,1.542243972934932,WhiteSeymore.2003,NA
Chaetodipus_baileyi,Rodentia,Heteromyidae,Chaetodipus_baileyi,29.1,34.5,1.4638929889859074,1.2209247707136752,WhiteSeymore.2003,NA
Chaetodipus_californicus,Rodentia,Heteromyidae,Chaetodipus_californicus,22,21.3,1.3424226808222062,1.0114852790791389,WhiteSeymore.2003,NA
Chaetodipus_fallax,Rodentia,Heteromyidae,Chaetodipus_fallax,19.6,26.9,1.2922560713564761,1.112857955642809,WhiteSeymore.2003,NA
Chaetodipus_hispidus,Rodentia,Heteromyidae,Chaetodipus_hispidus,39.5,49.4,1.5965970956264601,1.376832624564048,WhiteSeymore.2003,NA
Chaetodipus_intermedius,Rodentia,Heteromyidae,Chaetodipus_intermedius,15,17.9,1.1760912590556813,0.9359587066202942,WhiteSeymore.2003,NA
Chaetodipus_penicillatus,Rodentia,Heteromyidae,Chaetodipus_penicillatus,16,22.4,1.2041199826559248,1.033353693974564,WhiteSeymore.2003,NA
Dipodomys_agilis,Rodentia,Heteromyidae,Dipodomys_agilis,60.6,63.6,1.7824726241662863,1.486562791288815,WhiteSeymore.2003,NA
Dipodomys_deserti,Rodentia,Heteromyidae,Dipodomys_deserti,106,92.2,2.0253058652647704,1.6478365966940305,WhiteSeymore.2003,NA
Dipodomys_heermanni,Rodentia,Heteromyidae,Dipodomys_heermanni,63.3,73.2,1.801403710017355,1.5476167566987928,WhiteSeymore.2003,NA
Dipodomys_merriami,Rodentia,Heteromyidae,Dipodomys_merriami,36.5,42.5,1.5622928644564746,1.3114946056907126,WhiteSeymore.2003,NA
Dipodomys_microps,Rodentia,Heteromyidae,Dipodomys_microps,57.2,66.9,1.7573960287930241,1.5085317934082243,WhiteSeymore.2003,NA
Dipodomys_nitratoides,Rodentia,Heteromyidae,Dipodomys_nitratoides,37.8,46.1,1.5774917998372253,1.3468066010300492,WhiteSeymore.2003,NA
Dipodomys_ordii,Rodentia,Heteromyidae,Dipodomys_ordii,46.8,64.2,1.670245853074124,1.4906407037092544,WhiteSeymore.2003,NA
Dipodomys_panamintinus,Rodentia,Heteromyidae,Dipodomys_panamintinus,64.2,74.3,1.8075350280688534,1.5540944894009763,WhiteSeymore.2003,NA
Heteromys_anomalus,Rodentia,Heteromyidae,Heteromys_anomalus,69.3,100.5,1.8407332346118068,1.6852717373969088,WhiteSeymore.2003,NA
Heteromys_desmarestianus,Rodentia,Heteromyidae,Heteromys_desmarestianus,75.8,99.1,1.8796692056320534,1.6791793301256763,WhiteSeymore.2003,NA
Heteromys_irroratus,Rodentia,Heteromyidae,Liomys_irroratus,48.1,53.9,1.6821450763738317,1.4146944408271398,WhiteSeymore.2003,NA
Heteromys_salvini,Rodentia,Heteromyidae,Liomys_salvani,43.8,46.9,1.6414741105040995,1.3542785183554844,WhiteSeymore.2003,NA
Microdipodops_megacephalus,Rodentia,Heteromyidae,Microdipodops_megacephalus,11,30.2,1.0413926851582251,1.1631126185975518,WhiteSeymore.2003,NA
Microdipodops_pallidus,Rodentia,Heteromyidae,Microdipodops_pallidus,15.2,19.8,1.1818435879447726,0.9797708659019322,WhiteSeymore.2003,NA
Perognathus_flavus,Rodentia,Heteromyidae,Perognathus_flavus,8.3,17.3,0.919078092376074,0.9211517787691965,WhiteSeymore.2003,NA
Perognathus_longimembris,Rodentia,Heteromyidae,Perognathus_longimembris,8.9,9.5,0.9493900066449128,0.6608292809292489,WhiteSeymore.2003,NA
Hydrochoerus_hydrochaeris,Rodentia,Caviidae,Hydrochaeris_hydrochaeris,26385,6596.3,4.421357098513142,3.5024060747932593,WhiteSeymore.2003,NA
Hystrix_africaeaustralis,Rodentia,Hystricidae,Hystrix_africaeaustralis,11300,2361.7,4.05307844348342,3.056330405234875,WhiteSeymore.2003,NA
Abrothrix_lanosus,Rodentia,Cricetidae,Abrothrix_lanosus,24,45.6,1.380211241711606,1.342070518304836,WhiteSeymore.2003,NA
Abrothrix_longipilis,Rodentia,Cricetidae,Abrothrix_longipilis,42.3,57.5,1.6263403673750423,1.4427735203300316,WhiteSeymore.2003,NA
Acomys_cahirinus,Rodentia,Muridae,Acomys_cahirinus,42,46.2,1.6232492903979006,1.3477476511965265,WhiteSeymore.2003,NA
Acomys_russatus,Rodentia,Muridae,Acomys_russatus,55.55,42.9,1.7446840632768863,1.3155629678251253,WhiteSeymore.2003,NA
Acomys_spinosissimus,Rodentia,Muridae,Acomys_spinosissimus,27.02,44.1,1.4316853446860118,1.3275442651082396,WhiteSeymore.2003,NA
Acomys_subspinosus,Rodentia,Muridae,Acomys_subspinosus,32.25,83.4,1.5085297189712865,1.6042717262781399,WhiteSeymore.2003,NA
Aethomys_namaquensis,Rodentia,Muridae,Aethomys_namaquensis,64.2,56.8,1.8075350280688534,1.43745401135142,WhiteSeymore.2003,NA
Akodon_albiventer,Rodentia,Cricetidae,Akodon_albiventer,31,46.5,1.4913616938342726,1.350558628530355,WhiteSeymore.2003,NA
Akodon_azarae,Rodentia,Cricetidae,Akodon_azarae,24,40.8,1.380211241711606,1.293765838730281,WhiteSeymore.2003,NA
Alticola_argentatus,Rodentia,Cricetidae,Alticola_argentatus,37.7,121,1.5763413502057928,1.765891045956851,WhiteSeymore.2003,NA
Apodemus_flavicollis,Rodentia,Muridae,Apodemus_flavicollis,23.9,43.3,1.3783979009481377,1.3195935719937666,WhiteSeymore.2003,NA
Apodemus_witherbyi,Rodentia,Muridae,Apodemus_hermonensis,20.5,50,1.3117538610557542,1.38207567997642,WhiteSeymore.2003,NA
Apodemus_mystacinus,Rodentia,Muridae,Apodemus_mystacinus,40.4,56,1.606381365110605,1.4312937026466015,WhiteSeymore.2003,NA
Apodemus_sylvaticus,Rodentia,Muridae,Apodemus_sylvaticus,23.9,43.3,1.3783979009481377,1.3195935719937666,WhiteSeymore.2003,NA
Arborimus_longicaudus,Rodentia,Cricetidae,Arborimus_longicaudus,21.8,58.9,1.3384564936046048,1.4532209704275028,WhiteSeymore.2003,NA
Arvicola_amphibius,Rodentia,Cricetidae,Arvicola_terrestris,92,106.7,1.9637878273455553,1.711270095064871,WhiteSeymore.2003,NA
Loxodontomys_micropus,Rodentia,Cricetidae,Auliscomys_micropus,62.3,97.8,1.7944880466591695,1.6734445304280026,WhiteSeymore.2003,NA
Baiomys_taylori,Rodentia,Cricetidae,Baiomys_taylori,7.15,17.1,0.8543060418010806,0.9161017860325549,WhiteSeymore.2003,NA
Calomys_lepidus,Rodentia,Calomyscidae,Calomys_ducilla?,16,28.8,1.2041199826559248,1.1424981633996318,WhiteSeymore.2003,NA
Calomys_musculinus,Rodentia,Calomyscidae,Calomys_musculinus,16.9,27.6,1.2278867046136734,1.1240147577056188,WhiteSeymore.2003,NA
Calomys_venustus,Rodentia,Calomyscidae,Calomys_venustus,50.1,74.7,1.6998377258672457,1.5564262774558,WhiteSeymore.2003,NA
Cannomys_badius,Rodentia,Spalacidae,Cannomys_badius,344,172,2.53655844257153,1.91863412254795,WhiteSeymore.2003,NA
Chelemys_macronyx,Rodentia,Cricetidae,Chelemys_macronyx,62,84.3,1.792391689498254,1.6089332502651434,WhiteSeymore.2003,NA
Chionomys_nivalis,Rodentia,Cricetidae,Chionomys_nivalis,32.8,81,1.515873843711679,1.5915906945190508,WhiteSeymore.2003,NA
Abrothrix_andinus,Rodentia,Cricetidae,Chroeomys_anadinus,34.6,64.7,1.5390760987927767,1.4940099563091016,WhiteSeymore.2003,NA
Abrothrix_olivaceus,Rodentia,Cricetidae,Chroeomys_olivaceus,27,49.4,1.4313637641589874,1.376832624564048,WhiteSeymore.2003,NA
Myodes_glareolus,Rodentia,Cricetidae,Cleithrionomys_glareolus,23.4,63.4,1.3692158574101427,1.4851949335221337,WhiteSeymore.2003,NA
Myodes_rufocanus,Rodentia,Cricetidae,Cleithrionomys_rufocanus,27,59.4,1.4313637641589874,1.4568921206215946,WhiteSeymore.2003,NA
Myodes_rutilus,Rodentia,Cricetidae,Cleithrionomys_rutilus,28,77,1.4471580313422192,1.5695964008128829,WhiteSeymore.2003,NA
Myodes_californicus,Rodentia,Cricetidae,Clethrionomys_californicus,18.3,61.1,1.2624510897304295,1.4691468858829553,WhiteSeymore.2003,NA
Myodes_gapperi,Rodentia,Cricetidae,Clethrionomys_gapperi,22.3,49.3,1.3483048630481607,1.375952594917631,WhiteSeymore.2003,NA
Conilurus_penicillatus,Rodentia,Muridae,Conilurus_penicillatus,213.2,162.7,2.3287872003545345,1.8944932285772598,WhiteSeymore.2003,NA
Cricetomys_gambianus,Rodentia,Nesomyidae,Cricetomys_gambianus,1870,1140.7,3.271841606536499,2.740277117187667,WhiteSeymore.2003,NA
Cricetulus_migratorius,Rodentia,Cricetidae,Cricetulus_migratorius,30.7,43.9,1.4871383754771865,1.3255701958825223,WhiteSeymore.2003,NA
Cricetus_cricetus,Rodentia,Cricetidae,Cricetus_cricetus,362,231.7,2.558708570533166,2.0480317094303766,WhiteSeymore.2003,NA
Desmodillus_auricularis,Rodentia,Muridae,Desmodillus_auricularis,71.93,87.8,1.8569100603007862,1.6266001915465036,WhiteSeymore.2003,NA
Dicrostonyx_groenlandicus,Rodentia,Cricetidae,Dicrostonyx_groenlandicus,59.62,98.8,1.775391971696612,1.6778626202280291,WhiteSeymore.2003,NA
Eligmodontia_typus,Rodentia,Cricetidae,Eligmodontia_typus,17.5,29.9,1.2430380486862944,1.1587768639648306,WhiteSeymore.2003,NA
Euneomys_chinchilloides,Rodentia,Cricetidae,Euneomys_chinchilloides,65.4,84.4,1.8155777483242672,1.6094481222660562,WhiteSeymore.2003,NA
Gerbillurus_paeba,Rodentia,Muridae,Gerbillurus_paeba,33.9,34.8,1.530199698203082,1.224684919586982,WhiteSeymore.2003,NA
Gerbillurus_setzeri,Rodentia,Muridae,Gerbillurus_setzeri,46.1,37,1.6637009253896482,1.251307399707396,WhiteSeymore.2003,NA
Gerbillurus_tytonis,Rodentia,Muridae,Gerbillurus_tytonis,29.9,31.7,1.4756711883244296,1.1841649378581527,WhiteSeymore.2003,NA
Gerbillurus_vallinus,Rodentia,Muridae,Gerbillurus_vallinus,38.8,34.8,1.5888317255942073,1.224684919586982,WhiteSeymore.2003,NA
Gerbillus_andersoni,Rodentia,Muridae,Gerbillus_allenybi,35.3,38.8,1.5477747053878226,1.2719374012346083,WhiteSeymore.2003,NA
Gerbillus_dasyurus,Rodentia,Muridae,Gerbillus_dasyurus,27.6,29.3,1.4409090820652177,1.1499732959945106,WhiteSeymore.2003,NA
Gerbillus_gerbillus,Rodentia,Muridae,Gerbillus_gerbillus,29.7,42.5,1.4727564493172123,1.3114946056907126,WhiteSeymore.2003,NA
Gerbillus_nanus,Rodentia,Muridae,Gerbillus_nanus,28.4,22.2,1.4533183400470377,1.0294586500910397,WhiteSeymore.2003,NA
Gerbillus_perpallidus,Rodentia,Muridae,Gerbillus_perpallidus,52.4,43.5,1.7193312869837267,1.3215949325950385,WhiteSeymore.2003,NA
Gerbillus_pusillus,Rodentia,Muridae,Gerbillus_pusillus,12.6,13.5,1.100370545117563,0.8134394441354071,WhiteSeymore.2003,NA
Gerbillus_pyramidum,Rodentia,Muridae,Gerbillus_pyramidum,108.5,81.4,2.0354297381845483,1.5937300805296024,WhiteSeymore.2003,NA
Graomys_griseoflavus,Rodentia,Cricetidae,Graomys_griseoflavus,69.4,84,1.841359470454855,1.6073849617022828,WhiteSeymore.2003,NA
Hydromys_chrysogaster,Rodentia,Muridae,Hydromys_chrysogaster,900,528.3,2.9542425094393248,2.4059862863273405,WhiteSeymore.2003,NA
Isthmomys_pirrensis,Rodentia,Cricetidae,Isthmomys_pirrensis,137.9,121.4,2.13956426617585,1.7673243623796397,WhiteSeymore.2003,NA
Lemmiscus_curtatus,Rodentia,Cricetidae,Lagurus_curtatus,30.3,50.3,1.481442628502305,1.3846736606963284,WhiteSeymore.2003,NA
Lemmus_lemmus,Rodentia,Cricetidae,Lemmus_lemmus,80,192,1.9030899869919435,1.9664069043439507,WhiteSeymore.2003,NA
Lemmus_sibiricus,Rodentia,Cricetidae,Lemmus_sibericus,50.2,90.2,1.7007037171450194,1.6383122131823429,WhiteSeymore.2003,NA
Lemniscomys_griselda,Rodentia,Muridae,Lemniscomys_griselda,47.5,57.6,1.6766936096248666,1.443528159063613,WhiteSeymore.2003,NA
Lemniscomys_rosalia,Rodentia,Muridae,Lemniscomys_rosalia,50.53,61.5,1.7035492982382305,1.4719807914158178,WhiteSeymore.2003,NA
Malacothrix_typica,Rodentia,Nesomyidae,Malacothrix_typica,21.7,20.6,1.3364597338485296,0.9969728960095544,WhiteSeymore.2003,NA
Auliscomys_boliviensis,Rodentia,Cricetidae,Maresomys_boliviensis,76.8,110.6,1.885361220031512,1.7268608026090806,WhiteSeymore.2003,NA
Mastomys_natalensis,Rodentia,Muridae,Mastomys_natalensis,41.5,32.8,1.6180480967120927,1.19897951935208,WhiteSeymore.2003,NA
Megadontomys_thomasi,Rodentia,Cricetidae,Megadontomys_thomasi,110.8,124.1,2.044539760392411,1.7768774571391308,WhiteSeymore.2003,NA
Meriones_hurrianae,Rodentia,Muridae,Meriones_hurriane,69,54.5,1.8388490907372552,1.4195021779170436,WhiteSeymore.2003,NA
Meriones_tristrami,Rodentia,Muridae,Meriones_tristrami,112,98.6,2.0492180226701815,1.6769825905816123,WhiteSeymore.2003,NA
Meriones_unguiculatus,Rodentia,Muridae,Meriones_unguiculatus,67,77.1,1.8260748027008264,1.570160053691358,WhiteSeymore.2003,NA
Mesocricetus_auratus,Rodentia,Cricetidae,Mesocricetus_auratus,98,147,1.9912260756924949,1.850423010388577,WhiteSeymore.2003,NA
Micromys_minutus,Rodentia,Muridae,Micromys_minutus,7.37,21.1,0.8674674878590515,1.0073881309380939,WhiteSeymore.2003,NA
Microtus_agrestis,Rodentia,Cricetidae,Microtus_agrestis,28,63.6,1.4471580313422192,1.486562791288815,WhiteSeymore.2003,NA
Microtus_arvalis,Rodentia,Cricetidae,Microtus_arvalis,20,62,1.3010299956639813,1.475497365138655,WhiteSeymore.2003,NA
Lasiopodomys_brandtii,Rodentia,Cricetidae,Microtus_brandti,40.2,76.8,1.60422605308447,1.5684668956719132,WhiteSeymore.2003,NA
Microtus_breweri,Rodentia,Cricetidae,Microtus_breweri,53.1,73.8,1.725094521081469,1.5511620374634427,WhiteSeymore.2003,NA
Microtus_californicus,Rodentia,Cricetidae,Microtus_californicus,44,68.2,1.6434526764861874,1.51689005029688,WhiteSeymore.2003,NA
Microtus_guentheri,Rodentia,Cricetidae,Microtus_guentheri,43.8,80.2,1.6414741105040995,1.5872800439245647,WhiteSeymore.2003,NA
Microtus_longicaudus,Rodentia,Cricetidae,Microtus_longicaudus,28.6,67.5,1.4563660331290431,1.5124094484714259,WhiteSeymore.2003,NA
Microtus_mexicanus,Rodentia,Cricetidae,Microtus_mexicanus,28.8,46.9,1.4593924877592308,1.3542785183554844,WhiteSeymore.2003,NA
Microtus_montanus,Rodentia,Cricetidae,Microtus_montanus,35.1,83.3,1.545307116465824,1.6037506770471888,WhiteSeymore.2003,NA
Microtus_ochrogaster,Rodentia,Cricetidae,Microtus_ochrogaster,46.7,79.1,1.6693168805661123,1.5812821591380777,WhiteSeymore.2003,NA
Microtus_oeconomus,Rodentia,Cricetidae,Microtus_oeconomus,33.7,100.9,1.5276299008713388,1.6869968418773116,WhiteSeymore.2003,NA
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus_pennsylvanicus,38.9,75.1,1.5899496013257077,1.5587456126445696,WhiteSeymore.2003,NA
Microtus_pinetorum,Rodentia,Cricetidae,Microtus_pinetorum,25.5,58.4,1.4065401804339552,1.4495185227528007,WhiteSeymore.2003,NA
Microtus_richardsoni,Rodentia,Cricetidae,Microtus_richardsoni,65.65,128,1.817234730425498,1.7903156452882694,WhiteSeymore.2003,NA
Microtus_subterraneus,Rodentia,Cricetidae,Microtus_subterraneus,17.8,49.5,1.250420002308894,1.37771087457397,WhiteSeymore.2003,NA
Microtus_townsendii,Rodentia,Cricetidae,Microtus_townsendii,52.2,90.4,1.717670503002262,1.6392741061157643,WhiteSeymore.2003,NA
Microtus_xanthognathus,Rodentia,Cricetidae,Microtus_xanthognathus,68.5,98.6,1.8356905714924256,1.6769825905816123,WhiteSeymore.2003,NA
Millardia_meltada,Rodentia,Muridae,Millardia_meltada,67.4,58.6,1.8286598965353198,1.4510032916584916,WhiteSeymore.2003,NA
Mus_minutoides,Rodentia,Muridae,Mus_minutoides,8.06,24,0.9063350418050907,1.0633169173520072,WhiteSeymore.2003,NA
Mus_spretus,Rodentia,Muridae,Mus_spretus,21.8,61.9,1.3384564936046048,1.4747963246605191,WhiteSeymore.2003,NA
Myopus_schisticolor,Rodentia,Cricetidae,Myopus_schisticolor,26.4,93.5,1.421603926869831,1.6539172865129188,WhiteSeymore.2003,NA
Mystromys_albicaudatus,Rodentia,Nesomyidae,Mystromys_albicaudatus,93.78,126.8,1.9721102284028305,1.786224929186115,WhiteSeymore.2003,NA
Spalax_ehrenbergi,Rodentia,Spalacidae,Nannospalax_ehrenbergi_2n_=_52,138,118.7,2.1398790864012365,1.7575563945949924,WhiteSeymore.2003,NA
Spalax_ehrenbergi,Rodentia,Spalacidae,Nannospalax_ehrenbergi_2n_=_54,134,101.8,2.1271047983648077,1.690853453641141,WhiteSeymore.2003,NA
Spalax_ehrenbergi,Rodentia,Spalacidae,Nannospalax_ehrenbergi_2n_=_60,134,82.8,2.1271047983648077,1.6011360124252811,WhiteSeymore.2003,NA
Spalax_leucodon,Rodentia,Spalacidae,Nannospalax_leucodon,201,148.7,2.303196057420489,1.8554166441623554,WhiteSeymore.2003,NA
Neofiber_alleni,Rodentia,Cricetidae,Neofiber_alleni,258.1,216.8,2.411788004543869,2.0191649535067504,WhiteSeymore.2003,NA
Neotoma_albigula,Rodentia,Cricetidae,Neotoma_albigula,183,134.5,2.2624510897304293,1.8118279599788278,WhiteSeymore.2003,NA
Neotoma_cinerea,Rodentia,Cricetidae,Neotoma_cinerea,205.1,168.6,2.3119656603683665,1.9099632459291245,WhiteSeymore.2003,NA
Neotoma_fuscipes,Rodentia,Cricetidae,Neotoma_fuscipes,187,147.7,2.271841606536499,1.8524861709523506,WhiteSeymore.2003,NA
Neotoma_lepida,Rodentia,Cricetidae,Neotoma_lepida,110,86.9,2.041392685158225,1.6221254520890676,WhiteSeymore.2003,NA
Notomys_alexis,Rodentia,Muridae,Notomys_alexis,32.3,45.2,1.5092025223311027,1.3382441104517833,WhiteSeymore.2003,NA
Notomys_cervinus,Rodentia,Muridae,Notomys_cervinus,34.2,41.7,1.534026106056135,1.3032417306141586,WhiteSeymore.2003,NA
Ochrotomys_nuttalli,Rodentia,Cricetidae,Ochrotomys_nuttalli,19.5,27.1,1.290034611362518,1.1160749665148069,WhiteSeymore.2003,NA
Oligoryzomys_longicaudatus,Rodentia,Cricetidae,Oligoryzomys_longicaudatus,28.2,51,1.4502491083193612,1.3906758517383375,WhiteSeymore.2003,NA
Ondatra_zibethicus,Rodentia,Cricetidae,Ondatra_zibethicus,1004.6,642.9,3.0019931738235304,2.491249101401892,WhiteSeymore.2003,NA
Onychomys_torridus,Rodentia,Cricetidae,Onychomys_torridus,19.1,29.6,1.2810333672477277,1.1543973866993396,WhiteSeymore.2003,NA
Otomys_irroratus,Rodentia,Muridae,Otomys_irroratus,102,84.9,2.0086001717619175,1.6120133658843538,WhiteSeymore.2003,NA
Otomys_sloggetti,Rodentia,Muridae,Otomys_sloggetti,113.29,133.7,2.054191576796432,1.8092370829023854,WhiteSeymore.2003,NA
Otomys_unisulcatus,Rodentia,Muridae,Otomys_unisulcatus,96,106.6,1.9822712330395684,1.7108628803309545,WhiteSeymore.2003,NA
Oxymycterus_roberti,Rodentia,Cricetidae,Oxymycterus_roberti,83.5,91,1.921686475483602,1.6421470679614947,WhiteSeymore.2003,NA
Parotomys_brantsii,Rodentia,Muridae,Parotomys_brantsii,86.5,83.9,1.9370161074648142,1.6068676364691015,WhiteSeymore.2003,NA
Peromyscus_boylii,Rodentia,Cricetidae,Peromyscus_boylii,23.2,54.3,1.3654879848908996,1.417905505229248,WhiteSeymore.2003,NA
Peromyscus_californicus,Rodentia,Cricetidae,Peromyscus_californicus,47.6,52.4,1.677606952720493,1.4024369626241278,WhiteSeymore.2003,NA
Peromyscus_californicus,Rodentia,Cricetidae,Peromyscus_c._insignis,45.5,45.5,1.6580113966571124,1.3411170722975134,WhiteSeymore.2003,NA
Peromyscus_californicus,Rodentia,Cricetidae,Peromyscus_c._parasiticus,49.6,58,1.6954816764901974,1.4465336692033384,WhiteSeymore.2003,NA
Peromyscus_crinitus,Rodentia,Cricetidae,Peromyscus_crinitus,15.9,25.1,1.2013971243204515,1.0827793971214392,WhiteSeymore.2003,NA
Peromyscus_eremicus,Rodentia,Cricetidae,Peromyscus_eremicus,21.5,33.1,1.3324384599156054,1.20293366941612,WhiteSeymore.2003,NA
Peromyscus_gossypinus,Rodentia,Cricetidae,Peromyscus_gossypinus,21.5,37,1.3324384599156054,1.251307399707396,WhiteSeymore.2003,NA
Peromyscus_leucopus,Rodentia,Cricetidae,Peromyscus_leucopus,20,33.2,1.3010299956639813,1.2042437593444375,WhiteSeymore.2003,NA
Peromyscus_leucopus,Rodentia,Cricetidae,Peromyscus_l._noveboracensis,26,57.2,1.414973347970818,1.4405017044334252,WhiteSeymore.2003,NA
Peromyscus_maniculatus,Rodentia,Cricetidae,Peromyscus_maniculatus,22.8,36.9,1.3579348470004537,1.2501320417994615,WhiteSeymore.2003,NA
Peromyscus_maniculatus,Rodentia,Cricetidae,Peromyscus_m.artemisidae,23.19,46.1,1.3653007486379873,1.3468066010300492,WhiteSeymore.2003,NA
Peromyscus_maniculatus,Rodentia,Cricetidae,Peromyscus_m._austerus,19.53,39.8,1.2907022432878543,1.2829887477140889,WhiteSeymore.2003,NA
Peromyscus_maniculatus,Rodentia,Cricetidae,Peromyscus_m._sonoriensis,20.38,37.5,1.3092041796704075,1.2571369433681199,WhiteSeymore.2003,NA
Peromyscus_megalops,Rodentia,Cricetidae,Peromyscus_megalops,66.2,90.7,1.8208579894397,1.6407129627004964,WhiteSeymore.2003,NA
Peromyscus_keeni,Rodentia,Cricetidae,Peromyscus_oreas,24.58,43.5,1.3905818785504354,1.3215949325950385,WhiteSeymore.2003,NA
Peromyscus_polionotus,Rodentia,Cricetidae,Peromyscus_polionotus,12,21.5,1.0791812460476249,1.0155441355560064,WhiteSeymore.2003,NA
Peromyscus_keeni,Rodentia,Cricetidae,Peromyscus_sitkensis,28.3,46.7,1.4517864355242902,1.3524225562065133,WhiteSeymore.2003,NA
Peromyscus_truei,Rodentia,Cricetidae,Peromyscus_truei_gilberti,33.3,62.6,1.5224442335063197,1.4796800088508308,WhiteSeymore.2003,NA
Peromyscus_truei,Rodentia,Cricetidae,Peromyscus_truei_truei,33.2,50.8,1.5211380837040362,1.3889693879243203,WhiteSeymore.2003,NA
Phenacomys_intermedius,Rodentia,Cricetidae,Phenacomys_intermedius,21.5,67.3,1.3324384599156054,1.511120739864378,WhiteSeymore.2003,NA
Phodopus_sungorus,Rodentia,Cricetidae,Phodopus_sungorus,25.7,40.9,1.4099331233312946,1.294828983647743,WhiteSeymore.2003,NA
Phyllotis_darwini,Rodentia,Cricetidae,Phyllotis_darwini_chilensis,49,65.7,1.6901960800285136,1.500671045200182,WhiteSeymore.2003,NA
Phyllotis_darwini,Rodentia,Cricetidae,Phyllotis_darwini_darwini,59,71.4,1.7708520116421442,1.5368038874165755,WhiteSeymore.2003,NA
Phyllotis_darwini,Rodentia,Cricetidae,Phyllotis_darwini_rupestris,36,45.4,1.5563025007672873,1.340161528497505,WhiteSeymore.2003,NA
Phyllotis_magister,Rodentia,Cricetidae,Phyllotis_magister,62.8,69,1.797959643737196,1.5219547663776565,WhiteSeymore.2003,NA
Phyllotis_xanthopygus,Rodentia,Cricetidae,Phyllotis_xanthopygus,55,56.7,1.7403626894942439,1.4366887345333077,WhiteSeymore.2003,NA
Podomys_floridanus,Rodentia,Cricetidae,Podomys_floridanus,30.8,51.7,1.4885507165004443,1.3965962187343437,WhiteSeymore.2003,NA
Pseudomys_gracilicaudatus,Rodentia,Muridae,Pseudomys_gracilicaudatus,79.8,83.8,1.9020028913507294,1.6063496942706776,WhiteSeymore.2003,NA
Pseudomys_hermannsburgensis,Rodentia,Muridae,Pseudomys_hermannsburgensis,12.2,23.3,1.0863598306747482,1.0504615966664201,WhiteSeymore.2003,NA
Rattus_colletti,Rodentia,Muridae,Rattus_colletti,165.7,123,2.219322508419337,1.773010787079799,WhiteSeymore.2003,NA
Rattus_fuscipes,Rodentia,Muridae,Rattus_fuscipes,76,84.4,1.8808135922807914,1.6094481222660562,WhiteSeymore.2003,NA
