Binomial.1.2,Order.1.2,Family.1.2,Binomial.Source,BM,FMR,log10BM,log10FMR,Source,Comment
Odobenus_rosmarus,Carnivora,Odobenidae,Odobenus_rosmarus,1370000,345000,6.136720567156407,5.537819095073274,Hudson.2013,NA
Odobenus_rosmarus,Carnivora,Odobenidae,Odobenus_rosmarus,1250000,417400,6.096910013008056,5.6205524447294355,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,32750,17430.336,4.515211304327802,4.24130575897112,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,45500,20049.12,4.658011396657113,4.302095315233942,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,38500,22952.16,4.585460729508501,4.360823562724649,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,40500,26453.952,4.607455023214668,4.422490561194769,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,39000,16174.08,4.5910646070264995,4.2088195868809795,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,32250,21594.6,4.508529718971286,4.33434516395649,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,37250,18956.376,4.5711262770843115,4.277755314350307,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,37250,17829.936,4.5711262770843115,4.251149784291635,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,28250,12521.304,4.451018452155457,4.097649559746167,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,13.299999999999999,19.4421528,1.1238516409670858,1.2887443520200903,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,12.5,19.8918,1.0969100130080565,1.298674084014187,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,12.9,20.687472,1.110589710299249,1.3157074233129675,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,11.299999999999999,24.9520272,1.0530784434834197,1.3971058351701946,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,11.700000000000001,24.3198072,1.0681858617461617,1.3859601276604008,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,12.6,23.5481904,1.100370545117563,1.3719575386627685,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,13.700000000000001,29.2375536,1.136720567156407,1.465941030992084,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,12.5,26.3682,1.0969100130080565,1.421080484107092,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,13.2,12.2940576,1.1205739312058498,1.0896952435419198,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,13.299999999999999,19.278084,1.1238516409670858,1.2850638682817226,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,13.4,17.1914496,1.1271047983648077,1.2353124983704697,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,12.5,24.2094,1.0969100130080565,1.3839840261241718,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,14,20.120016,1.146128035678238,1.3036283217471576,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,12.8,19.6586496,1.1072099696478683,1.2935536817865052,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,14.3,26.46072,1.1553360374650619,1.4226016572276248,Hudson.2013,NA
Macrotus_californicus,Chiroptera,Phyllostomidae,Macrotus_californicus,13.299999999999999,26.3330424,1.1238516409670858,1.4205010384148584,Hudson.2013,NA
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus_pennsylvanicus,36.6,113,1.5634810853944108,2.0530784434834195,Hudson.2013,NA
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus_pennsylvanicus,39.300000000000004,115.6,1.5943925503754268,2.0629578340845103,Hudson.2013,NA
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus_pennsylvanicus,34.5,111.2,1.5378190950732742,2.0461047872460387,Hudson.2013,NA
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus_pennsylvanicus,35.4,98.2,1.5490032620257879,1.9921114877869497,Hudson.2013,NA
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus_pennsylvanicus,30.4,78.5,1.4828735836087537,1.8948696567452525,Hudson.2013,NA
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus_pennsylvanicus,35.6,84,1.551449997972875,1.9242792860618816,Hudson.2013,NA
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus_pennsylvanicus,36.8,113.9,1.5658478186735176,2.0565237240791006,Hudson.2013,NA
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus_pennsylvanicus,32.800000000000004,100.1,1.5158738437116792,2.000434077479319,Hudson.2013,NA
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus_pennsylvanicus,34.9,110.2,1.54282542695918,2.042181594515766,Hudson.2013,NA
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus_pennsylvanicus,34.9,64,1.54282542695918,1.806179973983887,Hudson.2013,NA
Microtus_pennsylvanicus,Rodentia,Cricetidae,Microtus_pennsylvanicus,40.800000000000004,115.6,1.61066016308988,2.0629578340845103,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,6.8999999999999995,8.6,0.8388490907372553,0.9344984512435677,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,10.1,27,1.0043213737826426,1.4313637641589874,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,6.8,18.1,0.8325089127062363,1.2576785748691846,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,7.2,13.5,0.8573324964312685,1.130333768495006,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,8.9,23.9,0.9493900066449128,1.3783979009481377,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,14.4,50.1,1.1583624920952498,1.6998377258672457,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,8.8,31.9,0.9444826721501687,1.503790683057181,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,11.1,21.1,1.0453229787866574,1.3242824552976926,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,8.200000000000001,9.8,0.9138138523837167,0.9912260756924949,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,11,23,1.0413926851582251,1.3617278360175928,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,8.200000000000001,16.1,0.9138138523837167,1.2068258760318498,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,8,10.4,0.9030899869919435,1.0170333392987803,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,8.7,22.7,0.9395192526186185,1.3560258571931227,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,8,28.4,0.9030899869919435,1.4533183400470377,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,7,48.4,0.8450980400142568,1.6848453616444126,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,7.4,16.7,0.8692317197309762,1.2227164711475833,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,7.1000000000000005,32.6,0.8512583487190754,1.513217600067939,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,9.799999999999999,55.05,0.9912260756924948,1.7407573233077707,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,10,16.3,1,1.212187604403958,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,10.9,20.6,1.0374264979406236,1.3138672203691535,Hudson.2013,NA
Tarsipes_rostratus,Diprotodontia,Tarsipedidae,Tarsipes_rostratus,6.2,55.4,0.7923916894982539,1.7435097647284297,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,653,1150,2.814913181275074,3.060697840353612,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,668,523,2.824776462475546,2.718501688867274,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,630,479,2.7993405494535817,2.680335513414563,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,634,428,2.802089257881733,2.6314437690131722,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,655,420,2.816241299991783,2.6232492903979003,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,585,556,2.7671558660821804,2.7450747915820575,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,585,473,2.7671558660821804,2.6748611407378116,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,565,543,2.7520484478194387,2.734799829588847,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,537,461,2.7299742856995555,2.663700925389648,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,537,314,2.7299742856995555,2.496929648073215,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,497,328,2.696356388733332,2.515873843711679,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,634,857,2.802089257881733,2.932980821923198,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,517,450,2.7134905430939424,2.6532125137753435,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,448,581,2.651278013998144,2.7641761323903307,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,432,554,2.635483746814912,2.74350976472843,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,695,638,2.8419848045901137,2.8048206787211623,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,643,712,2.808210972924222,2.8524799936368566,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,605,700,2.781755374652469,2.845098040014257,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,600,700,2.7781512503836434,2.845098040014257,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,579,691,2.762678563727436,2.8394780473741985,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,634,606,2.802089257881733,2.782472624166286,Hudson.2013,NA
Sciurus_carolinensis,Rodentia,Sciuridae,Sciurus_carolinensis,595,605,2.7745169657285498,2.781755374652469,Hudson.2013,NA
Myrmecobius_fasciatus,Dasyuromorphia,Myrmecobiidae,Myrmecobius_fasciatus,547,309.5,2.737987326333431,2.490660653356137,Hudson.2013,NA
Myrmecobius_fasciatus,Dasyuromorphia,Myrmecobiidae,Myrmecobius_fasciatus,408,198.8,2.61066016308988,2.2984163800612945,Hudson.2013,NA
Myrmecobius_fasciatus,Dasyuromorphia,Myrmecobiidae,Myrmecobius_fasciatus,522,211.7,2.717670503002262,2.325720858019412,Hudson.2013,NA
Myrmecobius_fasciatus,Dasyuromorphia,Myrmecobiidae,Myrmecobius_fasciatus,428,262.2,2.6314437690131722,2.4186326873540653,Hudson.2013,NA
Myrmecobius_fasciatus,Dasyuromorphia,Myrmecobiidae,Myrmecobius_fasciatus,520,362.5,2.716003343634799,2.5593080109070123,Hudson.2013,NA
