Binomial.1.2,Order.1.2,Family.1.2,Binomial.Source,BM,FMR,log10BM,log10FMR,Source,Comment
Phocarctos_hookeri,Carnivora,Otariidae,Phocarctos_hookeri,131300,50368.7808,5.118264726089479,4.702161438682992,Hudson.2013,NA
Phocarctos_hookeri,Carnivora,Otariidae,Phocarctos_hookeri,84400,51774.336,4.926342446625655,4.714114537823623,Hudson.2013,NA
Phocarctos_hookeri,Carnivora,Otariidae,Phocarctos_hookeri,109400,51608.7936,5.039017321997412,4.712723707181042,Hudson.2013,NA
Phocarctos_hookeri,Carnivora,Otariidae,Phocarctos_hookeri,106700,50796.0288,5.02816441942447,4.705829760755148,Hudson.2013,NA
Phocarctos_hookeri,Carnivora,Otariidae,Phocarctos_hookeri,123850,54038.232,5.092896010921856,4.73270113151941,Hudson.2013,NA
Phocarctos_hookeri,Carnivora,Otariidae,Phocarctos_hookeri,105500,47034.432,5.023252459633712,4.672415903739816,Hudson.2013,NA
Phocarctos_hookeri,Carnivora,Otariidae,Phocarctos_hookeri,119800,57032.4672,5.078456818053293,4.756122159383971,Hudson.2013,NA
Phocarctos_hookeri,Carnivora,Otariidae,Phocarctos_hookeri,109300,54300.24,5.038620161949702,4.734801749118226,Hudson.2013,NA
Phocarctos_hookeri,Carnivora,Otariidae,Phocarctos_hookeri,109400,47544.3648,5.039017321997412,4.677099049532233,Hudson.2013,NA
Phocarctos_hookeri,Carnivora,Otariidae,Phocarctos_hookeri,118900,56193.0912,5.075181854618692,4.749682923431016,Hudson.2013,NA
Phocarctos_hookeri,Carnivora,Otariidae,Phocarctos_hookeri,154800,62192.448,5.189770956346874,4.793737651715721,Hudson.2013,NA
Phocarctos_hookeri,Carnivora,Otariidae,Phocarctos_hookeri,93600,52970.112,4.971275848738105,4.724030891208781,Hudson.2013,NA
Arctocephalus_galapagoensis,Carnivora,Otariidae,Arctocephalus_galapagoensis,31925,6868.2168,4.504130905935453,3.8368439955100824,Hudson.2013,NA
Arctocephalus_galapagoensis,Carnivora,Otariidae,Arctocephalus_galapagoensis,35850,3376.2096,4.554489160003819,3.528429400423336,Hudson.2013,NA
Arctocephalus_galapagoensis,Carnivora,Otariidae,Arctocephalus_galapagoensis,39500,3003.264,4.596597095626461,3.477593510255522,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,30475,13217.8608,4.48394371429042,4.121161173914333,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,41125,14248.332,4.614105910958031,4.1537640260571065,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,41440,15932.8512,4.617419746737177,4.202293500197001,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,39275,16118.46,4.5941161937120105,4.207323545815771,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,29600,23195.9808,4.471291711058939,4.365412740597927,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,45975,22959.5472,4.662521737910115,4.360963318809538,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,33175,18717.0696,4.520810931536473,4.27223785529044,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,24225,20993.1912,4.384263785722803,4.322078461222114,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,32299.999999999996,27683.9424,4.509202522331103,4.442227936964175,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,40275,19069.0848,4.605035549091256,4.280329850054518,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,40400,28448.064,4.606381365110605,4.454052716329475,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,39775,28489.0824,4.59961018831862,4.454678461347786,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,29125,19879.56,4.464265934034075,4.29840676780341,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,35150,34955.4096,4.545925329355843,4.543514395464528,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,36325,35119.5912,4.560205622970059,4.545549451977302,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,32100,22797.6768,4.506505032404872,4.357890592423816,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,30600,23027.8464,4.48572142648158,4.362253323968137,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,29837.5,26338.1328,4.474762432014811,4.42058498310108,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,40000,41879.8944,4.6020599913279625,4.6220055779362434,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,29475,16858.7568,4.469453813767127,4.2268255456857196,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,26275,17786.7792,4.41954272470028,4.250097313890353,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,33300,30152.2176,4.52244423350632,4.479319258632921,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,27550,20066.0976,4.440121603187804,4.30246292029144,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,23825,16467.84,4.377032909310364,4.216636638781201,Hudson.2013,NA
Arctocephalus_gazella,Carnivora,Otariidae,Arctocephalus_gazella,29425,26287.5888,4.468716471515473,4.4197507527522895,Hudson.2013,NA
Aplodontia_rufa,Rodentia,Aplodontiidae,Aplodontia_rufa,787,1502,2.8959747323590648,3.17666993266815,Hudson.2013,NA
Aplodontia_rufa,Rodentia,Aplodontiidae,Aplodontia_rufa,910,2246,2.9590413923210934,3.351409751925439,Hudson.2013,NA
Aplodontia_rufa,Rodentia,Aplodontiidae,Aplodontia_rufa,770,1530,2.886490725172482,3.184691430817599,Hudson.2013,NA
Aplodontia_rufa,Rodentia,Aplodontiidae,Aplodontia_rufa,622,1213,2.7937903846908188,3.083860800866573,Hudson.2013,NA
Aplodontia_rufa,Rodentia,Aplodontiidae,Aplodontia_rufa,549,948,2.739572344450092,2.976808337338066,Hudson.2013,NA
Lontra_canadensis,Carnivora,Mustelidae,Lontra_canadensis,6875,5433,3.8372727025023003,3.7350397050337207,Hudson.2013,NA
Lontra_canadensis,Carnivora,Mustelidae,Lontra_canadensis,6985,3979,3.844166410450201,3.599773939146388,Hudson.2013,NA
Lontra_canadensis,Carnivora,Mustelidae,Lontra_canadensis,8950,7171,3.951823035315912,3.8555797225017177,Hudson.2013,NA
Lontra_canadensis,Carnivora,Mustelidae,Lontra_canadensis,7950,2899,3.9003671286564705,3.4622482153549976,Hudson.2013,NA
Lontra_canadensis,Carnivora,Mustelidae,Lontra_canadensis,8450,4208,3.926856708949692,3.6240757311456826,Hudson.2013,NA
Lepilemur_ruficaudatus,Primates,Lepilemuridae,Lepilemur_ruficaudatus,682,444.7,2.833784374656479,2.6480671294489344,Hudson.2013,NA
Lepilemur_ruficaudatus,Primates,Lepilemuridae,Lepilemur_ruficaudatus,877.5,466.6,2.943247125137862,2.668944734457734,Hudson.2013,NA
Lepilemur_ruficaudatus,Primates,Lepilemuridae,Lepilemur_ruficaudatus,940.25,595.75,2.973243342094437,2.775064051018494,Hudson.2013,NA
Lepilemur_ruficaudatus,Primates,Lepilemuridae,Lepilemur_ruficaudatus,659.5,218.9,2.819214799882384,2.3402457615679317,Hudson.2013,NA
Lepilemur_ruficaudatus,Primates,Lepilemuridae,Lepilemur_ruficaudatus,831.5,852.7,2.919862253555538,2.9307962629833004,Hudson.2013,NA
Lepilemur_ruficaudatus,Primates,Lepilemuridae,Lepilemur_ruficaudatus,760.5,423.9,2.8810992183890174,2.627263416568221,Hudson.2013,NA
Lepilemur_ruficaudatus,Primates,Lepilemuridae,Lepilemur_ruficaudatus,733.5,270.9,2.8654001181793016,2.4328090050331683,Hudson.2013,NA
Lepilemur_ruficaudatus,Primates,Lepilemuridae,Lepilemur_ruficaudatus,738.5,822,2.8683504996479683,2.9148718175400505,Hudson.2013,NA
Lepilemur_ruficaudatus,Primates,Lepilemuridae,Lepilemur_ruficaudatus,744.5,459.7,2.871864702088195,2.6624745037503095,Hudson.2013,NA
Lepilemur_ruficaudatus,Primates,Lepilemuridae,Lepilemur_ruficaudatus,513,401.3,2.7101173651118162,2.6034691597338386,Hudson.2013,NA
Lepilemur_ruficaudatus,Primates,Lepilemuridae,Lepilemur_ruficaudatus,470,241.8,2.6720978579357175,2.383456296524753,Hudson.2013,NA
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,Phascolarctos_cinereus,7100,1284.39,3.8512583487190755,3.1086969155788893,Hudson.2013,NA
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,Phascolarctos_cinereus,6300,1153.74,3.7993405494535817,3.0621079498184622,Hudson.2013,NA
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,Phascolarctos_cinereus,9200,1791.92,3.963787827345555,3.253318616746809,Hudson.2013,NA
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,Phascolarctos_cinereus,9100,1916.46,3.9590413923210934,3.282499759170561,Hudson.2013,NA
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,Phascolarctos_cinereus,8150,1519.865,3.9111576087399764,3.1818050140244862,Hudson.2013,NA
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,Phascolarctos_cinereus,7100,1815.115,3.8512583487190755,3.258904145781631,Hudson.2013,NA
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,Phascolarctos_cinereus,6400,1542.4,3.806179973983887,3.1881970165587554,Hudson.2013,NA
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,Phascolarctos_cinereus,6600,779.46,3.8195439355418688,2.8917938331553836,Hudson.2013,NA
Lasiorhinus_krefftii,Diprotodontia,Vombatidae,Lasiorhinus_krefftii,27398.5,3383.22,4.437726786924222,3.529330239490453,Hudson.2013,NA
Lasiorhinus_krefftii,Diprotodontia,Vombatidae,Lasiorhinus_krefftii,30001.5,3374.64,4.477142968900908,3.5282274499514785,Hudson.2013,NA
Lasiorhinus_krefftii,Diprotodontia,Vombatidae,Lasiorhinus_krefftii,29492,4483.56,4.469704225231061,3.651622985959478,Hudson.2013,NA
Lasiorhinus_krefftii,Diprotodontia,Vombatidae,Lasiorhinus_krefftii,22490.5,3653.72,4.351999110608028,3.562735262470742,Hudson.2013,NA
Lasiorhinus_krefftii,Diprotodontia,Vombatidae,Lasiorhinus_krefftii,30485.5,4117.06,4.484093322384352,3.61458719623699,Hudson.2013,NA
Lasiorhinus_latifrons,Diprotodontia,Vombatidae,Lasiorhinus_latifrons,23119,6943.805,4.363969044978839,3.8415975162276115,Hudson.2013,NA
Lasiorhinus_latifrons,Diprotodontia,Vombatidae,Lasiorhinus_latifrons,23254,4096.005,4.366497668129632,3.612360478112082,Hudson.2013,NA
Lasiorhinus_latifrons,Diprotodontia,Vombatidae,Lasiorhinus_latifrons,23059,4542.205,4.362840469311725,3.6572667310197113,Hudson.2013,NA
Lasiorhinus_latifrons,Diprotodontia,Vombatidae,Lasiorhinus_latifrons,26951.5,6808.93,4.4305829410847,3.833078869386156,Hudson.2013,NA
Lasiorhinus_latifrons,Diprotodontia,Vombatidae,Lasiorhinus_latifrons,24042.25,4018.385,4.380975108790721,3.6040515440014365,Hudson.2013,NA
Vombatus_ursinus,Diprotodontia,Vombatidae,Vombatus_ursinus,34387,7415.31,4.536394288637445,3.870129311598412,Hudson.2013,NA
Vombatus_ursinus,Diprotodontia,Vombatidae,Vombatus_ursinus,33813.5,4067.36,4.529090126459811,3.6093126132932594,Hudson.2013,NA
Vombatus_ursinus,Diprotodontia,Vombatidae,Vombatus_ursinus,35180.5,1841.66,4.546302007540369,3.2652094555279185,Hudson.2013,NA
Vombatus_ursinus,Diprotodontia,Vombatidae,Vombatus_ursinus,38572.75,8752.56,4.586280602497122,3.9421350965955506,Hudson.2013,NA
Vombatus_ursinus,Diprotodontia,Vombatidae,Vombatus_ursinus,28424,4918.3,4.453685194481271,3.691815015734726,Hudson.2013,NA
Vombatus_ursinus,Diprotodontia,Vombatidae,Vombatus_ursinus,33227,10988.56,4.521491131460435,4.040940783867622,Hudson.2013,NA
Vombatus_ursinus,Diprotodontia,Vombatidae,Vombatus_ursinus,25795,9017.04,4.411535532209327,3.955063996229401,Hudson.2013,NA
Vombatus_ursinus,Diprotodontia,Vombatidae,Vombatus_ursinus,33746.75,7073.195,4.528231954203204,3.8496156312560075,Hudson.2013,NA
Vombatus_ursinus,Diprotodontia,Vombatidae,Vombatus_ursinus,33981.5,6464.45,4.531242545437817,3.810531580705039,Hudson.2013,NA
Carollia_perspicillata,Chiroptera,Phyllostomidae,Carollia_perspicillata,19,97.23,1.2787536009528289,1.9878002857518724,Hudson.2013,NA
Carollia_perspicillata,Chiroptera,Phyllostomidae,Carollia_perspicillata,20,58.19,1.3010299956639813,1.7648483571934108,Hudson.2013,NA
Carollia_perspicillata,Chiroptera,Phyllostomidae,Carollia_perspicillata,21,71.65,1.3222192947339193,1.8552161947333634,Hudson.2013,NA
Carollia_perspicillata,Chiroptera,Phyllostomidae,Carollia_perspicillata,18,86.69,1.255272505103306,1.937969002951453,Hudson.2013,NA
Petauroides_volans,Diprotodontia,Pseudocheiridae,Petauroides_volans,908,474.88,2.958085848521085,2.6765838792629144,Hudson.2013,NA
Petauroides_volans,Diprotodontia,Pseudocheiridae,Petauroides_volans,1042.5,554.38,3.018076063645795,2.7438075541320446,Hudson.2013,NA
Petauroides_volans,Diprotodontia,Pseudocheiridae,Petauroides_volans,847.5,466.4,2.9281397068751196,2.668758541750958,Hudson.2013,NA
Petauroides_volans,Diprotodontia,Pseudocheiridae,Petauroides_volans,1077.5,519.4,3.032417278832769,2.715501945293284,Hudson.2013,NA
Petauroides_volans,Diprotodontia,Pseudocheiridae,Petauroides_volans,1062.5,620.1,3.026328938722349,2.792461731346951,Hudson.2013,NA
Petauroides_volans,Diprotodontia,Pseudocheiridae,Petauroides_volans,1100,598.9,3.041392685158225,2.7773543130842087,Hudson.2013,NA
Petauroides_volans,Diprotodontia,Pseudocheiridae,Petauroides_volans,1115,506.68,3.0472748673841794,2.704733761876889,Hudson.2013,NA
Petauroides_volans,Diprotodontia,Pseudocheiridae,Petauroides_volans,1020,513.04,3.0086001717619175,2.7101512269091828,Hudson.2013,NA
Vulpes_cana,Carnivora,Canidae,Vulpes_cana,1000,670,3,2.8260748027008264,Hudson.2013,NA
