(Intercept),log10BM,MRFMR,log10BM:MRFMR,random.effect,tree,chain
-0.17531855438937782,0.7234857913281303,0.57044752654474,-0.049808346142526716,0.4280399068487833,2,1
-0.021229915102594532,0.7325603426870657,0.5317966150323628,-0.041281137157056946,0.25462177556425725,2,1
-0.04909481224603951,0.7296531591564417,0.5035571352636907,-0.041257876640884206,0.2963037168955748,2,1
-0.1845195195346605,0.7447442108968971,0.5528960874216864,-0.043284312794639845,0.3865937112254584,2,1
0.11216314292687457,0.7186902828361781,0.5524843914463418,-0.05532659692471498,0.17006006423213973,2,1
0.15251009457642795,0.719517446559621,0.5474071548087522,-0.04242778371553868,0.11657312493603415,2,1
-0.0345442551006272,0.7193444022268523,0.5202436231265892,-0.037769627320813015,0.3092727032498865,2,1
-0.04803051761700772,0.7298753999639302,0.5402594154547842,-0.04493357079627458,0.29017780367177415,2,1
0.3514379479456693,0.724964558656211,0.5603590962273302,-0.0505434851947939,-0.09064827620709483,2,1
0.09109275825176155,0.7241516757349018,0.5175949861877598,-0.044904654525453225,0.16380062034556023,2,1
0.2574902653286699,0.7170181676628999,0.5416221839550417,-0.045090741899912246,0.010869529758964509,2,1
0.2936420902842656,0.7261973567365203,0.527784732177679,-0.040099755104165524,-0.03906927112068143,2,1
0.14323250361485407,0.7440519713272806,0.49857057146437,-0.032102755292726215,0.065913616904786,2,1
-0.07760522947864956,0.7328798494127113,0.5294952972326428,-0.04298182031197939,0.31021430104809705,2,1
0.2370970671363466,0.7279646457609488,0.5433487194895861,-0.04405201090412447,0.005196080710502446,2,1
-0.03404129494447261,0.7332515912712552,0.5654736079304712,-0.051474866588250734,0.27105789921744655,2,1
0.005556371717830189,0.7357540034863632,0.5469370878417976,-0.04824265007846407,0.24089191096110177,2,1
-0.002144284051610157,0.7348760558961658,0.5151962675299728,-0.03814439900452271,0.2278877080972229,2,1
0.04398199054412544,0.7322603066568263,0.5305736001682817,-0.04667697972035967,0.19467951807182374,2,1
0.14165572823549155,0.7344043620687444,0.5827690900478046,-0.06570105915307067,0.08422202319486626,2,1
0.07098914967673409,0.7383846332286339,0.5418353078130167,-0.046173613554856274,0.16166798578602332,2,1
0.21372286649420857,0.7291034026129637,0.5448089206620352,-0.04685614709160291,0.02769933418870778,2,1
0.026064030775160063,0.7281359556436655,0.5289687193726422,-0.041046813799766824,0.21467809492908455,2,1
0.05993533620494418,0.7193333089671796,0.5280673539327836,-0.04221132026577834,0.21283554212928243,2,1
-0.17282049999630544,0.7289051465631928,0.5379243255010806,-0.0503518863406498,0.42236894101828687,2,1
0.040810177219100296,0.737278775399318,0.55734841294543,-0.05170773676945828,0.18970809532192562,2,1
0.18189989138045348,0.7247107088769553,0.49844198138453066,-0.03169728207285516,0.07110574975193383,2,1
0.017982646670134272,0.7273809080943465,0.5268034381151665,-0.042056123274960555,0.22886748066804913,2,1
0.2651167965377681,0.7277398536753026,0.5419980407168623,-0.04867337131872773,-0.013851397264818814,2,1
0.15386575038428418,0.7273871262441389,0.5362813990650466,-0.04250720212075976,0.08332226910492486,2,1
0.19623824628069997,0.7204125372663839,0.5357066075157491,-0.05105363792972639,0.06953352974841952,2,1
0.1484048564598197,0.7232828562264331,0.526758432497445,-0.04641466151224449,0.1177099010288483,2,1
0.268807421947713,0.7355211677640909,0.5528994292044445,-0.05001673132937867,-0.046366003351526436,2,1
0.1272233230265556,0.73435031560075,0.5321330743900035,-0.04315860106362379,0.09529346755524627,2,1
0.08437613639398478,0.7277542148949578,0.5610302458226215,-0.05430781197355827,0.15647232273535924,2,1
0.08782466315460624,0.703592857462354,0.5121529267562437,-0.03273236642417032,0.22267520219625053,2,1
0.25851247637183405,0.7339912973257015,0.5504471459425986,-0.046107669157208875,-0.020959887274428473,2,1
0.08539402345195413,0.7370594715466723,0.577242532863238,-0.058427217743883375,0.14276265779051864,2,1
-0.13842818801640533,0.7332227171646082,0.5296689912793227,-0.036714537331135944,0.36576926504883084,2,1
0.372017630841583,0.748040183694684,0.59693345517735,-0.06261685400386341,-0.16975521747810038,2,1
0.2816441327086068,0.7407201577916567,0.5341348773508798,-0.049563603213755414,-0.05316923117898522,2,1
0.056970464225742035,0.7334307272212754,0.5597902754925599,-0.048684227589546936,0.1750790455716643,2,1
0.21489558400935493,0.7280844774450088,0.528517718976218,-0.042400362181069795,0.02768987636296687,2,1
0.03283450262097176,0.7196124483521089,0.5181632913299836,-0.03564050073327962,0.22963874739990428,2,1
