Binomial.1.2,Order.1.2,Family.1.2,log10FMR,log10BM,FMR.source
Lontra_canadensis,Carnivora,Mustelidae,3.8555797225017177,3.951823035315912,Hudson.2013
Lontra_canadensis,Carnivora,Mustelidae,3.4622482153549976,3.9003671286564705,Hudson.2013
Lontra_canadensis,Carnivora,Mustelidae,3.6240757311456826,3.926856708949692,Hudson.2013
Lepilemur_ruficaudatus,Primates,Lepilemuridae,2.6480671294489344,2.833784374656479,Hudson.2013
Lepilemur_ruficaudatus,Primates,Lepilemuridae,2.668944734457734,2.943247125137862,Hudson.2013
Lepilemur_ruficaudatus,Primates,Lepilemuridae,2.775064051018494,2.973243342094437,Hudson.2013
Lepilemur_ruficaudatus,Primates,Lepilemuridae,2.3402457615679317,2.819214799882384,Hudson.2013
Lepilemur_ruficaudatus,Primates,Lepilemuridae,2.9307962629833004,2.919862253555538,Hudson.2013
Lepilemur_ruficaudatus,Primates,Lepilemuridae,2.627263416568221,2.8810992183890174,Hudson.2013
Lepilemur_ruficaudatus,Primates,Lepilemuridae,2.4328090050331683,2.8654001181793016,Hudson.2013
Lepilemur_ruficaudatus,Primates,Lepilemuridae,2.9148718175400505,2.8683504996479683,Hudson.2013
Lepilemur_ruficaudatus,Primates,Lepilemuridae,2.6624745037503095,2.871864702088195,Hudson.2013
Lepilemur_ruficaudatus,Primates,Lepilemuridae,2.6034691597338386,2.7101173651118162,Hudson.2013
Lepilemur_ruficaudatus,Primates,Lepilemuridae,2.383456296524753,2.6720978579357175,Hudson.2013
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,3.1086969155788893,3.8512583487190755,Hudson.2013
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,3.0621079498184622,3.7993405494535817,Hudson.2013
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,3.253318616746809,3.963787827345555,Hudson.2013
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,3.282499759170561,3.9590413923210934,Hudson.2013
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,3.1818050140244862,3.9111576087399764,Hudson.2013
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,3.258904145781631,3.8512583487190755,Hudson.2013
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,3.1881970165587554,3.806179973983887,Hudson.2013
Phascolarctos_cinereus,Diprotodontia,Phascolarctidae,2.8917938331553836,3.8195439355418688,Hudson.2013
Lasiorhinus_krefftii,Diprotodontia,Vombatidae,3.529330239490453,4.437726786924222,Hudson.2013
Lasiorhinus_krefftii,Diprotodontia,Vombatidae,3.5282274499514785,4.477142968900908,Hudson.2013
Lasiorhinus_krefftii,Diprotodontia,Vombatidae,3.651622985959478,4.469704225231061,Hudson.2013
Lasiorhinus_krefftii,Diprotodontia,Vombatidae,3.562735262470742,4.351999110608028,Hudson.2013
Lasiorhinus_krefftii,Diprotodontia,Vombatidae,3.61458719623699,4.484093322384352,Hudson.2013
Lasiorhinus_latifrons,Diprotodontia,Vombatidae,3.8415975162276115,4.363969044978839,Hudson.2013
Lasiorhinus_latifrons,Diprotodontia,Vombatidae,3.612360478112082,4.366497668129632,Hudson.2013
Lasiorhinus_latifrons,Diprotodontia,Vombatidae,3.6572667310197113,4.362840469311725,Hudson.2013
Lasiorhinus_latifrons,Diprotodontia,Vombatidae,3.833078869386156,4.4305829410847,Hudson.2013
Lasiorhinus_latifrons,Diprotodontia,Vombatidae,3.6040515440014365,4.380975108790721,Hudson.2013
Vombatus_ursinus,Diprotodontia,Vombatidae,3.870129311598412,4.536394288637445,Hudson.2013
Vombatus_ursinus,Diprotodontia,Vombatidae,3.6093126132932594,4.529090126459811,Hudson.2013
Vombatus_ursinus,Diprotodontia,Vombatidae,3.2652094555279185,4.546302007540369,Hudson.2013
Vombatus_ursinus,Diprotodontia,Vombatidae,3.9421350965955506,4.586280602497122,Hudson.2013
Vombatus_ursinus,Diprotodontia,Vombatidae,3.691815015734726,4.453685194481271,Hudson.2013
Vombatus_ursinus,Diprotodontia,Vombatidae,4.040940783867622,4.521491131460435,Hudson.2013
Vombatus_ursinus,Diprotodontia,Vombatidae,3.955063996229401,4.411535532209327,Hudson.2013
Vombatus_ursinus,Diprotodontia,Vombatidae,3.8496156312560075,4.528231954203204,Hudson.2013
Vombatus_ursinus,Diprotodontia,Vombatidae,3.810531580705039,4.531242545437817,Hudson.2013
Carollia_perspicillata,Chiroptera,Phyllostomidae,1.9878002857518724,1.2787536009528289,Hudson.2013
Carollia_perspicillata,Chiroptera,Phyllostomidae,1.7648483571934108,1.3010299956639813,Hudson.2013
Carollia_perspicillata,Chiroptera,Phyllostomidae,1.8552161947333634,1.3222192947339193,Hudson.2013
Carollia_perspicillata,Chiroptera,Phyllostomidae,1.937969002951453,1.255272505103306,Hudson.2013
Petauroides_volans,Diprotodontia,Pseudocheiridae,2.6765838792629144,2.958085848521085,Hudson.2013
Petauroides_volans,Diprotodontia,Pseudocheiridae,2.7438075541320446,3.018076063645795,Hudson.2013
Petauroides_volans,Diprotodontia,Pseudocheiridae,2.668758541750958,2.9281397068751196,Hudson.2013
Petauroides_volans,Diprotodontia,Pseudocheiridae,2.715501945293284,3.032417278832769,Hudson.2013
Petauroides_volans,Diprotodontia,Pseudocheiridae,2.792461731346951,3.026328938722349,Hudson.2013
Petauroides_volans,Diprotodontia,Pseudocheiridae,2.7773543130842087,3.041392685158225,Hudson.2013
Petauroides_volans,Diprotodontia,Pseudocheiridae,2.704733761876889,3.0472748673841794,Hudson.2013
Petauroides_volans,Diprotodontia,Pseudocheiridae,2.7101512269091828,3.0086001717619175,Hudson.2013
Vulpes_cana,Carnivora,Canidae,2.8260748027008264,3,Hudson.2013
Syconycteris_australis,Chiroptera,Pteropodidae,1.8695250628572273,1.271841606536499,Hudson.2013
Syconycteris_australis,Chiroptera,Pteropodidae,1.8663464227496018,1.276461804173244,Hudson.2013
Syconycteris_australis,Chiroptera,Pteropodidae,1.78254428401001,1.2695129442179163,Hudson.2013
Syconycteris_australis,Chiroptera,Pteropodidae,1.9463539972262744,1.2041199826559248,Hudson.2013
Syconycteris_australis,Chiroptera,Pteropodidae,1.9031985470429784,1.2041199826559248,Hudson.2013
Syconycteris_australis,Chiroptera,Pteropodidae,1.8864343196289384,1.2304489213782739,Hudson.2013
Syconycteris_australis,Chiroptera,Pteropodidae,1.9269594883802756,1.2041199826559248,Hudson.2013
Martes_americana,Carnivora,Mustelidae,2.717670503002262,2.8356905714924254,Hudson.2013
Martes_americana,Carnivora,Mustelidae,3.0863598306747484,3.130333768495006,Hudson.2013
Martes_americana,Carnivora,Mustelidae,2.815577748324267,2.8976270912904414,Hudson.2013
Martes_americana,Carnivora,Mustelidae,2.845098040014257,3.012837224705172,Hudson.2013
Martes_americana,Carnivora,Mustelidae,2.863322860120456,3.037426497940624,Hudson.2013
Martes_americana,Carnivora,Mustelidae,2.929418925714293,3.041392685158225,Hudson.2013
Martes_americana,Carnivora,Mustelidae,2.9590413923210934,3.130333768495006,Hudson.2013
Martes_americana,Carnivora,Mustelidae,2.8796692056320534,2.843855422623161,Hudson.2013
Martes_americana,Carnivora,Mustelidae,2.9921114877869495,2.8739015978644615,Hudson.2013
Martes_americana,Carnivora,Mustelidae,2.931457870689005,3.0253058652647704,Hudson.2013
Rangifer_tarandus,Cetartiodactyla,Cervidae,4.120902817614527,4.7979596437371965,Hudson.2013
Rangifer_tarandus,Cetartiodactyla,Cervidae,4.224274014294258,4.8095597146352675,Hudson.2013
Rangifer_tarandus,Cetartiodactyla,Cervidae,4.254306332331286,4.746634198937579,Hudson.2013
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,2.763862071042256,3.2600713879850747,Hudson.2013
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,3.036628895362161,3.505149978319906,Hudson.2013
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,2.9884296302327775,3.5428254269591797,Hudson.2013
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,2.918701191495456,3.4653828514484184,Hudson.2013
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,2.694139947642631,3.294466226161593,Hudson.2013
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,2.3473300153169503,3.6483600109809315,Hudson.2013
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,2.324158941674477,3.5998830720736876,Hudson.2013
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,2.8087509723495945,3.5415792439465807,Hudson.2013
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,2.819458384263591,3.640481436970422,Hudson.2013
Arvicola_amphibius,Rodentia,Cricetidae,2.143202225049597,1.912753303671323,Hudson.2013
Arvicola_amphibius,Rodentia,Cricetidae,1.976216964549385,1.7803173121401512,Hudson.2013
Arvicola_amphibius,Rodentia,Cricetidae,1.9284777868823513,1.968482948553935,Hudson.2013
Arvicola_amphibius,Rodentia,Cricetidae,1.9647733121553677,1.9370161074648142,Hudson.2013
Arvicola_amphibius,Rodentia,Cricetidae,2.0831118657228433,1.9232440186302764,Hudson.2013
Arvicola_amphibius,Rodentia,Cricetidae,2.238001918321198,1.9885589568786155,Hudson.2013
Arvicola_amphibius,Rodentia,Cricetidae,2.2331438977516775,1.9148718175400503,Hudson.2013
Arvicola_amphibius,Rodentia,Cricetidae,2.160609571384294,1.9084850188786497,Hudson.2013
Arvicola_amphibius,Rodentia,Cricetidae,2.290681562105827,2.00987563371216,Hudson.2013
Arvicola_amphibius,Rodentia,Cricetidae,2.204386991665438,1.8981764834976766,Hudson.2013
Arvicola_amphibius,Rodentia,Cricetidae,2.160569064507251,1.8779469516291882,Hudson.2013
Arvicola_amphibius,Rodentia,Cricetidae,2.1768202615944636,1.8808135922807914,Hudson.2013
Cervus_elaphus,Cetartiodactyla,Cervidae,4.448551739201578,5.019116290447073,Hudson.2013
Cervus_elaphus,Cetartiodactyla,Cervidae,4.390581878550435,5.035429738184549,Hudson.2013
Cervus_elaphus,Cetartiodactyla,Cervidae,4.368472838440362,5.034427905025403,Hudson.2013
Cervus_elaphus,Cetartiodactyla,Cervidae,4.388988785124714,5.02938377768521,Hudson.2013
Cervus_elaphus,Cetartiodactyla,Cervidae,4.408239965311849,5.038421445642459,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.687261346243506,2.6074550232146687,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.600755149639618,2.66838591669,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.471731651480051,2.5854607295085006,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.639486489268586,2.558708570533166,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.6164755138885654,2.69196510276736,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.3939260065858368,2.6314437690131722,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.4650852875574327,2.649334858712142,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.445136968713304,2.6127838567197355,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.508664363052943,2.6693168805661123,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.627775375229303,2.6646419755561257,Hudson.2013
Cavia_magna,Rodentia,Caviidae,2.533136288278639,2.656098202012832,Hudson.2013
