(Intercept),log10BM,MRFMR,log10BM:MRFMR,tree,chain
0.12192120868712664,0.7105670723831281,0.50674760124366,-0.03886847564717755,3,1
0.08008035476086661,0.7225940241187345,0.46272277759271674,-0.014297101384727284,3,1
-0.0025987899280153215,0.735136857652833,0.5131838013330707,-0.036270275783863326,3,1
-0.08152453573711682,0.7279425099404762,0.475140770942744,-0.020108290527787176,3,1
0.2771564743015915,0.7201051395550166,0.540260353256599,-0.03985800994269084,3,1
0.27408602989453357,0.7148342492291704,0.48057236842578277,-0.020884838231722824,3,1
0.010935175407212228,0.7048869108657527,0.41416127467527986,-3.0451061502390075e-4,3,1
0.41942267821286805,0.7126165582994872,0.5018728568466031,-0.03002177967573516,3,1
0.03863351038307883,0.7234322928288748,0.5157561550295213,-0.03637705867004115,3,1
-0.08133525469747838,0.7345582186244428,0.502461192998453,-0.02612965099979192,3,1
0.08974914744612761,0.7136263952161244,0.5124853261222597,-0.025770635082153603,3,1
0.019959461234975606,0.7240743154106895,0.47344810690810846,-0.01557854133170622,3,1
0.016155889843503246,0.7078161208337406,0.47681744502915535,-0.023100634600268677,3,1
0.028268639478483237,0.7479323424049653,0.4556358509871643,-0.015952465711848163,3,1
-0.11333636374911293,0.7299801615154138,0.493750471352314,-0.033876899840834085,3,1
0.09331800819199998,0.7251809682420571,0.4853574792359723,-0.020223821731633507,3,1
0.055711705528665334,0.7289441546163289,0.5039190887109726,-0.029115475539583713,3,1
-0.16706480442371685,0.7113569009306957,0.43656782183097675,-0.003120099274383392,3,1
-0.08176908534369431,0.7274218941456638,0.5036122501187492,-0.03125068856024882,3,1
-0.12252945770160295,0.7362057743448531,0.4735837094804083,-0.022123130605905317,3,1
-0.01854857467697002,0.7211471448263183,0.5373177983101414,-0.03367442011949606,3,1
-0.13369577954290435,0.7424605878804869,0.538118439464597,-0.03543974008061923,3,1
0.42324670175730716,0.7339593843498733,0.4875330295180902,-0.02373214063118212,3,1
-0.023443667094397824,0.7146600525302347,0.4695721485913964,-0.015372416513855569,3,1
-0.1739528879552381,0.7343562884052517,0.45847650145879015,-0.012274339087525732,3,1
-0.04240275066695176,0.7372655526414746,0.4731069899526119,-0.017451726729632355,3,1
-0.008731734895263799,0.720122289727442,0.5107810278350371,-0.028929552499903366,3,1
0.18172140240494628,0.7271217208908638,0.44608929529204033,-0.010987371890223585,3,1
-0.08446819736127509,0.7327991379715968,0.5274383781070355,-0.0394605510373367,3,1
0.04530430679733399,0.7128459514788119,0.4267328246496618,-0.01234815752832219,3,1
0.04150032623147126,0.7281929509917973,0.49209391308431805,-0.024524848868168192,3,1
-0.1330859147819865,0.7146216459732386,0.5053559773077723,-0.03120223365840502,3,1
0.1266223861821345,0.7123832199940807,0.47704946289377403,-0.019881649481249042,3,1
0.10355695221960559,0.7377765186538454,0.4801621529622935,-0.020142450826824643,3,1
-0.19294083879503887,0.7165448335581459,0.46384371742169606,-0.013598432909930125,3,1
0.2043599618555163,0.7315468161823446,0.4938529999635648,-0.027580878413573373,3,1
0.0697107209416572,0.7268995162376086,0.5130760164029198,-0.02737120518577285,3,1
-0.05473594139039051,0.7312369742576266,0.4585767654061783,-0.017687327980638656,3,1
-0.04621068659798766,0.7397018958727131,0.5916829352554487,-0.054792717171949334,3,1
0.3032769387791632,0.7271782242751215,0.500762694155128,-0.02652336360915797,3,1
0.06669640957261436,0.7475937245981186,0.47524637733295094,-0.020969085479009664,3,1
0.24428352373070084,0.7320736986584961,0.4856256874149949,-0.01983643590210704,3,1
0.42447989731590496,0.7122263570927316,0.4597633553639753,-0.01033606517012231,3,1
-0.24253358960413607,0.7358376397896791,0.4447614682139829,-0.013762866234173998,3,1
0.39960024219180923,0.7168473308120156,0.4688576521730283,-0.0282475640415214,3,1
0.015772610102430917,0.7091161094795098,0.4554115211503813,-0.010035474231699482,3,1
-0.032941419412964024,0.7330189182976028,0.5450124113849597,-0.0374155486933887,3,1
-0.07053218752844259,0.7345450523425825,0.4684516713823541,-0.02195929383742623,3,1
-0.11593338922102703,0.726964320136176,0.47982038122245285,-0.01865648975945078,3,1
-0.2555005920585245,0.7228815435846627,0.45870138407917693,-0.01132984188006958,3,1
0.020432025965419598,0.7167036703904159,0.45741910256037954,-0.01100619752833154,3,1
0.11644573794728785,0.7290382521023275,0.5198977321124403,-0.03763455225271173,3,1
-0.08820876714889891,0.7148337729922787,0.5163234871579334,-0.0366556572735135,3,1
0.15484469724469818,0.7102447742363438,0.5138444967305986,-0.03202096833501855,3,1
0.3723138371424284,0.7109592942870222,0.4911496372487818,-0.026266778295394033,3,1
-0.03321309693637886,0.7346509721246548,0.5550944756018907,-0.04966783993586432,3,1
0.16354490605954197,0.728950765405898,0.519765083634411,-0.025966336033889093,3,1
0.13990858379474957,0.741552486884757,0.5132277381198946,-0.03844601658602187,3,1
0.034813642501831055,0.7245231369452085,0.48588997213119,-0.019494866297463886,3,1
-0.12232064933050424,0.7243935491969751,0.4488602818164509,-0.01297830091061769,3,1
0.25129752937937155,0.726515881717205,0.4425276038455195,-0.010657458722562296,3,1
0.3098589457804337,0.7237106543216214,0.4945025568449637,-0.025713120983596127,3,1
0.16271955999582133,0.7048815938051121,0.42763017366451095,0.0010556131601333618,3,1
0.14741184830199927,0.7405050885427045,0.539272052643355,-0.03819320761249401,3,1
-0.009146786513156258,0.7090678048989503,0.5220516222034348,-0.025395129225216806,3,1
0.09667019751850603,0.7377143202029401,0.5213701175380265,-0.028004439824144356,3,1
0.11618295576045057,0.7267098049560445,0.490492017728684,-0.024806107285257895,3,1
0.09212248626863584,0.7235471119929571,0.4880386860604631,-0.02216755956033012,3,1
0.26207866235199617,0.7092813975905301,0.5066364653685014,-0.03394407250016229,3,1
-0.1666245857049944,0.7294049910851754,0.5099644086149056,-0.031030723438561836,3,1
0.299608824076131,0.7271064048691187,0.4813941911852453,-0.01754540622641798,3,1
0.27700814883428393,0.7410837709176121,0.47839338904668693,-0.019881605308910366,3,1
0.15285215630137827,0.7099806018450181,0.49167230422608554,-0.023957528195751365,3,1
5.527717694349121e-4,0.7306161342130508,0.48771795028005727,-0.026600657307426445,3,1
-0.05479212154750712,0.7205580373120029,0.48943964156205766,-0.018969821590872016,3,1
-0.06363513706310187,0.7546251870662672,0.47819192357474094,-0.027814964298158884,3,1
-0.09525668529749964,0.7238295148126781,0.5422736865511979,-0.038719766060239635,3,1
0.17643095269158948,0.7073868531151675,0.494840669183759,-0.02686079911654815,3,1
0.04880872368812561,0.7275888932053931,0.5176105361060763,-0.029397625155979767,3,1
0.10333824172994355,0.6908510898992972,0.46853375670616515,-0.01907424200180685,3,1
0.14556161835207604,0.6999545400612988,0.45775848207995296,-0.016447555986815132,3,1
0.2964463781390805,0.7280094023644779,0.5226952247467125,-0.03531472245231271,3,1
-0.032844204717548564,0.7399986006639665,0.48510435280331876,-0.026739031900433474,3,1
-0.09934502167743631,0.7443066653504502,0.5091188411170151,-0.024140795519997482,3,1
0.1913670097128488,0.726613510370953,0.5030071626824792,-0.026260059341439046,3,1
0.07796112322830595,0.7117098430899205,0.5138318333520147,-0.03516737984318752,3,1
0.012428717076545581,0.7494939433818217,0.5346132966369623,-0.037052212333946954,3,1
0.11013845721754478,0.713192223556689,0.44801332225324586,-0.00971637347174692,3,1
0.03948847063293215,0.7218610823911149,0.4517528467113152,-0.012887386368674925,3,1
-0.04679293719891575,0.7248574925542925,0.47312870348105207,-0.021556722786044702,3,1
0.11840442506218096,0.7317169647722039,0.4815709678987332,-0.021073648407764267,3,1
0.04198125537368469,0.7201153993519256,0.46831993284286,-0.019550440993043594,3,1
0.0101826472528046,0.7073115828679875,0.4488845177111216,-0.008604074333561584,3,1
0.1621204518014565,0.7227795036451425,0.48336973312689224,-0.0242057273426326,3,1
0.16658852939144708,0.709661821321788,0.4944192725488392,-0.023953255731612444,3,1
0.3700217171572149,0.7224176276872356,0.4706629447027808,-0.01674304132393445,3,1
0.4440937002073042,0.7111381987051573,0.46104158356320113,-0.010002460521718604,3,1
0.04989054820907768,0.7217083851501229,0.513120140065439,-0.0363776076992508,3,1
0.16183679907408077,0.7181901875301264,0.4841468138474738,-0.018170180497691035,3,1
0.14664732950768666,0.7186099588288926,0.48874020704533905,-0.02550317021086812,3,1
0.11331774593418231,0.7105349023549934,0.495755367752281,-0.030878486490109935,3,1
-0.014402867149328813,0.7570594479384454,0.5302759781043278,-0.03822572409808345,3,1
0.03816829633433372,0.7453016452418524,0.48793940609903075,-0.023361798434052616,3,1
-0.22896083771729536,0.7160766246815911,0.45179275033297017,-0.01125112759473268,3,1
0.05201071221745224,0.7297722136718221,0.5170823628577637,-0.033617931592743844,3,1
0.07221130839025136,0.7084925258968724,0.4150667955109384,-0.003387145698070526,3,1
0.13855957973282784,0.7286810136902204,0.5003205858229194,-0.026200934371445328,3,1
-0.13403283058505622,0.744378026414779,0.4946275834008702,-0.027383299864595756,3,1
-0.08244633232243359,0.7139220524841221,0.4656050317862537,-0.019027927670322242,3,1
-0.08952070100349374,0.6946074592124205,0.4123920517595252,0.0078362468193518,3,1
0.04464390156135778,0.7257423438422848,0.5063794679508646,-0.03296665893140016,3,1
0.07751656571781496,0.7338886782163172,0.5198353016239707,-0.034683988473261707,3,1
0.07360641285777092,0.7119658348483426,0.481421705448156,-0.01899321637756657,3,1
-0.1574328719289042,0.7222837655426702,0.509211709810188,-0.02908866314101033,3,1
-0.08408596355729969,0.7103263501267065,0.49221030647458974,-0.01974109752336517,3,1
-0.25742907155654393,0.7327518322417745,0.4853994639343,-0.02485384987812722,3,1
0.13143768557711155,0.7261920813180041,0.525470761989709,-0.029498448420781642,3,1
0.0252462020580424,0.7051619327976368,0.49324100711965,-0.02001334828673862,3,1
0.039763227134244516,0.7073527069660486,0.5264535308378981,-0.036891218085656874,3,1
-0.03863772802287713,0.719633372122189,0.49241731378424447,-0.02326108935812954,3,1
6.973524286877364e-4,0.7064269846159732,0.4513629600114655,-0.014396992293768562,3,1
0.13406964638852514,0.7549293095944449,0.5098825302102341,-0.03104732633801177,3,1
-0.12956951729756838,0.7318055035284488,0.4723075201945903,-0.0222863809322007,3,1
0.38317288050893694,0.7057983539707493,0.4561480628908612,-0.011039609700674191,3,1
0.131753963920346,0.7231425497448072,0.5142539010703331,-0.02832672739168629,3,1
0.19939688401063904,0.707948457726161,0.5070074035029393,-0.02997746084292885,3,1
-0.28292164861341007,0.7469698500499362,0.5157993590255501,-0.03172598977107555,3,1
0.022807159715739544,0.7366912377037806,0.505074794011307,-0.03563681212835945,3,1
0.4067659869324416,0.7156284570810385,0.4627338754289667,-0.021493306194315664,3,1
0.29457364185509505,0.713172918654891,0.5155742817296414,-0.03435716367675923,3,1
-0.015756313849124126,0.717289110092679,0.40050003516080324,0.00637423679290805,3,1
0.25940681813790434,0.7105905532371253,0.46144261547306087,-0.014633381040766835,3,1
0.1947870290314313,0.7133714568044525,0.48343521972128656,-0.026756331255455734,3,1
0.07156557704729494,0.7383507057093084,0.48595156910596415,-0.0198459820530843,3,1
0.15202450793003663,0.7243712024355773,0.5040267146250699,-0.03149313413814525,3,1
0.172804520225327,0.6936650181014556,0.4549171253456734,-0.015878370104474016,3,1
0.04650764122561668,0.7144856318072925,0.43752226277138107,-0.004578421707265079,3,1
