Binomial.1.2,Order.1.2,Family.1.2,log10BM,log10MR,MR,source
Microcebus_murinus,Primates,Cheirogaleidae,1.9890046156985368,1.7032053706954864,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.9268567089496924,1.875177059814704,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.8573324964312685,1.9108910886445283,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.8603380065709938,2.144543074272788,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.8976270912904414,2.1080573737838537,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.8750612633917,2.0253877998904075,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.6857417386022637,2.128593106918705,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.8048206787211623,2.3167040397000367,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.734799829588847,1.9871297676598971,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.8260748027008264,1.7782959910888338,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.7781512503836436,2.1410419409390493,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.7403626894942439,1.4542348957482656,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.7853298350107671,2.2214142378423385,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.7708520116421442,1.9313052814216733,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.6384892569546374,1.938419645793193,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.7442929831226763,2.17435059747938,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.7993405494535817,2.012963699825778,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.5854607295085006,1.9370161074648142,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.845098040014257,2.1110271510261747,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.7323937598229686,2.0805182605271177,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.7993405494535817,2.0753279341632584,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.670245853074124,1.6957442751973233,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.6857417386022637,1.77662855342015,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.7075701760979363,1.8025000677643934,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.7032913781186614,1.8561849267271697,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.8750612633917,1.8369567370595505,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.631443769013172,1.897956810006952,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.7993405494535817,1.7508939203821254,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.6989700043360187,1.88320703335239,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.7817553746524688,1.619823500457278,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.806179973983887,1.8121108412030995,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.8512583487190752,1.9759370424831106,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.8115750058705933,1.8707549448901402,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.7075701760979363,1.7317498835272633,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.711807229041191,1.6803355134145632,FMR,Hudson.2013
Microcebus_murinus,Primates,Cheirogaleidae,1.816241299991783,1.7279477095447968,FMR,Hudson.2013
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,3.5774917998372255,2.884228769632604,FMR,Hudson.2013
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,3.429752280002408,2.8095597146352675,FMR,Hudson.2013
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,3.4720246977002813,2.8573324964312685,FMR,Hudson.2013
Tachyglossus_aculeatus,Monotremata,Tachyglossidae,3.433769833924866,2.7641761323903307,FMR,Hudson.2013
Eremitalpa_granti,Afrosoricida,Chrysochloridae,1.287801729930226,0.9786369483844743,FMR,Hudson.2013
Eremitalpa_granti,Afrosoricida,Chrysochloridae,1.3654879848908996,1.1598678470925667,FMR,Hudson.2013
Eremitalpa_granti,Afrosoricida,Chrysochloridae,1.416640507338281,0.9633155113861113,FMR,Hudson.2013
Eremitalpa_granti,Afrosoricida,Chrysochloridae,1.1986570869544226,0.9143431571194408,FMR,Hudson.2013
Eremitalpa_granti,Afrosoricida,Chrysochloridae,1.3521825181113625,1.1961761850399732,FMR,Hudson.2013
Eremitalpa_granti,Afrosoricida,Chrysochloridae,1.3304137733491908,1.1846914308175989,FMR,Hudson.2013
Eremitalpa_granti,Afrosoricida,Chrysochloridae,1.271841606536499,1.0603200286882852,FMR,Hudson.2013
Eremitalpa_granti,Afrosoricida,Chrysochloridae,1.3263358609287514,1.082066934285113,FMR,Hudson.2013
Eremitalpa_granti,Afrosoricida,Chrysochloridae,1.3729120029701065,1.0870712059065355,FMR,Hudson.2013
Eremitalpa_granti,Afrosoricida,Chrysochloridae,1.252853030979893,0.9929950984313415,FMR,Hudson.2013
Eremitalpa_granti,Afrosoricida,Chrysochloridae,1.2479732663618066,1.2817149700272958,FMR,Hudson.2013
Lepus_americanus,Lagomorpha,Leporidae,3.113943352306837,2.890421018800914,FMR,Hudson.2013
Lepus_americanus,Lagomorpha,Leporidae,3.230448921378274,3.0043213737826426,FMR,Hudson.2013
Lepus_americanus,Lagomorpha,Leporidae,3.100370545117563,3.0253058652647704,FMR,Hudson.2013
Lepus_americanus,Lagomorpha,Leporidae,3.12057393120585,3.0718820073061255,FMR,Hudson.2013
Lepus_americanus,Lagomorpha,Leporidae,3.184691430817599,3.0755469613925306,FMR,Hudson.2013
Lepus_americanus,Lagomorpha,Leporidae,3.03342375548695,2.924795995797912,FMR,Hudson.2013
Lepus_americanus,Lagomorpha,Leporidae,3.110589710299249,2.9614210940664485,FMR,Hudson.2013
Eulemur_fulvus,Primates,Lemuridae,3.2273724422896364,2.786041210242554,FMR,Hudson.2013
Eulemur_fulvus,Primates,Lemuridae,3.336859820916809,2.845098040014257,FMR,Hudson.2013
Eulemur_fulvus,Primates,Lemuridae,3.2935835134961167,2.7937903846908188,FMR,Hudson.2013
Eulemur_fulvus,Primates,Lemuridae,3.3092041796704077,2.722633922533812,FMR,Hudson.2013
Eulemur_fulvus,Primates,Lemuridae,3.256717745977487,2.7323937598229686,FMR,Hudson.2013
Eulemur_fulvus,Primates,Lemuridae,3.256717745977487,2.678518379040114,FMR,Hudson.2013
Eulemur_fulvus,Primates,Lemuridae,3.0453229787866576,2.637489729512511,FMR,Hudson.2013
Eulemur_fulvus,Primates,Lemuridae,3.246005904076029,2.8419848045901137,FMR,Hudson.2013
Eulemur_fulvus,Primates,Lemuridae,3.3356584522893016,2.8981764834976764,FMR,Hudson.2013
Lemur_catta,Primates,Lemuridae,3.247973266361807,2.662757831681574,FMR,Hudson.2013
Lemur_catta,Primates,Lemuridae,3.3197304943302246,2.77232170672292,FMR,Hudson.2013
Lemur_catta,Primates,Lemuridae,3.343605508104172,2.9339931638312424,FMR,Hudson.2013
Lemur_catta,Primates,Lemuridae,3.3267453795653217,2.832508912706236,FMR,Hudson.2013
Lemur_catta,Primates,Lemuridae,3.3820170425748683,2.6434526764861874,FMR,Hudson.2013
Lemur_catta,Primates,Lemuridae,3.387033701282363,2.8027737252919755,FMR,Hudson.2013
Lemur_catta,Primates,Lemuridae,3.398634324538392,2.696356388733332,FMR,Hudson.2013
Lemur_catta,Primates,Lemuridae,3.376576957056512,2.866877814337499,FMR,Hudson.2013
Lemur_catta,Primates,Lemuridae,3.3092041796704077,2.7259116322950483,FMR,Hudson.2013
Lemur_catta,Primates,Lemuridae,3.422589839851482,2.8870543780509568,FMR,Hudson.2013
Aepyprymnus_rufescens,Diprotodontia,Potoroidae,3.4313637641589874,3.1879998724048355,FMR,Hudson.2013
Aepyprymnus_rufescens,Diprotodontia,Potoroidae,3.462397997898956,3.310587114890355,FMR,Hudson.2013
Aepyprymnus_rufescens,Diprotodontia,Potoroidae,3.4913616938342726,3.1698800728743866,FMR,Hudson.2013
Aepyprymnus_rufescens,Diprotodontia,Potoroidae,3.4683473304121573,3.0684085197781616,FMR,Hudson.2013
Proteles_cristata,Carnivora,Hyaenidae,3.8852669618501823,3.4869685854905694,FMR,Hudson.2013
Proteles_cristata,Carnivora,Hyaenidae,3.893067889914971,3.3593990721808864,FMR,Hudson.2013
Proteles_cristata,Carnivora,Hyaenidae,3.9756024727406793,3.415967269123435,FMR,Hudson.2013
Proteles_cristata,Carnivora,Hyaenidae,3.9055260484350485,3.190537122143934,FMR,Hudson.2013
Proteles_cristata,Carnivora,Hyaenidae,3.861832997657945,3.2774602223049327,FMR,Hudson.2013
Oryx_leucoryx,Cetartiodactyla,Bovidae,4.941511432634403,3.964683814976041,FMR,Hudson.2013
Oryx_leucoryx,Cetartiodactyla,Bovidae,4.954242509439325,4.367933353674787,FMR,Hudson.2013
Oryx_leucoryx,Cetartiodactyla,Bovidae,5.014520538757924,4.267687879865739,FMR,Hudson.2013
Oryx_leucoryx,Cetartiodactyla,Bovidae,4.829303772831025,3.9188163903603797,FMR,Hudson.2013
Oryx_leucoryx,Cetartiodactyla,Bovidae,4.7774268223893115,4.205312653309609,FMR,Hudson.2013
Oryx_leucoryx,Cetartiodactyla,Bovidae,4.86391737695786,4.218194027092983,FMR,Hudson.2013
Vulpes_rueppellii,Carnivora,Canidae,3.1658376246901283,2.94875518016827,FMR,Hudson.2013
Vulpes_rueppellii,Carnivora,Canidae,3.230448921378274,3.051769746899332,FMR,Hudson.2013
Vulpes_rueppellii,Carnivora,Canidae,3.216165902285993,2.759969857554307,FMR,Hudson.2013
Vulpes_rueppellii,Carnivora,Canidae,3.2143138974244,2.847819347295239,FMR,Hudson.2013
Vulpes_rueppellii,Carnivora,Canidae,3.317854489331469,3.131265696780032,FMR,Hudson.2013
Vulpes_vulpes,Carnivora,Canidae,3.6148972160331345,3.3794868137172736,FMR,Hudson.2013
Microgale_dobsoni,Afrosoricida,Tenrecidae,1.6294095991027189,1.887054378050957,FMR,Capellini.2010
Microgale_talazaci,Afrosoricida,Tenrecidae,1.631443769013172,1.8228216453031045,FMR,Capellini.2010
Antidorcas_marsupialis,Cetartiodactyla,Bovidae,4.6364878963533656,4.382017042574868,FMR,Capellini.2010
Vicugna_vicugna,Cetartiodactyla,Camelidae,4.681241237375588,4.1476763242410986,FMR,Capellini.2010
Odocoileus_hemionus,Cetartiodactyla,Cervidae,4.592176757395867,4.2552725051033065,FMR,Capellini.2010
Oryx_leucoryx,Cetartiodactyla,Bovidae,4.930694387664535,4.219545233621206,FMR,Capellini.2010
Rangifer_tarandus,Cetartiodactyla,Cervidae,4.722633922533812,4.190331698170292,FMR,Capellini.2010
Bassariscus_astutus,Carnivora,Procyonidae,2.876217840591642,2.673941998634088,FMR,Capellini.2010
Canis_lupus,Carnivora,Canidae,4.571708831808688,4.247973266361806,FMR,Capellini.2010
Lycaon_pictus,Carnivora,Canidae,4.400883215548363,4.184691430817598,FMR,Capellini.2010
Proteles_cristata,Carnivora,Hyaenidae,3.931457870689005,3.2671717284030137,FMR,Capellini.2010
Suricata_suricatta,Carnivora,Herpestidae,2.8432327780980096,2.670245853074124,FMR,Capellini.2010
Vulpes_rueppellii,Carnivora,Canidae,3.2430380486862944,3.0063162597052733,FMR,Capellini.2010
Vulpes_velox,Carnivora,Canidae,3.322219294733919,3.250420002308894,FMR,Capellini.2010
Vulpes_vulpes,Carnivora,Canidae,3.6925473025134297,3.3456089505405937,FMR,Capellini.2010
Lepus_californicus,Lagomorpha,Leporidae,3.255272505103306,3.113943352306837,FMR,Capellini.2010
Talpa_europaea,Eulipotyphla,Talpidae,1.9429995933660404,2.2380461031287955,FMR,Capellini.2010
Acomys_cahirinus,Rodentia,Muridae,1.5831987739686226,1.714329759745233,FMR,Capellini.2010
Acomys_russatus,Rodentia,Muridae,1.6532125137753437,1.6794278966121188,FMR,Capellini.2010
Ammospermophilus_leucurus,Rodentia,Sciuridae,1.9395192526186185,1.9444826721501687,FMR,Capellini.2010
Apodemus_sylvaticus,Rodentia,Muridae,1.3117538610557542,1.8318697742805017,FMR,Capellini.2010
Chaetodipus_formosus,Rodentia,Heteromyidae,1.252853030979893,1.6551384348113822,FMR,Capellini.2010
Myodes_glareolus,Rodentia,Cricetidae,1.3692158574101427,1.9444826721501687,FMR,Capellini.2010
Myodes_rutilus,Rodentia,Cricetidae,1.2041199826559248,1.760422483423212,FMR,Capellini.2010
Dipodomys_merriami,Rodentia,Heteromyidae,1.5352941200427705,1.677606952720493,FMR,Capellini.2010
Dipodomys_microps,Rodentia,Heteromyidae,1.7566361082458481,1.9268567089496924,FMR,Capellini.2010
Gerbillus_andersoni,Rodentia,Muridae,1.3579348470004537,1.551449997972875,FMR,Capellini.2010
Gerbillus_henleyi,Rodentia,Muridae,0.9684829485539351,1.423245873936808,FMR,Capellini.2010
Gerbillus_pyramidum,Rodentia,Muridae,1.5024271199844328,1.6551384348113822,FMR,Capellini.2010
Marmota_flaviventris,Rodentia,Sciuridae,3.503790683057181,3.385606273598312,FMR,Capellini.2010
Mastomys_natalensis,Rodentia,Muridae,1.75815462196739,1.9375178920173466,FMR,Capellini.2010
Meriones_crassus,Rodentia,Muridae,1.8401060944567578,1.8129133566428555,FMR,Capellini.2010
Microtus_agrestis,Rodentia,Cricetidae,1.4281347940287887,1.890979596989689,FMR,Capellini.2010
Microtus_arvalis,Rodentia,Cricetidae,1.3010299956639813,1.954242509439325,FMR,Capellini.2010
Mus_musculus,Rodentia,Muridae,1.2855573090077739,1.813580988568192,FMR,Capellini.2010
Octodon_degus,Rodentia,Octodontidae,2.275426536741639,2.1559430179718366,FMR,Capellini.2010
Peromyscus_crinitus,Rodentia,Cricetidae,1.1271047983648077,1.5943925503754266,FMR,Capellini.2010
Peromyscus_leucopus,Rodentia,Cricetidae,1.2833012287035497,1.6170003411208989,FMR,Capellini.2010
Peromyscus_maniculatus,Rodentia,Cricetidae,1.252853030979893,1.7275412570285564,FMR,Capellini.2010
Psammomys_obesus,Rodentia,Muridae,2.230448921378274,2.2174839442139063,FMR,Capellini.2010
Pseudomys_albocinereus,Rodentia,Muridae,1.513217600067939,1.7937903846908188,FMR,Capellini.2010
Pseudomys_nanus,Rodentia,Muridae,1.6473829701146199,1.649334858712142,FMR,Capellini.2010
Rhabdomys_pumilio,Rodentia,Muridae,1.6201360549737576,1.809896246602439,FMR,Capellini.2010
Sciurus_vulgaris,Rodentia,Sciuridae,2.507855871695831,2.5403294747908736,FMR,Capellini.2010
Sekeetamys_calurus,Rodentia,Muridae,1.6148972160331345,1.6434526764861874,FMR,Capellini.2010
Urocitellus_parryii,Rodentia,Sciuridae,2.7993405494535817,2.9122220565324155,FMR,Capellini.2010
Callospermophilus_saturatus,Rodentia,Sciuridae,2.330413773349191,2.3541084391474008,FMR,Capellini.2010
Tamiasciurus_hudsonicus,Rodentia,Sciuridae,2.507855871695831,2.5403294747908736,FMR,Capellini.2010
Thomomys_bottae,Rodentia,Geomyidae,2.0170333392987803,2.113943352306837,FMR,Capellini.2010
Zyzomys_argurus,Rodentia,Muridae,1.670245853074124,1.1931245983544616,FMR,Capellini.2010
Antechinus_stuartii,Dasyuromorphia,Dasyuridae,1.403120521175818,1.8475726591421122,FMR,Capellini.2010
Antechinus_swainsonii,Dasyuromorphia,Dasyuridae,1.6766936096248666,2.1271047983648077,FMR,Capellini.2010
Dasyurus_viverrinus,Dasyuromorphia,Dasyuridae,3.012415374762433,2.8992731873176036,FMR,Capellini.2010
Myrmecobius_fasciatus,Dasyuromorphia,Myrmecobiidae,2.6885977750811696,2.4295908022233017,FMR,Capellini.2010
Parantechinus_apicalis,Dasyuromorphia,Dasyuridae,1.711807229041191,1.9742813588778305,FMR,Capellini.2010
Phascogale_calura,Dasyuromorphia,Dasyuridae,1.5250448070368452,1.7916906490201179,FMR,Capellini.2010
Sminthopsis_crassicaudata,Dasyuromorphia,Dasyuridae,1.0569048513364727,1.6901960800285136,FMR,Capellini.2010
Bettongia_lesueur,Diprotodontia,Potoroidae,2.8573324964312685,2.645422269349092,FMR,Capellini.2010
Bettongia_penicillata,Diprotodontia,Potoroidae,3.041392685158225,2.780317312140151,FMR,Capellini.2010
Gymnobelideus_leadbeateri,Diprotodontia,Petauridae,2.0969100130080562,2.3531465462139796,FMR,Capellini.2010
Hemibelideus_lemuroides,Diprotodontia,Pseudocheiridae,3.0111473607757975,2.829303772831025,FMR,Capellini.2010
Lagorchestes_conspicillatus,Diprotodontia,Macropodidae,3.4029488293444046,2.832508912706236,FMR,Capellini.2010
Lagorchestes_hirsutus,Diprotodontia,Macropodidae,3.14674801363064,2.775610448006361,FMR,Capellini.2010
Lasiorhinus_krefftii,Diprotodontia,Vombatidae,4.369447790383294,3.691532358181662,FMR,Capellini.2010
Lasiorhinus_latifrons,Diprotodontia,Vombatidae,4.447158031342219,3.580057801286702,FMR,Capellini.2010
Macropus_eugenii,Diprotodontia,Macropodidae,3.6414741105040997,3.060697840353612,FMR,Capellini.2010
Macropus_giganteus,Diprotodontia,Macropodidae,4.642464520242122,3.9122220565324155,FMR,Capellini.2010
Macropus_robustus,Diprotodontia,Macropodidae,4.110993517377995,3.196452541703389,FMR,Capellini.2010
Petrogale_xanthopus,Diprotodontia,Macropodidae,3.949390006644913,3.3443922736851106,FMR,Capellini.2010
Potorous_tridactylus,Diprotodontia,Potoroidae,2.921686475483602,2.7134905430939424,FMR,Capellini.2010
Pseudochirulus_herbertensis,Diprotodontia,Pseudocheiridae,3.0425755124401905,2.649334858712142,FMR,Capellini.2010
Pseudocheirus_peregrinus,Diprotodontia,Pseudocheiridae,2.930949031167523,2.7774268223893115,FMR,Capellini.2010
Setonix_brachyurus,Diprotodontia,Macropodidae,3.278753600952829,2.738780558484369,FMR,Capellini.2010
Trichosurus_vulpecula,Diprotodontia,Phalangeridae,3.0425755124401905,2.510545010206612,FMR,Capellini.2010
Isoodon_auratus,Peramelemorphia,Peramelidae,2.5538830266438746,2.3242824552976926,FMR,Capellini.2010
Isoodon_obesulus,Peramelemorphia,Peramelidae,3.090610707828407,2.838849090737255,FMR,Capellini.2010
Macrotis_lagotis,Peramelemorphia,Thylacomyidae,2.948412965778601,2.774224904868919,FMR,Capellini.2010
Mus_musculus,Rodentia,Muridae,1.1789769472931695,1.6730209071288962,FMR,Nagy.1999
Sminthopsis_crassicaudata,Dasyuromorphia,Dasyuridae,1.2201080880400552,1.8363241157067516,FMR,Nagy.1999
Eremitalpa_granti,Afrosoricida,Chrysochloridae,1.3159703454569178,1.0969100130080565,FMR,Nagy.1999
Antechinus_stuartii,Dasyuromorphia,Dasyuridae,1.5185139398778875,1.9365137424788934,FMR,Nagy.1999
Lemmus_trimucronatus,Rodentia,Cricetidae,1.741939077729199,2.303196057420489,FMR,Nagy.1999
Antechinus_swainsonii,Dasyuromorphia,Dasyuridae,1.7965743332104296,2.1760912590556813,FMR,Nagy.1999
Isoodon_auratus,Peramelemorphia,Peramelidae,2.5224442335063197,2.45484486000851,FMR,Nagy.1999
Pseudocheirus_peregrinus,Diprotodontia,Pseudocheiridae,3,2.788875115775417,FMR,Nagy.1999
Vulpes_macrotis,Carnivora,Canidae,3.1702617153949575,3.0718820073061255,FMR,Nagy.1999
Equus_ferus,Perissodactyla,Equidae,5.047598033592822,4.567696709941864,FMR,Brinkmann.2014
Equus_ferus,Perissodactyla,Equidae,5.097083696066521,4.7173375827238635,FMR,Brinkmann.2014
Equus_ferus,Perissodactyla,Equidae,5.116145977692918,4.801767185164165,FMR,Brinkmann.2014
Equus_ferus,Perissodactyla,Equidae,5.180191846197317,4.87437163556421,FMR,Brinkmann.2014
Equus_ferus,Perissodactyla,Equidae,5.219089179554198,4.93444794894897,FMR,Brinkmann.2014
Equus_ferus,Perissodactyla,Equidae,5.245986185377218,4.841159173215329,FMR,Brinkmann.2014
Equus_ferus,Perissodactyla,Equidae,5.163551945022525,4.265124553159181,FMR,Brinkmann.2014
Equus_ferus,Perissodactyla,Equidae,5.239817319887045,4.457685133412637,FMR,Brinkmann.2014
Equus_ferus,Perissodactyla,Equidae,5.290637750327556,4.554743483964182,FMR,Brinkmann.2014
Equus_ferus,Perissodactyla,Equidae,5.292949059871657,4.399587200018075,FMR,Brinkmann.2014
Equus_ferus,Perissodactyla,Equidae,5.055634397861824,4.208387603795154,FMR,Brinkmann.2014
Ailuropoda_melanoleuca,Carnivora,Ursidae,4.8512583487190755,3.6546577546495245,FMR,Nie.2015
Ailuropoda_melanoleuca,Carnivora,Ursidae,4.903089986991944,3.743352951409556,FMR,Nie.2015
Ailuropoda_melanoleuca,Carnivora,Ursidae,5.103803720955957,3.9387698227831174,FMR,Nie.2015
Choloepus_hoffmanni,Pilosa,Megalonychidae,3.7730546933642626,2.887617300335736,FMR,Pauli.2016
Choloepus_hoffmanni,Pilosa,Megalonychidae,3.6532125137753435,2.7701152947871015,FMR,Pauli.2016
Choloepus_hoffmanni,Pilosa,Megalonychidae,3.806179973983887,3.0511525224473814,FMR,Pauli.2016
Choloepus_hoffmanni,Pilosa,Megalonychidae,3.8195439355418688,2.9283958522567137,FMR,Pauli.2016
Choloepus_hoffmanni,Pilosa,Megalonychidae,3.8095597146352675,2.998259338423699,FMR,Pauli.2016
Choloepus_hoffmanni,Pilosa,Megalonychidae,3.745855195173729,3.056142262059052,FMR,Pauli.2016
Bradypus_variegatus,Pilosa,Bradypodidae,3.5705429398818973,2.5705429398818973,FMR,Pauli.2016
Bradypus_variegatus,Pilosa,Bradypodidae,3.611723308007342,2.330413773349191,FMR,Pauli.2016
Bradypus_variegatus,Pilosa,Bradypodidae,3.509202522331103,2.711807229041191,FMR,Pauli.2016
Bos_primigenius,Cetartiodactyla,Bovidae,5.83695673705955,4.789039535161205,FMR,Brosh.2002
Bos_primigenius,Cetartiodactyla,Bovidae,5.745855195173729,4.691553781763813,FMR,Brosh.2002
Bos_primigenius,Cetartiodactyla,Bovidae,5.423832617650605,4.594028770031608,FMR,Aharoni.2009
Macropus_rufus,Diprotodontia,Macropodidae,4.418301291319746,3.680154141734373,FMR,Munn.2013
Antilocapra_americana,Cetartiodactyla,Antilocapridae,4.577491799837225,3.6524283817526033,BMR,WhiteSeymore.2003
Connochaetes_taurinus,Cetartiodactyla,Bovidae,5.293362554711446,4.298445393549229,BMR,WhiteSeymore.2003
Ovis_canadensis,Cetartiodactyla,Bovidae,4.839635144312755,3.964593563580482,BMR,WhiteSeymore.2003
Alces_alces,Cetartiodactyla,Cervidae,5.511883360978874,4.394229301842517,BMR,WhiteSeymore.2003
Capreolus_capreolus,Cetartiodactyla,Cervidae,4.332438459915605,3.602602163503463,BMR,WhiteSeymore.2003
Odocoileus_virginianus,Cetartiodactyla,Cervidae,4.7678086728873765,4.091498295773762,BMR,WhiteSeymore.2003
Pecari_tajacu,Cetartiodactyla,Tayassuidae,4.311753861055754,3.4572575345951115,BMR,WhiteSeymore.2003
Vulpes_lagopus,Carnivora,Canidae,3.5563025007672873,2.821092408363933,BMR,WhiteSeymore.2003
Canis_latrans,Carnivora,Canidae,4,3.1123733420735693,BMR,WhiteSeymore.2003
Canis_mesomelas,Carnivora,Canidae,3.887617300335736,3.2696929803121564,BMR,WhiteSeymore.2003
Cerdocyon_thous,Carnivora,Canidae,3.735918116531297,2.866090642643983,BMR,WhiteSeymore.2003
Vulpes_zerda,Carnivora,Canidae,3.084576277934331,2.448774230399415,BMR,WhiteSeymore.2003
Vulpes_macrotis,Carnivora,Canidae,3.2477278329097232,2.6310292954721275,BMR,WhiteSeymore.2003
Vulpes_vulpes,Carnivora,Canidae,3.6473829701146196,3.070851335249265,BMR,WhiteSeymore.2003
Acinonyx_jubatus,Carnivora,Felidae,4.578639209968072,3.636478726367097,BMR,WhiteSeymore.2003
Puma_concolor,Carnivora,Felidae,4.570542939881897,3.629656186210256,BMR,WhiteSeymore.2003
Leopardus_pardalis,Carnivora,Felidae,4.021189299069938,3.1780946493235693,BMR,WhiteSeymore.2003
Lynx_rufus,Carnivora,Felidae,3.9731278535996988,3.3084181266020747,BMR,WhiteSeymore.2003
Leptailurus_serval,Carnivora,Felidae,4.004321373782642,3.1796201943381464,BMR,WhiteSeymore.2003
Leopardus_wiedii,Carnivora,Felidae,3.5563025007672873,2.6548452665281794,BMR,WhiteSeymore.2003
Herpailurus_yagouaroundi,Carnivora,Felidae,3.9242792860618816,2.9229054940875,BMR,WhiteSeymore.2003
Panthera_leo,Carnivora,Felidae,4.991226075692495,3.9123778544616914,BMR,WhiteSeymore.2003
Panthera_onca,Carnivora,Felidae,4.702430536445525,3.7318969494888106,BMR,WhiteSeymore.2003
Panthera_tigris,Carnivora,Felidae,5.139564266175849,4.063226429908841,BMR,WhiteSeymore.2003
Herpestes_sanguineus,Carnivora,Herpestidae,2.7323937598229686,2.2958895323601367,BMR,WhiteSeymore.2003
Herpestes_javanicus,Carnivora,Herpestidae,2.786041210242554,2.288410721781511,BMR,WhiteSeymore.2003
Suricata_suricatta,Carnivora,Herpestidae,2.929418925714293,2.174467369474674,BMR,WhiteSeymore.2003
Hyaena_hyaena,Carnivora,Hyaenidae,4.535294120042771,3.4411086849402004,BMR,WhiteSeymore.2003
Proteles_cristata,Carnivora,Hyaenidae,3.90848501887865,3.0243422988790933,BMR,WhiteSeymore.2003
Eira_barbara,Carnivora,Mustelidae,3.469822015978163,2.7698213395852838,BMR,WhiteSeymore.2003
Gulo_gulo,Carnivora,Mustelidae,4.103803720955957,3.4385231384513375,BMR,WhiteSeymore.2003
Lutra_lutra,Carnivora,Mustelidae,4,3.3363181894157448,BMR,WhiteSeymore.2003
Martes_americana,Carnivora,Mustelidae,2.9542425094393248,2.4576226413689506,BMR,WhiteSeymore.2003
Martes_martes,Carnivora,Mustelidae,2.963787827345555,2.5386248313082014,BMR,WhiteSeymore.2003
Meles_meles,Carnivora,Mustelidae,4.04336227802113,3.1579044944410324,BMR,WhiteSeymore.2003
Mustela_erminea,Carnivora,Mustelidae,1.8750612633917,1.9005896198543073,BMR,WhiteSeymore.2003
Mustela_frenata,Carnivora,Mustelidae,2.3521825181113627,2.0651227182152696,BMR,WhiteSeymore.2003
Neovison_vison,Carnivora,Mustelidae,2.8195439355418688,2.3715254976431117,BMR,WhiteSeymore.2003
Spilogale_putorius,Carnivora,Mephitidae,2.795184589682424,2.160226930360064,BMR,WhiteSeymore.2003
Taxidea_taxus,Carnivora,Mustelidae,3.9542425094393248,3.1144694397993886,BMR,WhiteSeymore.2003
Ailurus_fulgens,Carnivora,Ailuridae,3.7589118923979736,2.626600191546504,BMR,WhiteSeymore.2003
Bassariscus_sumichrasti,Carnivora,Procyonidae,3.1072099696478683,2.485194933522134,BMR,WhiteSeymore.2003
Nasua_narica,Carnivora,Procyonidae,3.5646660642520893,2.7648129457377504,BMR,WhiteSeymore.2003
Nasua_nasua,Carnivora,Procyonidae,3.6020599913279625,2.6796173477945797,BMR,WhiteSeymore.2003
Potos_flavus,Carnivora,Procyonidae,3.369772288596963,2.58401874337807,BMR,WhiteSeymore.2003
Procyon_cancrivorus,Carnivora,Procyonidae,3.0644579892269186,2.3496236561952815,BMR,WhiteSeymore.2003
