(Intercept),log10BM,MR.typeFMR,log10BM:MR.typeFMR,random.effect,tree,chain
0.14712803642032668,0.7354298473910603,0.555950116875465,-0.0344838603050448,0.049981018437652514,14,1
0.21036456913134316,0.7504510736325756,0.6067077777406666,-0.04720034355705138,-0.05256586155129533,14,1
-0.21568355295312358,0.7395786423003301,0.5867694737680722,-0.044968193640670506,0.37467787322637586,14,2
0.1960717807232868,0.727928300453641,0.5999643237737473,-0.042555958818411455,0.049981018437652514,14,2
-0.20029903030808782,0.7494962394266622,0.6191123377648182,-0.05392242352490939,-0.05256586155129533,14,2
0.05981931561109377,0.745153135034343,0.6097796936737723,-0.05502036154121015,0.37467787322637586,14,3
-0.04084848306956701,0.7189691472885897,0.564927230894682,-0.033459068508818746,0.049981018437652514,14,3
0.039796048344214796,0.7368052758774866,0.5894442962817266,-0.046245922945672646,-0.05256586155129533,14,3
0.03481606286368333,0.7358899254832068,0.6156568143996992,-0.04912885582598392,0.15618178069856428,13,1
0.21481774539279286,0.722430817084387,0.6083449460493284,-0.047456044936552644,0.00519462892210131,13,1
0.22518967915311805,0.7362103465129621,0.6021025615918916,-0.04825716788764112,-0.034160056733473575,13,1
0.4789301774580963,0.7333762376947561,0.5948598180839326,-0.04890366637846455,0.15618178069856428,13,2
-0.08048377075465396,0.7387789685599273,0.5663280747830868,-0.03389952229917981,0.00519462892210131,13,2
0.324024719564477,0.7248587518988643,0.5850531000905903,-0.04675904010946397,-0.034160056733473575,13,2
-0.17361336370231584,0.7373945417202776,0.6023980363243027,-0.04811883105139714,0.15618178069856428,13,3
0.23550002933916403,0.727946154132951,0.6184785717487102,-0.05421237389964517,0.00519462892210131,13,3
0.0200881538039539,0.7248077873955481,0.5980707712951698,-0.05155515771184582,-0.034160056733473575,13,3
0.2931654251406144,0.7495248694904149,0.6045227588692796,-0.045015014125965536,-0.13580971204005174,15,1
-0.04989151765767019,0.7261637015726592,0.6158940382738365,-0.04870120726263849,0.25100237682042076,15,1
-0.05935236586265091,0.7270461480511585,0.6007468078605598,-0.04771321819862351,0.26867415132181477,15,1
0.1529630601980898,0.7381755416863598,0.6016360699140932,-0.05108580492378678,-0.13580971204005174,15,2
0.11744001304032281,0.7414932949905051,0.5971491237105511,-0.041512808413244784,0.25100237682042076,15,2
0.23180695305927657,0.7448910132079618,0.6022316396993119,-0.04526972990242939,0.26867415132181477,15,2
-0.048740641272161156,0.7184017229446908,0.5995877021196065,-0.04185913260153029,-0.13580971204005174,15,3
0.2729436683939639,0.7355672455887543,0.604091611225158,-0.046996900404337794,0.25100237682042076,15,3
0.11293546538217925,0.7365830853814259,0.5980702533415752,-0.0430361157268635,0.26867415132181477,15,3
-0.03365059339103027,0.7242452749924269,0.5881981954880757,-0.04140032576106023,0.24030159621891597,16,1
0.029341214165469864,0.7230884310993133,0.5859716759587172,-0.04251263866899535,0.1974708604107029,16,1
0.1685711012687534,0.7446860700729303,0.591502854547798,-0.044332617879263125,-0.005272378048066157,16,1
-0.21436658235325012,0.7380514392425539,0.5927415778642171,-0.04733430573833175,0.24030159621891597,16,2
0.20712313293188345,0.7281323072629675,0.6363387687069917,-0.05244048224994913,0.1974708604107029,16,2
-0.1652722784638172,0.7499793073511682,0.6058856580057181,-0.04646673738898244,-0.005272378048066157,16,2
-0.03397921196301468,0.7504539795045275,0.6077039917436196,-0.04693769003279158,0.24030159621891597,16,3
0.004128355751163326,0.7365933186665643,0.5502065082982881,-0.03007932537366287,0.1974708604107029,16,3
0.07170827176219063,0.7501830419641919,0.6447337909921771,-0.06048842068412341,-0.005272378048066157,16,3
-0.2624565655751212,0.7335100705167861,0.6152362738212105,-0.050817275361623615,0.4648944013939455,17,1
-0.053210081183351576,0.7383037859253818,0.5870528672530781,-0.04384158938773908,0.2417300299018386,17,1
-0.14009359603369376,0.7449368866509758,0.5777644866757328,-0.044696502860460896,0.29998596915137826,17,1
0.3128956783184549,0.7220654537286464,0.6068862558458932,-0.0496966308564879,0.4648944013939455,17,2
-0.09632067783968523,0.731144988531014,0.6092794021715235,-0.04672407856560312,0.2417300299018386,17,2
0.02000213912106119,0.7367252553522121,0.631511260267871,-0.057804950047284365,0.29998596915137826,17,2
0.24677037008223124,0.7299501325469464,0.5633181272496586,-0.037450758449267596,0.4648944013939455,17,3
