Binomial.1.2,Order.1.2,Family.1.2,log10BMR,log10BM,BMR.source
Abrothrix_olivaceus,Rodentia,Cricetidae,1.3768326245640479,1.4313637641589874,WhiteSeymore.2003
Myodes_glareolus,Rodentia,Cricetidae,1.4851949335221337,1.3692158574101427,WhiteSeymore.2003
Myodes_rufocanus,Rodentia,Cricetidae,1.4568921206215946,1.4313637641589874,WhiteSeymore.2003
Myodes_rutilus,Rodentia,Cricetidae,1.5695964008128829,1.4471580313422192,WhiteSeymore.2003
Myodes_californicus,Rodentia,Cricetidae,1.4691468858829553,1.2624510897304295,WhiteSeymore.2003
Myodes_gapperi,Rodentia,Cricetidae,1.375952594917631,1.3483048630481607,WhiteSeymore.2003
Conilurus_penicillatus,Rodentia,Muridae,1.8944932285772598,2.3287872003545345,WhiteSeymore.2003
Cricetomys_gambianus,Rodentia,Nesomyidae,2.7402771171876674,3.271841606536499,WhiteSeymore.2003
Cricetulus_migratorius,Rodentia,Cricetidae,1.3255701958825223,1.4871383754771865,WhiteSeymore.2003
Cricetus_cricetus,Rodentia,Cricetidae,2.0480317094303766,2.558708570533166,WhiteSeymore.2003
Desmodillus_auricularis,Rodentia,Muridae,1.6266001915465036,1.8569100603007862,WhiteSeymore.2003
Dicrostonyx_groenlandicus,Rodentia,Cricetidae,1.6778626202280291,1.775391971696612,WhiteSeymore.2003
Eligmodontia_typus,Rodentia,Cricetidae,1.1587768639648306,1.2430380486862944,WhiteSeymore.2003
Euneomys_chinchilloides,Rodentia,Cricetidae,1.6094481222660562,1.8155777483242672,WhiteSeymore.2003
Gerbillurus_paeba,Rodentia,Muridae,1.224684919586982,1.530199698203082,WhiteSeymore.2003
Gerbillurus_setzeri,Rodentia,Muridae,1.251307399707396,1.6637009253896482,WhiteSeymore.2003
Gerbillurus_tytonis,Rodentia,Muridae,1.1841649378581527,1.4756711883244296,WhiteSeymore.2003
Gerbillurus_vallinus,Rodentia,Muridae,1.224684919586982,1.5888317255942073,WhiteSeymore.2003
Gerbillus_andersoni,Rodentia,Muridae,1.2719374012346083,1.5477747053878226,WhiteSeymore.2003
Gerbillus_dasyurus,Rodentia,Muridae,1.1499732959945106,1.4409090820652177,WhiteSeymore.2003
Gerbillus_gerbillus,Rodentia,Muridae,1.3114946056907126,1.4727564493172123,WhiteSeymore.2003
Gerbillus_nanus,Rodentia,Muridae,1.0294586500910397,1.4533183400470377,WhiteSeymore.2003
Gerbillus_perpallidus,Rodentia,Muridae,1.3215949325950385,1.7193312869837267,WhiteSeymore.2003
Gerbillus_pusillus,Rodentia,Muridae,0.8134394441354071,1.100370545117563,WhiteSeymore.2003
Gerbillus_pyramidum,Rodentia,Muridae,1.5937300805296022,2.0354297381845483,WhiteSeymore.2003
Graomys_griseoflavus,Rodentia,Cricetidae,1.6073849617022828,1.841359470454855,WhiteSeymore.2003
Hydromys_chrysogaster,Rodentia,Muridae,2.4059862863273405,2.9542425094393248,WhiteSeymore.2003
Isthmomys_pirrensis,Rodentia,Cricetidae,1.7673243623796397,2.13956426617585,WhiteSeymore.2003
Lemmiscus_curtatus,Rodentia,Cricetidae,1.3846736606963284,1.481442628502305,WhiteSeymore.2003
Lemmus_lemmus,Rodentia,Cricetidae,1.9664069043439507,1.9030899869919435,WhiteSeymore.2003
Lemmus_sibiricus,Rodentia,Cricetidae,1.638312213182343,1.7007037171450194,WhiteSeymore.2003
Lemniscomys_griselda,Rodentia,Muridae,1.443528159063613,1.6766936096248666,WhiteSeymore.2003
Lemniscomys_rosalia,Rodentia,Muridae,1.4719807914158178,1.7035492982382305,WhiteSeymore.2003
Malacothrix_typica,Rodentia,Nesomyidae,0.9969728960095545,1.3364597338485296,WhiteSeymore.2003
Auliscomys_boliviensis,Rodentia,Cricetidae,1.7268608026090806,1.885361220031512,WhiteSeymore.2003
Mastomys_natalensis,Rodentia,Muridae,1.19897951935208,1.6180480967120927,WhiteSeymore.2003
Megadontomys_thomasi,Rodentia,Cricetidae,1.776877457139131,2.044539760392411,WhiteSeymore.2003
Meriones_hurrianae,Rodentia,Muridae,1.4195021779170436,1.8388490907372552,WhiteSeymore.2003
Meriones_tristrami,Rodentia,Muridae,1.6769825905816123,2.0492180226701815,WhiteSeymore.2003
Meriones_unguiculatus,Rodentia,Muridae,1.570160053691358,1.8260748027008264,WhiteSeymore.2003
Mesocricetus_auratus,Rodentia,Cricetidae,1.850423010388577,1.9912260756924949,WhiteSeymore.2003
Micromys_minutus,Rodentia,Muridae,1.0073881309380937,0.8674674878590515,WhiteSeymore.2003
Microtus_agrestis,Rodentia,Cricetidae,1.4865627912888149,1.4471580313422192,WhiteSeymore.2003
Microtus_arvalis,Rodentia,Cricetidae,1.475497365138655,1.3010299956639813,WhiteSeymore.2003
Lasiopodomys_brandtii,Rodentia,Cricetidae,1.5684668956719132,1.60422605308447,WhiteSeymore.2003
Microtus_breweri,Rodentia,Cricetidae,1.5511620374634425,1.725094521081469,WhiteSeymore.2003
Microtus_californicus,Rodentia,Cricetidae,1.51689005029688,1.6434526764861874,WhiteSeymore.2003
Microtus_guentheri,Rodentia,Cricetidae,1.5872800439245647,1.6414741105040995,WhiteSeymore.2003
Microtus_longicaudus,Rodentia,Cricetidae,1.5124094484714259,1.4563660331290431,WhiteSeymore.2003
Microtus_mexicanus,Rodentia,Cricetidae,1.3542785183554842,1.4593924877592308,WhiteSeymore.2003
Microtus_montanus,Rodentia,Cricetidae,1.6037506770471885,1.545307116465824,WhiteSeymore.2003
Microtus_ochrogaster,Rodentia,Cricetidae,1.5812821591380775,1.6693168805661123,WhiteSeymore.2003
Microtus_oeconomus,Rodentia,Cricetidae,1.6869968418773114,1.5276299008713388,WhiteSeymore.2003
Microtus_pennsylvanicus,Rodentia,Cricetidae,1.5587456126445693,1.5899496013257077,WhiteSeymore.2003
Microtus_pinetorum,Rodentia,Cricetidae,1.4495185227528007,1.4065401804339552,WhiteSeymore.2003
Microtus_richardsoni,Rodentia,Cricetidae,1.7903156452882694,1.817234730425498,WhiteSeymore.2003
Microtus_subterraneus,Rodentia,Cricetidae,1.3777108745739697,1.250420002308894,WhiteSeymore.2003
Microtus_townsendii,Rodentia,Cricetidae,1.6392741061157643,1.717670503002262,WhiteSeymore.2003
Microtus_xanthognathus,Rodentia,Cricetidae,1.6769825905816123,1.8356905714924256,WhiteSeymore.2003
Millardia_meltada,Rodentia,Muridae,1.4510032916584916,1.8286598965353198,WhiteSeymore.2003
Mus_minutoides,Rodentia,Muridae,1.063316917352007,0.9063350418050907,WhiteSeymore.2003
Mus_spretus,Rodentia,Muridae,1.474796324660519,1.3384564936046048,WhiteSeymore.2003
Myopus_schisticolor,Rodentia,Cricetidae,1.6539172865129188,1.421603926869831,WhiteSeymore.2003
Mystromys_albicaudatus,Rodentia,Nesomyidae,1.786224929186115,1.9721102284028305,WhiteSeymore.2003
Spalax_ehrenbergi,Rodentia,Spalacidae,1.7575563945949921,2.1398790864012365,WhiteSeymore.2003
Spalax_ehrenbergi,Rodentia,Spalacidae,1.690853453641141,2.1271047983648077,WhiteSeymore.2003
Spalax_ehrenbergi,Rodentia,Spalacidae,1.6011360124252811,2.1271047983648077,WhiteSeymore.2003
Spalax_leucodon,Rodentia,Spalacidae,1.8554166441623554,2.303196057420489,WhiteSeymore.2003
Neofiber_alleni,Rodentia,Cricetidae,2.0191649535067504,2.411788004543869,WhiteSeymore.2003
Neotoma_albigula,Rodentia,Cricetidae,1.8118279599788278,2.2624510897304293,WhiteSeymore.2003
Neotoma_cinerea,Rodentia,Cricetidae,1.9099632459291247,2.3119656603683665,WhiteSeymore.2003
Neotoma_fuscipes,Rodentia,Cricetidae,1.8524861709523508,2.271841606536499,WhiteSeymore.2003
Neotoma_lepida,Rodentia,Cricetidae,1.6221254520890676,2.041392685158225,WhiteSeymore.2003
Notomys_alexis,Rodentia,Muridae,1.3382441104517833,1.5092025223311027,WhiteSeymore.2003
Notomys_cervinus,Rodentia,Muridae,1.3032417306141586,1.534026106056135,WhiteSeymore.2003
Ochrotomys_nuttalli,Rodentia,Cricetidae,1.1160749665148069,1.290034611362518,WhiteSeymore.2003
Oligoryzomys_longicaudatus,Rodentia,Cricetidae,1.3906758517383373,1.4502491083193612,WhiteSeymore.2003
Ondatra_zibethicus,Rodentia,Cricetidae,2.4912491014018925,3.0019931738235304,WhiteSeymore.2003
Onychomys_torridus,Rodentia,Cricetidae,1.1543973866993396,1.2810333672477277,WhiteSeymore.2003
Otomys_irroratus,Rodentia,Muridae,1.6120133658843538,2.0086001717619175,WhiteSeymore.2003
Otomys_sloggetti,Rodentia,Muridae,1.8092370829023852,2.054191576796432,WhiteSeymore.2003
Otomys_unisulcatus,Rodentia,Muridae,1.7108628803309547,1.9822712330395684,WhiteSeymore.2003
Oxymycterus_roberti,Rodentia,Cricetidae,1.6421470679614947,1.921686475483602,WhiteSeymore.2003
Parotomys_brantsii,Rodentia,Muridae,1.6068676364691012,1.9370161074648142,WhiteSeymore.2003
Peromyscus_boylii,Rodentia,Cricetidae,1.417905505229248,1.3654879848908996,WhiteSeymore.2003
Peromyscus_californicus,Rodentia,Cricetidae,1.4024369626241278,1.677606952720493,WhiteSeymore.2003
Peromyscus_californicus,Rodentia,Cricetidae,1.3411170722975134,1.6580113966571124,WhiteSeymore.2003
Peromyscus_californicus,Rodentia,Cricetidae,1.4465336692033384,1.6954816764901974,WhiteSeymore.2003
Peromyscus_crinitus,Rodentia,Cricetidae,1.0827793971214392,1.2013971243204515,WhiteSeymore.2003
Peromyscus_eremicus,Rodentia,Cricetidae,1.20293366941612,1.3324384599156054,WhiteSeymore.2003
Peromyscus_gossypinus,Rodentia,Cricetidae,1.251307399707396,1.3324384599156054,WhiteSeymore.2003
Peromyscus_leucopus,Rodentia,Cricetidae,1.2042437593444373,1.3010299956639813,WhiteSeymore.2003
Peromyscus_leucopus,Rodentia,Cricetidae,1.4405017044334252,1.414973347970818,WhiteSeymore.2003
Peromyscus_maniculatus,Rodentia,Cricetidae,1.2501320417994615,1.3579348470004537,WhiteSeymore.2003
Peromyscus_maniculatus,Rodentia,Cricetidae,1.3468066010300492,1.3653007486379873,WhiteSeymore.2003
Peromyscus_maniculatus,Rodentia,Cricetidae,1.2829887477140889,1.2907022432878543,WhiteSeymore.2003
Peromyscus_maniculatus,Rodentia,Cricetidae,1.2571369433681199,1.3092041796704075,WhiteSeymore.2003
Peromyscus_megalops,Rodentia,Cricetidae,1.6407129627004964,1.8208579894397,WhiteSeymore.2003
Peromyscus_keeni,Rodentia,Cricetidae,1.3215949325950385,1.3905818785504354,WhiteSeymore.2003
Peromyscus_polionotus,Rodentia,Cricetidae,1.0155441355560064,1.0791812460476249,WhiteSeymore.2003
Peromyscus_keeni,Rodentia,Cricetidae,1.3524225562065133,1.4517864355242902,WhiteSeymore.2003
Peromyscus_truei,Rodentia,Cricetidae,1.4796800088508306,1.5224442335063197,WhiteSeymore.2003
Peromyscus_truei,Rodentia,Cricetidae,1.3889693879243203,1.5211380837040362,WhiteSeymore.2003
Phenacomys_intermedius,Rodentia,Cricetidae,1.5111207398643778,1.3324384599156054,WhiteSeymore.2003
Phodopus_sungorus,Rodentia,Cricetidae,1.294828983647743,1.4099331233312946,WhiteSeymore.2003
Phyllotis_darwini,Rodentia,Cricetidae,1.5006710452001821,1.6901960800285136,WhiteSeymore.2003
Phyllotis_darwini,Rodentia,Cricetidae,1.5368038874165755,1.7708520116421442,WhiteSeymore.2003
Phyllotis_darwini,Rodentia,Cricetidae,1.340161528497505,1.5563025007672873,WhiteSeymore.2003
Phyllotis_magister,Rodentia,Cricetidae,1.5219547663776563,1.797959643737196,WhiteSeymore.2003
Phyllotis_xanthopygus,Rodentia,Cricetidae,1.4366887345333077,1.7403626894942439,WhiteSeymore.2003
Podomys_floridanus,Rodentia,Cricetidae,1.3965962187343435,1.4885507165004443,WhiteSeymore.2003
Pseudomys_gracilicaudatus,Rodentia,Muridae,1.6063496942706774,1.9020028913507294,WhiteSeymore.2003
Pseudomys_hermannsburgensis,Rodentia,Muridae,1.05046159666642,1.0863598306747482,WhiteSeymore.2003
Rattus_colletti,Rodentia,Muridae,1.773010787079799,2.219322508419337,WhiteSeymore.2003
Rattus_fuscipes,Rodentia,Muridae,1.6094481222660562,1.8808135922807914,WhiteSeymore.2003
Rattus_lutreolus,Rodentia,Muridae,1.4838227539227862,2.037426497940624,WhiteSeymore.2003
Rattus_sordidus,Rodentia,Muridae,1.7108628803309547,2.271841606536499,WhiteSeymore.2003
Rattus_villosissimus,Rodentia,Muridae,1.846863199622357,2.398981066658131,WhiteSeymore.2003
Reithrodon_auritus,Rodentia,Cricetidae,1.5684668956719132,1.8959747323590646,WhiteSeymore.2003
Reithrodontomys_megalotis,Rodentia,Cricetidae,1.0352881937517635,0.9542425094393249,WhiteSeymore.2003
Rhabdomys_pumilio,Rodentia,Muridae,1.1896107080452731,1.5976951859255124,WhiteSeymore.2003
Saccostomus_campestris,Rodentia,Nesomyidae,1.394912904681592,1.787460474518415,WhiteSeymore.2003
Scotinomys_teguina,Rodentia,Cricetidae,1.177260269658844,1.0791812460476249,WhiteSeymore.2003
Scotinomys_xerampelinus,Rodentia,Cricetidae,1.186896358697582,1.1818435879447726,WhiteSeymore.2003
Sekeetamys_calurus,Rodentia,Muridae,1.3304886457550211,1.7551122663950711,WhiteSeymore.2003
Sigmodon_alleni,Rodentia,Cricetidae,1.9912430542784396,2.139249217571607,WhiteSeymore.2003
Sigmodon_fulviventer,Rodentia,Cricetidae,1.999914427693423,2.139249217571607,WhiteSeymore.2003
Sigmodon_hispidus,Rodentia,Cricetidae,2.0455881503915756,2.1439511164239633,WhiteSeymore.2003
Sigmodon_leucotis,Rodentia,Cricetidae,1.9537845117851076,2.109240968588203,WhiteSeymore.2003
Sigmodon_ochrognathus,Rodentia,Cricetidae,1.871190049355339,2.0610753236297916,WhiteSeymore.2003
Steatomys_pratensis,Rodentia,Nesomyidae,0.957263524904081,1.5744942682853276,WhiteSeymore.2003
Stochomys_longicaudatus,Rodentia,Muridae,1.6721102913389378,1.9253120914996495,WhiteSeymore.2003
Tachyoryctes_splendens,Rodentia,Spalacidae,1.861794915415991,2.2810333672477277,WhiteSeymore.2003
Gerbilliscus_afra,Rodentia,Muridae,1.943415621435321,2.0273496077747564,WhiteSeymore.2003
Tatera_indica,Rodentia,Muridae,1.5622015551404738,1.9395192526186185,WhiteSeymore.2003
Gerbilliscus_leucogaster,Rodentia,Muridae,1.8056491997091555,2.197611323169714,WhiteSeymore.2003
Thallomys_paedulcus,Rodentia,Muridae,1.6241199193459708,2.121887985103681,WhiteSeymore.2003
Uromys_caudimaculatus,Rodentia,Muridae,2.43958964008301,2.9095560292411755,WhiteSeymore.2003
Glis_glis,Rodentia,Gliridae,1.881762762594824,2.3010299956639813,WhiteSeymore.2003
Muscardinus_avellanarius,Rodentia,Gliridae,1.4824462250939827,1.3710678622717363,WhiteSeymore.2003
Graphiurus_ocularis,Rodentia,Gliridae,1.5052737550084185,1.8312296938670634,WhiteSeymore.2003
Aconaemys_fuscus,Rodentia,Octodontidae,1.7658910459568513,2.0492180226701815,WhiteSeymore.2003
Octodon_bridgesi,Rodentia,Octodontidae,1.9462681406026177,2.245759355967277,WhiteSeymore.2003
Octodon_degus,Rodentia,Octodontidae,1.91406523138897,2.285557309007774,WhiteSeymore.2003
Octodon_lunatus,Rodentia,Octodontidae,1.9173698000191906,2.2385478876813276,WhiteSeymore.2003
Octodontomys_gliroides,Rodentia,Octodontidae,1.7993812632209452,2.1818435879447726,WhiteSeymore.2003
Octomys_mimax,Rodentia,Octodontidae,1.7438035159940128,2.074084689028244,WhiteSeymore.2003
Spalacopus_cyanus,Rodentia,Octodontidae,1.7116769283329387,2.130333768495006,WhiteSeymore.2003
Tympanoctomys_barrerae,Rodentia,Octodontidae,1.570160053691358,1.8536982117761744,WhiteSeymore.2003
Pedetes_capensis,Rodentia,Pedetidae,2.5826526067312683,3.361727836017593,WhiteSeymore.2003
Ammospermophilus_leucurus,Rodentia,Sciuridae,1.6557712679065122,1.9809119377768436,WhiteSeymore.2003
Cynomys_ludovicianus,Rodentia,Sciuridae,2.3091379234694203,3.0462219372216364,WhiteSeymore.2003
Epixerus_ebii,Rodentia,Sciuridae,2.066022810727932,2.662757831681574,WhiteSeymore.2003
Funisciurus_congicus,Rodentia,Sciuridae,1.6631090472241474,2.050379756261458,WhiteSeymore.2003
Funisciurus_isabella,Rodentia,Sciuridae,1.6921314177273115,1.7781512503836436,WhiteSeymore.2003
Funisciurus_lemniscatus,Rodentia,Sciuridae,1.6354136853025263,1.9777236052888478,WhiteSeymore.2003
Funisciurus_pyrropus,Rodentia,Sciuridae,1.9415034797359099,2.387389826338729,WhiteSeymore.2003
Glaucomys_volans,Rodentia,Sciuridae,1.5124094484714259,1.807873132003332,WhiteSeymore.2003
Heliosciurus_rufobrachium,Rodentia,Sciuridae,1.8082615052209314,2.361727836017593,WhiteSeymore.2003
Marmota_flaviventris,Rodentia,Sciuridae,2.8723713445749497,3.632963168167261,WhiteSeymore.2003
Marmota_monax,Rodentia,Sciuridae,2.5042915582492467,3.423245873936808,WhiteSeymore.2003
Paraxerus_cepapi,Rodentia,Sciuridae,1.8453712899384227,2.3494717992143856,WhiteSeymore.2003
Paraxerus_palliatus,Rodentia,Sciuridae,2.098579843749637,2.564192460626198,WhiteSeymore.2003
Paraxerus_palliatus,Rodentia,Sciuridae,1.9263918217238472,2.3138672203691533,WhiteSeymore.2003
Sciurus_aberti,Rodentia,Sciuridae,2.31717970112787,2.795184589682424,WhiteSeymore.2003
Sciurus_carolinensis,Rodentia,Sciuridae,2.2508376381884703,2.6434526764861874,WhiteSeymore.2003
Urocitellus_armatus,Rodentia,Sciuridae,1.8510134856418812,2.505149978319906,WhiteSeymore.2003
Otospermophilus_beecheyi,Rodentia,Sciuridae,2.185259568511762,2.777861624176242,WhiteSeymore.2003
Urocitellus_beldingi,Rodentia,Sciuridae,1.7879340792940563,2.481442628502305,WhiteSeymore.2003
Spermophilus_citellus,Rodentia,Sciuridae,2.0410405226408552,2.380211241711606,WhiteSeymore.2003
Callospermophilus_lateralis,Rodentia,Sciuridae,1.8396548269721824,2.374748346010104,WhiteSeymore.2003
Xerospermophilus_mohavensis,Rodentia,Sciuridae,1.7354147752877245,2.380211241711606,WhiteSeymore.2003
Urocitellus_parryii,Rodentia,Sciuridae,2.3991090192752003,2.8129133566428557,WhiteSeymore.2003
Urocitellus_richardsonii,Rodentia,Sciuridae,1.8020314284661778,2.437750562820388,WhiteSeymore.2003
Callospermophilus_saturatus,Rodentia,Sciuridae,1.8910092060264527,2.401745082237063,WhiteSeymore.2003
Xerospermophilus_spilosoma,Rodentia,Sciuridae,1.6478365966940305,2.2405492482826,WhiteSeymore.2003
Xerospermophilus_tereticaudus,Rodentia,Sciuridae,1.6539172865129188,2.2227164711475833,WhiteSeymore.2003
Urocitellus_townsendii,Rodentia,Sciuridae,1.7055340468258875,2.359835482339888,WhiteSeymore.2003
Ictidomys_tridecemlineatus,Rodentia,Sciuridae,1.8304727834341874,2.3126004392612596,WhiteSeymore.2003
Urocitellus_undulatus,Rodentia,Sciuridae,2.5072966162929844,2.832508912706236,WhiteSeymore.2003
Neotamias_alpinus,Rodentia,Sciuridae,1.4442814887961324,1.591064607026499,WhiteSeymore.2003
Neotamias_amoenus,Rodentia,Sciuridae,1.6667319627649355,1.7566361082458481,WhiteSeymore.2003
Neotamias_merriami,Rodentia,Sciuridae,1.5796318931299564,1.8750612633917,WhiteSeymore.2003
Neotamias_minimus,Rodentia,Sciuridae,1.5446400864994392,1.6608654780038692,WhiteSeymore.2003
Neotamias_palmeri,Rodentia,Sciuridae,1.7365682805658562,1.841359470454855,WhiteSeymore.2003
Tamias_striatus,Rodentia,Sciuridae,1.637348185079726,1.941511432634403,WhiteSeymore.2003
Tamiasciurus_hudsonicus,Rodentia,Sciuridae,2.088964074958038,2.3585059114902354,WhiteSeymore.2003
Tamiasciurus_hudsonicus,Rodentia,Sciuridae,2.1925770277429497,2.305351369446624,WhiteSeymore.2003
Xerus_inauris,Rodentia,Sciuridae,2.196722749428276,2.733999286538387,WhiteSeymore.2003
Xerus_princeps,Rodentia,Sciuridae,2.2147123075731234,2.7795964912578244,WhiteSeymore.2003
Ptilocercus_lowii,Scandentia,Ptilocercidae,1.3215949325950385,1.7634279935629373,WhiteSeymore.2003
Tupaia_glis,Scandentia,Tupaiidae,1.6539172865129188,2.089905111439398,WhiteSeymore.2003
Urogale_everetti,Scandentia,Tupaiidae,2.0335475321754624,2.415974411376566,WhiteSeymore.2003
Orycteropus_afer,Tubulidentata,Orycteropodidae,3.4715568826638568,4.681241237375588,WhiteSeymore.2003
Bradypus_variegatus,Pilosa,Bradypodidae,2.519429791347153,3.578639209968072,WhiteSeymore.2003
Cabassous_centralis,Cingulata,CingulataFam,2.645475011310422,3.6364878963533656,WhiteSeymore.2003
Chaetophractus_vellerosus,Cingulata,CingulataFam,2.4305174835268244,3.3324384599156054,WhiteSeymore.2003
Chaetophractus_vellerosus,Cingulata,CingulataFam,2.1688271021219814,3.0453229787866576,WhiteSeymore.2003
Chaetophractus_villosus,Cingulata,CingulataFam,2.590517036414987,3.6570558528571038,WhiteSeymore.2003
Dasypus_novemcinctus,Cingulata,CingulataFam,2.620121783105215,3.545307116465824,WhiteSeymore.2003
Euphractus_sexcinctus,Cingulata,CingulataFam,2.775475375269522,3.9132839017604186,WhiteSeymore.2003
Priodontes_maximus,Cingulata,CingulataFam,3.1642615464684365,4.655042341331201,WhiteSeymore.2003
Tolypeutes_matacus,Cingulata,CingulataFam,2.0053249703743203,3.0644579892269186,WhiteSeymore.2003
Zaedyus_pichiy,Cingulata,CingulataFam,2.277498226015828,3.2405492482826,WhiteSeymore.2003
Choloepus_hoffmanni,Pilosa,Megalonychidae,2.4634229877805525,3.576341350205793,WhiteSeymore.2003
Cyclopes_didactylus,Pilosa,Cyclopedidae,1.7400105269768738,2.380211241711606,WhiteSeymore.2003
Myrmecophaga_tridactyla,Pilosa,Myrmecophagidae,3.09924670680873,4.48572142648158,WhiteSeymore.2003
Tamandua_mexicana,Pilosa,Myrmecophagidae,2.6796173477945797,3.59955559098598,WhiteSeymore.2003
Tamandua_tetradactyla,Pilosa,Myrmecophagidae,2.63686536737363,3.5440680443502757,WhiteSeymore.2003
Antechinomys_laniger,Dasyuromorphia,Dasyuridae,1.086226196816219,1.4116197059632303,WhiteSeymore.2003
Antechinomys_laniger,Dasyuromorphia,Dasyuridae,1.0578540216505048,1.3838153659804313,WhiteSeymore.2003
Antechinus_flavipes,Dasyuromorphia,Dasyuridae,1.3372822175183618,1.667452952889954,WhiteSeymore.2003
Antechinus_stuartii,Dasyuromorphia,Dasyuridae,1.2120223759180557,1.4502491083193612,WhiteSeymore.2003
Antechinus_swainsonii,Dasyuromorphia,Dasyuridae,1.4824462250939827,1.825426117767823,WhiteSeymore.2003
Dasycercus_cristicauda,Dasyuromorphia,Dasyuridae,1.3906758517383373,2.0043213737826426,WhiteSeymore.2003
Dasyuroides_byrnei,Dasyuromorphia,Dasyuridae,1.5386248313082012,1.9623693356700211,WhiteSeymore.2003
Dasyurus_geoffroii,Dasyuromorphia,Dasyuridae,2.4379889038925686,3.1316186643491255,WhiteSeymore.2003
Dasyurus_hallucatus,Dasyuromorphia,Dasyuridae,2.0687119492387134,2.7466341989375787,WhiteSeymore.2003
Dasyurus_maculatus,Dasyuromorphia,Dasyuridae,2.452556855042439,3.250907699700856,WhiteSeymore.2003
Dasyurus_viverrinus,Dasyuromorphia,Dasyuridae,2.2810201468429296,2.9921114877869495,WhiteSeymore.2003
Ningaui_yvonneae,Dasyuromorphia,Dasyuridae,0.8790053280496348,1.0644579892269184,WhiteSeymore.2003
Phascogale_tapoatafa,Dasyuromorphia,Dasyuridae,1.787592786952796,2.1958996524092336,WhiteSeymore.2003
Planigale_gilesi,Dasyuromorphia,Dasyuridae,0.5282037156546578,0.9590413923210935,WhiteSeymore.2003
Planigale_ingrami,Dasyuromorphia,Dasyuridae,0.7361841191238208,0.8512583487190752,WhiteSeymore.2003
Planigale_maculata,Dasyuromorphia,Dasyuridae,0.7622869216880259,1.0334237554869496,WhiteSeymore.2003
Planigale_tenuirostris,Dasyuromorphia,Dasyuridae,0.7361841191238208,0.8512583487190752,WhiteSeymore.2003
Pseudantechinus_macdonnellensis,Dasyuromorphia,Dasyuridae,1.1176745796745997,1.6344772701607315,WhiteSeymore.2003
Sarcophilus_harrisii,Dasyuromorphia,Dasyuridae,2.8054526418954797,3.761551988564182,WhiteSeymore.2003
Sminthopsis_crassicaudata,Dasyuromorphia,Dasyuridae,1.0827793971214392,1.2148438480476977,WhiteSeymore.2003
Sminthopsis_macroura,Dasyuromorphia,Dasyuridae,1.0352881937517635,1.2866809693549301,WhiteSeymore.2003
Sminthopsis_murina,Dasyuromorphia,Dasyuridae,1.0155441355560064,1.2787536009528289,WhiteSeymore.2003
Myrmecobius_fasciatus,Dasyuromorphia,Myrmecobiidae,1.8366156649412384,2.6020599913279625,WhiteSeymore.2003
Caluromys_derbianus,Didelphimorphia,Didelphidae,2.035288193751764,2.5171958979499744,WhiteSeymore.2003
Chironectes_minimus,Didelphimorphia,Didelphidae,2.3430218757102517,2.9708116108725178,WhiteSeymore.2003
Didelphis_marsupialis,Didelphimorphia,Didelphidae,2.4397417838862494,3.0663259253620376,WhiteSeymore.2003
Didelphis_virginiana,Didelphimorphia,Didelphidae,2.603229001931125,3.3958503760187813,WhiteSeymore.2003
Lutreolina_crassicaudata,Didelphimorphia,Didelphidae,2.2916317092175955,2.9095560292411755,WhiteSeymore.2003
Philander_opossum,Didelphimorphia,Didelphidae,2.212022375918056,2.8756399370041685,WhiteSeymore.2003
Gracilinanus_microtarsus,Didelphimorphia,Didelphidae,0.9618592765932299,1.1139433523068367,WhiteSeymore.2003
Marmosa_robinsoni,Didelphimorphia,Didelphidae,1.674331751332896,2.0863598306747484,WhiteSeymore.2003
Metachirus_nudicaudatus,Didelphimorphia,Didelphidae,1.9948595366961552,2.526339277389844,WhiteSeymore.2003
Monodelphis_brevicaudata,Didelphimorphia,Didelphidae,1.4389805313128925,1.8779469516291882,WhiteSeymore.2003
Monodelphis_domestica,Didelphimorphia,Didelphidae,1.4612569260240447,2.0170333392987803,WhiteSeymore.2003
Acrobates_pygmaeus,Diprotodontia,Acrobatidae,0.8620826229335705,1.146128035678238,WhiteSeymore.2003
Burramys_parvus,Diprotodontia,Burramyidae,1.2489534943139187,1.6464037262230695,WhiteSeymore.2003
Cercartetus_concinnus,Diprotodontia,Burramyidae,1.0314105386885617,1.2695129442179163,WhiteSeymore.2003
Cercartetus_lepidus,Diprotodontia,Burramyidae,0.957263524904081,1.100370545117563,WhiteSeymore.2003
Cercartetus_nanus,Diprotodontia,Burramyidae,1.4627021668982256,1.845098040014257,WhiteSeymore.2003
Dendrolagus_matschiei,Diprotodontia,Macropodidae,2.837468776306717,3.842609239610562,WhiteSeymore.2003
Lagorchestes_conspicillatus,Diprotodontia,Macropodidae,2.613137290591374,3.424881636631067,WhiteSeymore.2003
Macropus_eugenii,Diprotodontia,Macropodidae,2.8261829598140205,3.688241795977712,WhiteSeymore.2003
Macropus_robustus,Diprotodontia,Macropodidae,3.437775025924737,4.466867620354109,WhiteSeymore.2003
Macropus_rufus,Diprotodontia,Macropodidae,3.45012789208869,4.511749711344983,WhiteSeymore.2003
Setonix_brachyurus,Diprotodontia,Macropodidae,2.604427919224223,3.4271614029259654,WhiteSeymore.2003
Petaurus_breviceps,Diprotodontia,Petauridae,1.6368653673736298,2.103803720955957,WhiteSeymore.2003
