Binomial.1.2,Order.1.2,Family.1.2,Binomial.Source,BM,MR,log10BM,log10MR,MR.type,Source,Comment
Lutra_lutra,Carnivora,Mustelidae,Lutra_lutra,7967,1850.4357445398523,3.9012948171655673,3.267274009033251,BMR,Genoud.2018,NA
Martes_americana,Carnivora,Mustelidae,Martes_americana,1038,290.63125368735746,3.016197353512439,2.463342315309953,BMR,Genoud.2018,NA
Martes_martes,Carnivora,Mustelidae,Martes_martes,920,312.2239128797184,2.963787827345555,2.4944661621280684,BMR,Genoud.2018,NA
Meles_meles,Carnivora,Mustelidae,Meles_meles,11050,1265.8643424362497,4.04336227802113,3.102387166591201,BMR,Genoud.2018,NA
Mustela_erminea,Carnivora,Mustelidae,Mustela_erminea,161.5,162.45593293056,2.2081725266671217,2.21073557651174,BMR,Genoud.2018,NA
Mustela_eversmanii,Carnivora,Mustelidae,Mustela_eversmanii,612,209.45727851136,2.786751422145562,2.3210954564250863,BMR,Genoud.2018,NA
Mustela_frenata,Carnivora,Mustelidae,Mustela_frenata,225,113.76735955968,2.3521825181113627,2.0560176786105075,BMR,Genoud.2018,NA
Mustela_nigripes,Carnivora,Mustelidae,Mustela_nigripes,920,221.7499381248,2.963787827345555,2.345863507321975,BMR,Genoud.2018,NA
Mustela_nivalis,Carnivora,Mustelidae,Mustela_nivalis,60.2,78.287369459712,1.7795964912578246,1.8936917005455576,BMR,Genoud.2018,NA
Mustela_nivalis,Carnivora,Mustelidae,Mustela_nivalis,89.5,82.722368222208,1.951823035315912,1.917622959153088,BMR,Genoud.2018,NA
Neovison_vison,Carnivora,Mustelidae,Neovison_vison,704,248.408137208064,2.847572659142112,2.395165818101476,BMR,Genoud.2018,NA
Taxidea_taxus,Carnivora,Mustelidae,Taxidea_taxus,9000,1301.575723776,3.9542425094393248,3.1144694397993886,BMR,Genoud.2018,NA
Nandinia_binotata,Carnivora,Nandiniidae,Nandinia_binotata,4270,415.781133984,3.630427875025024,2.6188647793857127,BMR,Genoud.2018,NA
Callorhinus_ursinus,Carnivora,Otariidae,Callorhinus_ursinus,32000,9205.939039949417,4.505149978319906,3.964068094748566,BMR,Genoud.2018,NA
Callorhinus_ursinus,Carnivora,Otariidae,Callorhinus_ursinus,12400,2963.5818687197184,4.093421685162235,3.471816929092198,BMR,Genoud.2018,NA
Eumetopias_jubatus,Carnivora,Otariidae,Eumetopias_jubatus,121800,18162.01410614047,5.085647288296856,4.259164008649797,BMR,Genoud.2018,NA
Eumetopias_jubatus,Carnivora,Otariidae,Eumetopias_jubatus,171867,19709.13450053223,5.2351924962698115,4.294667553254786,BMR,Genoud.2018,NA
Eumetopias_jubatus,Carnivora,Otariidae,Eumetopias_jubatus,132650,50254.050803627826,5.122707254318348,4.701171074465815,BMR,Genoud.2018,NA
Eumetopias_jubatus,Carnivora,Otariidae,Eumetopias_jubatus,172000,32834.416925122554,5.235528446907549,4.516329308473463,BMR,Genoud.2018,NA
Zalophus_californianus,Carnivora,Otariidae,Zalophus_californianus,22500,3751.3533445588982,4.352182518111363,3.5741879728057024,BMR,Genoud.2018,NA
Zalophus_californianus,Carnivora,Otariidae,Zalophus_californianus,73000,13529.985702969754,4.863322860120456,4.131297337682278,BMR,Genoud.2018,NA
Zalophus_californianus,Carnivora,Otariidae,Zalophus_californianus,94660,15419.44943661957,4.976166500131975,4.18806886717105,BMR,Genoud.2018,NA
Halichoerus_grypus,Carnivora,Phocidae,Halichoerus_grypus,190700,16296.69219184128,5.280350693046006,4.212099462771242,BMR,Genoud.2018,NA
Halichoerus_grypus,Carnivora,Phocidae,Halichoerus_grypus,180000,19206.919097187845,5.2552725051033065,4.283457707058574,BMR,Genoud.2018,NA
Leptonychotes_weddellii,Carnivora,Phocidae,Leptonychotes_weddellii,388500,35958.19866218496,5.589391023136933,4.555797927480883,BMR,Genoud.2018,NA
Leptonychotes_weddellii,Carnivora,Phocidae,Leptonychotes_weddellii,387400,42952.96301477376,5.588159616383092,4.632993128041086,BMR,Genoud.2018,NA
Histriophoca_fasciata,Carnivora,Phocidae,Histriophoca_fasciata,54000,7548.946371867648,4.732393759822968,3.877886340130434,BMR,Genoud.2018,NA
Pagophilus_groenlandicus,Carnivora,Phocidae,Pagophilus_groenlandicus,122850,12982.012681958398,5.0893751608160995,4.113342029051911,BMR,Genoud.2018,NA
Pagophilus_groenlandicus,Carnivora,Phocidae,Pagophilus_groenlandicus,149500,16503.98017747968,5.174641192660449,4.217588693345102,BMR,Genoud.2018,NA
Phoca_vitulina,Carnivora,Phocidae,Phoca_vitulina,63000,8382.14766111744,4.799340549453582,3.9233553071592007,BMR,Genoud.2018,NA
Phoca_vitulina,Carnivora,Phocidae,Phoca_vitulina,86800,14519.8002963456,4.938519725176492,4.161960643169064,BMR,Genoud.2018,NA
Pusa_hispida,Carnivora,Phocidae,Pusa_hispida,46600,6652.498143744,4.66838591669,3.8229847620416377,BMR,Genoud.2018,NA
Ailurus_fulgens,Carnivora,Ailuridae,Ailurus_fulgens,5740,423.349555785216,3.7589118923979736,2.6266991084087703,BMR,Genoud.2018,NA
Bassariscus_astutus,Carnivora,Procyonidae,Bassariscus_astutus,865,178.84614574848,2.9370161074648142,2.252479585255447,BMR,Genoud.2018,NA
Bassariscus_sumichrasti,Carnivora,Procyonidae,Bassariscus_sumichrasti,1282,305.9185015956481,3.1078880251827985,2.4856057434047947,BMR,Genoud.2018,NA
Nasua_narica,Carnivora,Procyonidae,Nasua_narica,3665,581.2740769367041,3.564073978977147,2.764380955169735,BMR,Genoud.2018,NA
Nasua_nasua,Carnivora,Procyonidae,Nasua_nasua,3850,487.174972758528,3.5854607295085006,2.687684969542613,BMR,Genoud.2018,NA
Potos_flavus,Carnivora,Procyonidae,Potos_flavus,2400,365.40533282304,3.380211241711606,2.5627748812724547,BMR,Genoud.2018,NA
Potos_flavus,Carnivora,Procyonidae,Potos_flavus,2600,426.14553326591994,3.4149733479708178,2.629557940653474,BMR,Genoud.2018,NA
Potos_flavus,Carnivora,Procyonidae,Potos_flavus,2030,355.28196608255996,3.307496037913213,2.5505731634994526,BMR,Genoud.2018,NA
Procyon_lotor,Carnivora,Procyonidae,Procyon_lotor,4700,996.91059139584,3.6720978579357175,2.998656210062306,BMR,Genoud.2018,NA
Procyon_lotor,Carnivora,Procyonidae,Procyon_lotor,6480,902.90790023424,3.8115750058705937,2.9556434530156386,BMR,Genoud.2018,NA
Melursus_ursinus,Carnivora,Ursidae,Melursus_ursinus,66957,4067.183104258559,4.825795986911234,3.609293724747607,BMR,Genoud.2018,NA
Ursus_americanus,Carnivora,Ursidae,Ursus_americanus,129500,6507.91718408663,5.112269768417271,3.813442017724712,BMR,Genoud.2018,NA
Ursus_americanus,Carnivora,Ursidae,Ursus_americanus,143000,4920.92036603904,5.155336037465061,3.692046337017488,BMR,Genoud.2018,NA
Ursus_americanus,Carnivora,Ursidae,Ursus_americanus,61450,6777.719369672909,4.788521887222473,3.8310835829838608,BMR,Genoud.2018,NA
Ursus_arctos,Carnivora,Ursidae,Ursus_arctos,170000,8393.987179552974,5.230448921378274,3.923968301561956,BMR,Genoud.2018,NA
Ursus_arctos,Carnivora,Ursidae,Ursus_arctos,136000,7381.380549058559,5.133538908370218,3.8681375960731694,BMR,Genoud.2018,NA
Ursus_maritimus,Carnivora,Ursidae,Ursus_maritimus,181333,9492.285699180136,5.258476846642339,3.977370801154041,BMR,Genoud.2018,NA
Ursus_maritimus,Carnivora,Ursidae,Ursus_maritimus,204000,10308.47973230592,5.309630167425898,4.013194621388882,BMR,Genoud.2018,NA
Arctictis_binturong,Carnivora,Viverridae,Arctictis_binturong,14280,543.817619996928,4.154728207440155,2.735453274865065,BMR,Genoud.2018,NA
Arctogalidia_trivirgata,Carnivora,Viverridae,Arctogalidia_trivirgata,2010,266.48557781606394,3.303196057420489,2.425673710006543,BMR,Genoud.2018,NA
Genetta_tigrina,Carnivora,Viverridae,Genetta_tigrina,1732,367.381799662848,3.2385478876813276,2.56511763726706,BMR,Genoud.2018,NA
Paradoxurus_hermaphroditus,Carnivora,Viverridae,Paradoxurus_hermaphroditus,3160,366.3694629888,3.499687082618404,2.5639192679211926,BMR,Genoud.2018,NA
Peropteryx_macrotis,Chiroptera,Emballonuridae,Peropteryx_macrotis,5.1,5.6787266763263995,0.7075701760979364,0.7542509660914839,BMR,Genoud.2018,NA
Saccopteryx_bilineata,Chiroptera,Emballonuridae,Saccopteryx_bilineata,7.8,6.98994370176,0.8920946026904804,0.844473677875376,BMR,Genoud.2018,NA
Taphozous_mauritianus,Chiroptera,Emballonuridae,Taphozous_mauritianus,26.17,15.0115066808832,1.417803722639881,1.1764242838725023,BMR,Genoud.2018,NA
Aselliscus_tricuspidatus,Chiroptera,Hipposideridae,Aselliscus_tricuspidatus,4.2,3.4419446917632,0.6232492903979004,0.5368038874165755,BMR,Genoud.2018,NA
Hipposideros_diadema,Chiroptera,Hipposideridae,Hipposideros_diadema,37.2,15.90814773504,1.5705429398818975,1.2016196155182886,BMR,Genoud.2018,NA
Hipposideros_cervinus,Chiroptera,Hipposideridae,Hipposideros_cervinus,8.3,4.3193031426048,0.919078092376074,0.6354136853025263,BMR,Genoud.2018,NA
Hipposideros_galeritus,Chiroptera,Hipposideridae,Hipposideros_galeritus,8.5,4.507308524928,0.9294189257142929,0.6539172865129188,BMR,Genoud.2018,NA
Hipposideros_maggietaylorae,Chiroptera,Hipposideridae,Hipposideros_maggietaylorae,18.2,10.171573248768,1.260071387985075,1.007388130938094,BMR,Genoud.2018,NA
Rhinonicteris_aurantia,Chiroptera,Hipposideridae,Rhinonicteris_aurantia,8.27,7.809454342656,0.9175055095525466,0.892620690183032,BMR,Genoud.2018,NA
Macroderma_gigas,Chiroptera,Megadermatidae,Macroderma_gigas,148,67.055253028608,2.1702617153949575,1.8264328056324477,BMR,Genoud.2018,NA
Macroderma_gigas,Chiroptera,Megadermatidae,Macroderma_gigas,107.2,45.458737315584,2.030194785356751,1.657617368377729,BMR,Genoud.2018,NA
Nycteris_thebaica,Chiroptera,Nycteridae,Nycteris_thebaica,11.65,9.0435409548288,1.066325925362038,0.9563385096834468,BMR,Genoud.2018,NA
Miniopterus_schreibersii,Chiroptera,Miniopteridae,Miniopterus_schreibersii,11.1,12.244453105152,1.0453229787866574,1.087939392260339,BMR,Genoud.2018,NA
Miniopterus_schreibersii,Chiroptera,Miniopteridae,Miniopterus_schreibersii,10.91,12.5192302023936,1.0378247505883418,1.0975776252697038,BMR,Genoud.2018,NA
Eumops_perotis,Chiroptera,Molossidae,Eumops_perotis,56,19.186190298624,1.7481880270062005,1.2829887477140889,BMR,Genoud.2018,NA
Molossus_molossus,Chiroptera,Molossidae,Molossus_molossus,16.5,9.689508165888,1.2174839442139065,0.98630173306089,BMR,Genoud.2018,NA
Mops_condylurus,Chiroptera,Molossidae,Mops_condylurus,23.2,15.522495668736,1.3654879848908996,1.190961547336232,BMR,Genoud.2018,NA
Sauromys_petrophilus,Chiroptera,Molossidae,Sauromys_petrophilus,10.98,2.859224419577856,1.0406023401140732,0.4562482443258896,BMR,Genoud.2018,NA
Tadarida_brasiliensis,Chiroptera,Molossidae,Tadarida_brasiliensis,10.4,7.042006730711041,1.0170333392987805,0.8476964358306248,BMR,Genoud.2018,NA
Tadarida_brasiliensis,Chiroptera,Molossidae,Tadarida_brasiliensis,10.4,8.9085627316224,1.0170333392987805,0.949807642524489,BMR,Genoud.2018,NA
Tadarida_brasiliensis,Chiroptera,Molossidae,Tadarida_brasiliensis,11.5,6.19357218484224,1.0606978403536116,0.7919412035750067,BMR,Genoud.2018,NA
Tadarida_brasiliensis,Chiroptera,Molossidae,Tadarida_brasiliensis,11,3.64826854723584,1.0413926851582251,0.5620867990341374,BMR,Genoud.2018,NA
Tadarida_teniotis,Chiroptera,Molossidae,Tadarida_teniotis,32,14.59307418894336,1.505149978319906,1.1641467903621,BMR,Genoud.2018,NA
Mormoops_blainvillei,Chiroptera,Mormoopidae,Mormoops_blainvillei,8.91,3.9963195370752,0.9498777040368748,0.6016602061906746,BMR,Genoud.2018,NA
Mormoops_megalophylla,Chiroptera,Mormoopidae,Mormoops_megalophylla,16.5,11.762388022272,1.2174839442139065,1.0704955019791305,BMR,Genoud.2018,NA
