Binomial.1.2,Genus.1.2,Order.1.2,Family.1.2,Binomial.Source,BM,BMR,log10BM,log10BMR,Source,Accepted,Comment
Condylura_cristata,Condylura,Eulipotyphla,Talpidae,Condylura_cristata,50,56.6426472384,1.6989700043360187,1.7531435422481563,Genoud.2018,1,NA
Neurotrichus_gibbsii,Neurotrichus,Eulipotyphla,Talpidae,Neurotrichus_gibbsii,11.8,22.41602635392,1.0718820073061255,1.350558628530355,Genoud.2018,1,NA
Scalopus_aquaticus,Scalopus,Eulipotyphla,Talpidae,Scalopus_aquaticus,48,32.635806110976,1.6812412373755872,1.5136943443255453,Genoud.2018,1,NA
Scapanus_latimanus,Scapanus,Eulipotyphla,Talpidae,Scapanus_latimanus,61,36.781565823743996,1.7853298350107671,1.5656302135952815,Genoud.2018,1,NA
Scapanus_orarius,Scapanus,Eulipotyphla,Talpidae,Scapanus_orarius,61.2,30.900371812607993,1.7867514221455612,1.4899637051592185,Genoud.2018,1,NA
Scapanus_townsendii,Scapanus,Eulipotyphla,Talpidae,Scapanus_townsendii,130.1,52.49688752563201,2.1142772965615864,1.720133555396176,Genoud.2018,1,NA
Parascalops_breweri,Parascalops,Eulipotyphla,Talpidae,Parascalops_breweri,57.6,55.48761929981953,1.760422483423212,1.7441960917788182,Genoud.2018,0,NA
Manis_crassicaudata,Manis,Pholidota,Manidae,Manis_crassicaudata,15910,598.2427678540801,4.201670179646581,2.776877457139131,Genoud.2018,1,NA
Manis_javanica,Manis,Pholidota,Manidae,Manis_javanica,4220,533.1639816652801,3.625312450961674,2.7268608026090804,Genoud.2018,1,NA
Phataginus_tricuspis,Phataginus,Pholidota,Manidae,Manis_tricuspis,2730,400.7407033981439,3.436162647040756,2.602863456142295,Genoud.2018,1,NA
Echinops_telfairi,Echinops,Afrosoricida,Tenrecidae,Echinops_telfairi,116.4,56.80269284591616,2.06595298031387,1.7543689248025787,Genoud.2018,0,NA
Echinops_telfairi,Echinops,Afrosoricida,Tenrecidae,Echinops_telfairi,140.6,16.58689537173504,2.147985320683805,1.2197651051864364,Genoud.2018,0,NA
Echinops_telfairi,Echinops,Afrosoricida,Tenrecidae,Echinops_telfairi,152.5,17.011112644669442,2.1832698436828046,1.230732720410752,Genoud.2018,0,NA
Echinops_telfairi,Echinops,Afrosoricida,Tenrecidae,Echinops_telfairi,174.8,25.2409277395968,2.2425414282983844,1.4021053135191193,Genoud.2018,0,NA
Geogale_aurita,Geogale,Afrosoricida,Tenrecidae,Geogale_aurita,6.9,3.2791995197829116,0.8388490907372553,0.5157678417088946,Genoud.2018,0,NA
Hemicentetes_nigriceps,Hemicentetes,Afrosoricida,Tenrecidae,Hemicentetes_nigriceps,101.9,30.755752287744002,2.0081741840064264,1.4879263543615635,Genoud.2018,0,NA
Hemicentetes_semispinosus,Hemicentetes,Afrosoricida,Tenrecidae,Hemicentetes_semispinosus,133,27.19232719509504,2.123851640967086,1.4344463773093872,Genoud.2018,0,NA
Limnogale_mergulus,Limnogale,Afrosoricida,Tenrecidae,Limnogale_mergulus,77.7,34.853305492224,1.8904210188009143,1.542243972934932,Genoud.2018,1,NA
Microgale_cowani,Microgale,Afrosoricida,Tenrecidae,Microgale_cowani,10.3,13.015757237759999,1.0128372247051722,1.1144694397993884,Genoud.2018,1,NA
Microgale_talazaci,Microgale,Afrosoricida,Tenrecidae,Microgale_talazaci,44,20.96983110528,1.6434526764861874,1.3215949325950385,Genoud.2018,1,NA
Oryzorictes_hova,Oryzorictes,Afrosoricida,Tenrecidae,Oryzorictes_hova,44.4,29.14372665059328,1.6473829701146199,1.4645450848501202,Genoud.2018,0,NA
Setifer_setosus,Setifer,Afrosoricida,Tenrecidae,Setifer_setosus,364,40.35848873871361,2.561101383649056,1.60593489530705,Genoud.2018,1,NA
Setifer_setosus,Setifer,Afrosoricida,Tenrecidae,Setifer_setosus,530,59.004766144512,2.724275869600789,1.7708870934499434,Genoud.2018,1,NA
Setifer_setosus,Setifer,Afrosoricida,Tenrecidae,Setifer_setosus,159.5,27.405399961728005,2.2027606873931997,1.4378361446641548,Genoud.2018,1,NA
Tenrec_ecaudatus,Tenrec,Afrosoricida,Tenrecidae,Tenrec_ecaudatus,790,125.57795409024003,2.8976270912904414,2.0989134032759447,Genoud.2018,1,NA
Amblysomus_hottentotus,Amblysomus,Afrosoricida,Chrysochloridae,Amblysomus_hottentotus,65.5,35.431783591679995,1.816241299991783,1.549393014724596,Genoud.2018,1,NA
Chrysochloris_asiatica,Chrysochloris,Afrosoricida,Chrysochloridae,Chrysochloris_asiatica,44,24.82635176832,1.6434526764861874,1.394912904681592,Genoud.2018,1,NA
Eremitalpa_granti,Eremitalpa,Afrosoricida,Chrysochloridae,Eremitalpa_granti,26.1,6.541623174681599,1.416640507338281,0.8156855233001381,Genoud.2018,1,NA
Elephantulus_brachyrhynchus,Elephantulus,Macroscelidea,Macroscelididae,Elephantulus_brachyrhynchus,45.3,21.0758854235136,1.6560982020128319,1.3237858289180662,Genoud.2018,1,NA
Elephantulus_intufi,Elephantulus,Macroscelidea,Macroscelididae,Elephantulus_intufi,46.5,25.0818462622464,1.667452952889954,1.3993595015364377,Genoud.2018,1,NA
Elephantulus_myurus,Elephantulus,Macroscelidea,Macroscelididae,Elephantulus_myurus,63,31.960914994944,1.7993405494535817,1.5046192040451742,Genoud.2018,1,NA
Elephantulus_rozeti,Elephantulus,Macroscelidea,Macroscelididae,Elephantulus_rozeti,45.3,23.042710961663996,1.6560982020128319,1.3625335722525198,Genoud.2018,1,NA
Elephantulus_rufescens,Elephantulus,Macroscelidea,Macroscelididae,Elephantulus_rufescens,53,27.4150412633856,1.724275869600789,1.4379889038925686,Genoud.2018,1,NA
Elephantulus_rupestris,Elephantulus,Macroscelidea,Macroscelididae,Elephantulus_rupestris,59.7,25.631400456729597,1.7759743311293692,1.4087723359545796,Genoud.2018,1,NA
Macroscelides_proboscideus,Macroscelides,Macroscelidea,Macroscelididae,Macroscelides_proboscideus,38.8,25.0625636589312,1.5888317255942073,1.3990254930739805,Genoud.2018,1,NA
Petrodromus_tetradactylus,Petrodromus,Macroscelidea,Macroscelididae,Petrodromus_tetradactylus,206.1,86.53068237696,2.3140779917792127,1.9371701285547391,Genoud.2018,1,NA
Elephas_maximus,Elephas,Proboscidea,Elephantidae,Elephas_maximus,3672000,180439.54439082823,6.564902672529205,5.256331721835122,Genoud.2018,0,NA
Loxodonta_africana,Loxodonta,Proboscidea,Elephantidae,Loxodonta_africana,1542000,107279.45771783455,6.188084373714938,5.030516569553206,Genoud.2018,0,NA
Dendrohyrax_dorsalis,Dendrohyrax,Hyracoidea,Procaviidae,Dendrohyrax_dorsalis,2210,362.561148834048,3.3443922736851106,2.5593812643182803,Genoud.2018,1,NA
Heterohyrax_brucei,Heterohyrax,Hyracoidea,Procaviidae,Heterohyrax_brucei,2000,305.4788582400614,3.3010299956639813,2.484981158711471,Genoud.2018,0,NA
Heterohyrax_brucei,Heterohyrax,Hyracoidea,Procaviidae,Heterohyrax_brucei,1287,283.88619904770053,3.1095785469043866,2.453144280080927,Genoud.2018,0,NA
Procavia_capensis,Procavia,Hyracoidea,Procaviidae,Procavia_capensis,2630,490.81938478510074,3.419955748489758,2.6909217067423192,Genoud.2018,0,NA
Procavia_capensis,Procavia,Hyracoidea,Procaviidae,Procavia_capensis,2250,400.885322923008,3.3521825181113627,2.6030201562998325,Genoud.2018,0,NA
Procavia_capensis,Procavia,Hyracoidea,Procaviidae,Procavia_capensis,2400,274.89279286149116,3.380211241711606,2.4391633536611628,Genoud.2018,0,NA
Procavia_capensis,Procavia,Hyracoidea,Procaviidae,Procavia_capensis,2750,513.302900250624,3.439332693830263,2.7103737181070198,Genoud.2018,0,NA
Trichechus_inunguis,Trichechus,Sirenia,Trichechidae,Trichechus_inunguis,170500,4112.497222049281,5.231724383328516,3.6141056175965534,Genoud.2018,1,NA
Orycteropus_afer,Orycteropus,Tubulidentata,Orycteropodidae,Orycteropus_afer,48000,2961.80786921472,4.681241237375588,3.4715568826638568,Genoud.2018,1,NA
Aotus_trivirgatus,Aotus,Primates,Aotidae,Aotus_trivirgatus,1020,218.230863019776,3.0086001717619175,2.3389161701356533,Genoud.2018,1,NA
Aotus_trivirgatus,Aotus,Primates,Aotidae,Aotus_trivirgatus,1030,239.10428110848,3.012837224705172,2.3785873521305985,Genoud.2018,1,NA
Alouatta_palliata,Alouatta,Primates,Atelidae,Alouatta_palliata,4670,873.8875822448639,3.6693168805661123,2.941455568159723,Genoud.2018,0,NA
Callimico_goeldii,Callimico,Primates,Callitrichidae,Callimico_goeldii,547,139.07577641088,2.737987326333431,2.1432514931321514,Genoud.2018,1,NA
Callimico_goeldii,Callimico,Primates,Callitrichidae,Callimico_goeldii,557,134.01409304064,2.745855195173729,2.1271504715584775,Genoud.2018,1,NA
Callithrix_jacchus,Callithrix,Primates,Callitrichidae,Callithrix_jacchus,356.7,78.57660850944,2.552303109338354,1.895293280044359,Genoud.2018,1,NA
Cebuella_pygmaea,Cebuella,Primates,Callitrichidae,Callithrix_pygmaea,121.6,37.793902497792,2.084933574936716,1.5774217383248395,Genoud.2018,1,NA
Cebuella_pygmaea,Cebuella,Primates,Callitrichidae,Callithrix_pygmaea,153,47.145965105664004,2.184691430817599,1.6734445304280026,Genoud.2018,1,NA
Leontopithecus_rosalia,Leontopithecus,Primates,Callitrichidae,Leontopithecus_rosalia,733,184.14886166016,2.8651039746411278,2.2651690385521097,Genoud.2018,1,NA
Saguinus_geoffroyi,Saguinus,Primates,Callitrichidae,Saguinus_geoffroyi,225,99.43652877582336,2.3521825181113627,1.9975459551366228,Genoud.2018,0,NA
Saguinus_oedipus,Saguinus,Primates,Callitrichidae,Saguinus_oedipus,296,112.6296859640832,2.4712917110589387,2.0516528732080577,Genoud.2018,0,NA
Saimiri_boliviensis,Saimiri,Primates,Cebidae,Saimiri_boliviensis,850,251.13662557716484,2.929418925714293,2.3999100545134895,Genoud.2018,0,NA
Saimiri_boliviensis,Saimiri,Primates,Cebidae,Saimiri_boliviensis,1090,331.7379074347008,3.037426497940624,2.520795100850418,Genoud.2018,0,NA
Saimiri_boliviensis,Saimiri,Primates,Cebidae,Saimiri_boliviensis,782.5,421.33259547844614,2.8934843462184863,2.6246250586730966,Genoud.2018,0,NA
Saimiri_sciureus,Saimiri,Primates,Cebidae,Saimiri_sciureus,839.8,294.7885829621145,2.9241758703019207,2.4695106594700205,Genoud.2018,0,NA
Saimiri_sciureus,Saimiri,Primates,Cebidae,Saimiri_sciureus,950,403.00640928767996,2.9777236052888476,2.6053119530794175,Genoud.2018,0,NA
Cercocebus_torquatus,Cercocebus,Primates,Cercopithecidae,Cercocebus_torquatus,3750,678.74763669504,3.574031267727719,2.8317083304464945,Genoud.2018,0,NA
Cercopithecus_mitis,Cercopithecus,Primates,Cercopithecidae,Cercopithecus_mitis,8500,1635.16476112896,3.929418925714293,3.2135615192250775,Genoud.2018,1,NA
Colobus_guereza,Colobus,Primates,Cercopithecidae,Colobus_guereza,10500,1436.5539469823998,4.021189299069938,3.157321939716656,Genoud.2018,1,NA
Erythrocebus_patas,Erythrocebus,Primates,Cercopithecidae,Erythrocebus_patas,3000,273.4928758608077,3.4771212547196626,2.4369460180016755,Genoud.2018,0,NA
Macaca_fascicularis,Macaca,Primates,Cercopithecidae,Macaca_fascicularis,7100,1466.9433298071551,3.8512583487190755,3.1664133367284735,Genoud.2018,0,NA
Macaca_fuscata,Macaca,Primates,Cercopithecidae,Macaca_fuscata,9575,1760.0774654048253,3.9811387826406603,3.2455317826195427,Genoud.2018,0,NA
Macaca_fuscata,Macaca,Primates,Cercopithecidae,Macaca_fuscata,9000,1919.1589427552253,3.9542425094393248,3.283110944043987,Genoud.2018,0,NA
Macaca_fuscata,Macaca,Primates,Cercopithecidae,Macaca_fuscata,10550,907.8249640796159,4.023252459633712,2.9580021211397605,Genoud.2018,0,NA
Macaca_mulatta,Macaca,Primates,Cercopithecidae,Macaca_mulatta,6225,918.4303959029761,3.794139355767774,2.963046248479954,Genoud.2018,0,NA
Macaca_mulatta,Macaca,Primates,Cercopithecidae,Macaca_mulatta,4300,1069.027527794688,3.6334684555795866,3.0289888885721137,Genoud.2018,0,NA
Macaca_mulatta,Macaca,Primates,Cercopithecidae,Macaca_mulatta,3980,977.3965968408576,3.5998830720736876,2.9900708225417443,Genoud.2018,0,NA
Papio_anubis,Papio,Primates,Cercopithecidae,Papio_anubis,9500,1297.2564206333952,3.9777236052888476,3.113025828866871,Genoud.2018,0,NA
Papio_cynocephalus,Papio,Primates,Cercopithecidae,Papio_cynocephalus,14350,3372.5273198284804,4.156851901070011,3.52795547644704,Genoud.2018,0,NA
Papio_papio,Papio,Primates,Cercopithecidae,Papio_papio,6233,1112.2976896339967,3.7946971268919985,3.0462210351446353,Genoud.2018,0,NA
Papio_ursinus,Papio,Primates,Cercopithecidae,Papio_ursinus,16380,2115.1473228509185,4.214313897424399,3.325340621958324,Genoud.2018,0,NA
Daubentonia_madagascariensis,Daubentonia,Primates,Daubentoniidae,Daubentonia_madagascariensis,2562,671.950519026432,3.4085791254086675,2.827337293730948,Genoud.2018,1,NA
Cheirogaleus_medius,Cheirogaleus,Primates,Cheirogaleidae,Cheirogaleus_medius,300,76.64834817792001,2.4771212547196626,1.8845027999608526,Genoud.2018,1,NA
Cheirogaleus_medius,Cheirogaleus,Primates,Cheirogaleidae,Cheirogaleus_medius,259,48.784986387456,2.413299764081252,1.6882861881441813,Genoud.2018,1,NA
Cheirogaleus_medius,Cheirogaleus,Primates,Cheirogaleidae,Cheirogaleus_medius,174,64.162862531328,2.2405492482826,1.8072837311150762,Genoud.2018,1,NA
Microcebus_griseorufus,Microcebus,Primates,Cheirogaleidae,Microcebus_griseorufus,51.5,21.350662520755193,1.711807229041191,1.3294113559251597,Genoud.2018,1,NA
Euoticus_elegantulus,Euoticus,Primates,Galagidae,Euoticus_elegantulus,262,104.12605790207999,2.4183012913197452,2.017559426791332,Genoud.2018,1,NA
Galagoides_demidoff,Galagoides,Primates,Galagidae,Galago_demidoff,57.5,33.166077702144,1.7596678446896306,1.5206941138759125,Genoud.2018,1,NA
Galagoides_demidoff,Galagoides,Primates,Galagidae,Galago_demidoff,68,30.225480696576,1.8325089127062364,1.4803732164711174,Genoud.2018,1,NA
Galago_moholi,Galago,Primates,Galagidae,Galago_moholi,156,57.8478099456,2.1931245983544616,1.762286921688026,Genoud.2018,1,NA
Galago_moholi,Galago,Primates,Galagidae,Galago_moholi,181,41.891455702272005,2.2576785748691846,1.6221254520890676,Genoud.2018,1,NA
Galago_senegalensis,Galago,Primates,Galagidae,Galago_senegalensis,275,95.44888641024001,2.439332693830263,1.9797708659019322,Genoud.2018,1,NA
Otolemur_garnettii,Otolemur,Primates,Galagidae,Otolemur_garnettii,947,198.12874906367998,2.9763499790032735,2.29694749751647,Genoud.2018,1,NA
Homo_sapiens,Homo,Primates,Hominidae,Homo_sapiens,60500,6025.813536,4.781755374652469,3.7800156886484575,Genoud.2018,1,NA
Homo_sapiens,Homo,Primates,Hominidae,Homo_sapiens,74050,6022.921145502721,4.869525062857227,3.779807177250404,Genoud.2018,1,NA
Homo_sapiens,Homo,Primates,Hominidae,Homo_sapiens,68900,5951.57551323648,4.838219221907626,3.774631948271492,Genoud.2018,1,NA
Pan_troglodytes,Pan,Primates,Hominidae,Pan_troglodytes,33900,4372.3303017216,4.5301996982030825,3.6407129627004964,Genoud.2018,1,NA
Pan_troglodytes,Pan,Primates,Hominidae,Pan_troglodytes,38000,4561.29981421056,4.57978359661681,3.6590886193529477,Genoud.2018,1,NA
Pongo_pygmaeus,Pongo,Primates,Hominidae,Pongo_pygmaeus,16200,2108.3598464839683,4.209515014542631,3.323944736523902,Genoud.2018,0,NA
Hylobates_lar,Hylobates,Primates,Hylobatidae,Hylobates_lar,1900,455.18513385861115,3.278753600952829,2.6581880697565206,Genoud.2018,0,NA
Propithecus_coquereli,Propithecus,Primates,Indriidae,Propithecus_coquereli,4052,429.4351453914931,3.607669436688243,2.6328975846390863,Genoud.2018,0,NA
Propithecus_verreauxi,Propithecus,Primates,Indriidae,Propithecus_verreauxi,3400,272.00811540553735,3.531478917042255,2.434581861472677,Genoud.2018,0,NA
Eulemur_fulvus,Eulemur,Primates,Lemuridae,Eulemur_fulvus,2330,156.18908685312002,3.367355921026019,2.1936506858470133,Genoud.2018,1,NA
Lemur_catta,Lemur,Primates,Lemuridae,Lemur_catta,2527,314.01719498803203,3.4026052419199146,2.4969534298692553,Genoud.2018,1,NA
Varecia_variegata,Varecia,Primates,Lemuridae,Varecia_variegata,3053,250.288191031296,3.4847268042986617,2.3984403594327137,Genoud.2018,0,NA
Lepilemur_ruficaudatus,Lepilemur,Primates,Lepilemuridae,Lepilemur_ruficaudatus,693,95.44888641024001,2.8407332346118066,1.9797708659019322,Genoud.2018,0,NA
Arctocebus_calabarensis,Arctocebus,Primates,Lorisidae,Arctocebus_calabarensis,206,55.5724627544064,2.3138672203691533,1.744859643446334,Genoud.2018,0,NA
Loris_tardigradus,Loris,Primates,Lorisidae,Loris_tardigradus,284,61.70433060864,2.4533183400470375,1.7903156452882694,Genoud.2018,1,NA
Nycticebus_coucang,Nycticebus,Primates,Lorisidae,Nycticebus_coucang,1300,147.99398044416,3.113943352306837,2.170244051117588,Genoud.2018,1,NA
Perodicticus_potto,Perodicticus,Primates,Lorisidae,Perodicticus_potto,898,162.45593293056,2.9532763366673045,2.21073557651174,Genoud.2018,1,NA
Tarsius_syrichta,Tarsius,Primates,Tarsiidae,Tarsius_syrichta,114,37.11901138176,2.0569048513364727,1.5695964008128829,Genoud.2018,1,NA
Ptilocercus_lowii,Ptilocercus,Scandentia,Ptilocercidae,Ptilocercus_lowii,57.5,20.777005072128,1.7596678446896306,1.3175829458011326,Genoud.2018,1,NA
Tupaia_glis,Tupaia,Scandentia,Tupaiidae,Tupaia_glis,123,45.07308524928,2.089905111439398,1.6539172865129188,Genoud.2018,1,NA
Tupaia_belangeri,Tupaia,Scandentia,Tupaiidae,Tupaia_belangeri,186,60.981232984319995,2.2695129442179165,1.7851962011522378,Genoud.2018,1,NA
Urogale_everetti,Urogale,Scandentia,Tupaiidae,Urogale_everetti,264,97.44270759303168,2.4216039268698313,1.9887493429855958,Genoud.2018,0,NA
Brachylagus_idahoensis,Brachylagus,Lagomorpha,Leporidae,Brachylagus_idahoensis,432,163.1115414432768,2.635483746814912,2.2124846919280197,Genoud.2018,0,NA
Lepus_americanus,Lepus,Lagomorpha,Leporidae,Lepus_americanus,1438,586.19114078208,3.1577588860468637,2.768039250577117,Genoud.2018,1,NA
Lepus_timidus,Lepus,Lagomorpha,Leporidae,Lepus_timidus,3096,1271.5912756208643,3.490800952010855,3.104347539561456,Genoud.2018,1,NA
Lepus_townsendii,Lepus,Lagomorpha,Leporidae,Lepus_townsendii,2430,608.84819967744,3.385606273598312,2.7845090261957317,Genoud.2018,1,NA
Oryctolagus_cuniculus,Oryctolagus,Lagomorpha,Leporidae,Oryctolagus_cuniculus,2072,519.18409426176,3.3163897510731952,2.7153213789383828,Genoud.2018,1,NA
Oryctolagus_cuniculus,Oryctolagus,Lagomorpha,Leporidae,Oryctolagus_cuniculus,2600,489.77812420608,3.4149733479708178,2.6899993835883014,Genoud.2018,1,NA
Sylvilagus_floridanus,Sylvilagus,Lagomorpha,Leporidae,Sylvilagus_floridanus,981,268.606664180736,2.9916690073799486,2.429116783392327,Genoud.2018,1,NA
Ochotona_curzoniae,Ochotona,Lagomorpha,Ochotonidae,Ochotona_curzoniae,118.8,106.35127032465407,2.074816440645175,2.0267426817487864,Genoud.2018,0,NA
Ochotona_curzoniae,Ochotona,Lagomorpha,Ochotonidae,Ochotona_curzoniae,117.5,80.72854703941631,2.070037866607755,1.9070271360775901,Genoud.2018,0,NA
Ochotona_curzoniae,Ochotona,Lagomorpha,Ochotonidae,Ochotona_curzoniae,132,84.2071286774784,2.12057393120585,1.9253488588897036,Genoud.2018,0,NA
Ochotona_curzoniae,Ochotona,Lagomorpha,Ochotonidae,Ochotona_curzoniae,128.2,92.4793654996992,2.1078880251827985,1.9660448413951745,Genoud.2018,0,NA
Ochotona_dauurica,Ochotona,Lagomorpha,Ochotonidae,Ochotona_dauurica,127.7,105.6301009606656,2.1061908972634154,2.0237876948863063,Genoud.2018,0,NA
Ochotona_princeps,Ochotona,Lagomorpha,Ochotonidae,Ochotona_princeps,109.3,70.92912803463167,2.038620161949703,1.8508246208935673,Genoud.2018,0,NA
Bathyergus_janetta,Bathyergus,Rodentia,Bathyergidae,Bathyergus_janetta,406,105.668666167296,2.6085260335771943,2.0239462254527325,Genoud.2018,1,NA
Bathyergus_suillus,Bathyergus,Rodentia,Bathyergidae,Bathyergus_suillus,712,164.769845328384,2.8524799936368566,2.216877734025119,Genoud.2018,1,NA
Cryptomys_hottentotus,Cryptomys,Rodentia,Bathyergidae,Cryptomys_amatus,77.3,23.476569536256,1.888179493918325,1.3706346368550355,Genoud.2018,1,NA
Fukomys_anselli,Fukomys,Rodentia,Bathyergidae,Cryptomys_anselli,81.9,29.984448155136,1.9132839017604184,1.4768960603312198,Genoud.2018,1,NA
Fukomys_bocagei,Fukomys,Rodentia,Bathyergidae,Cryptomys_bocagei,94.4,33.696349293312004,1.974971994298069,1.5275828513860825,Genoud.2018,1,NA
Fukomys_damarensis,Fukomys,Rodentia,Bathyergidae,Cryptomys_damarensis,125,39.7703693376,2.0969100130080562,1.5995596241903263,Genoud.2018,1,NA
Fukomys_darlingi,Fukomys,Rodentia,Bathyergidae,Cryptomys_darlingi,60,28.345426873344,1.7781512503836436,1.4524830017165395,Genoud.2018,1,NA
Fukomys_darlingi,Fukomys,Rodentia,Bathyergidae,Cryptomys_darlingi,81,32.4092355220224,1.9084850188786497,1.5106687868951247,Genoud.2018,1,NA
Fukomys_darlingi,Fukomys,Rodentia,Bathyergidae,Cryptomys_darlingi,99,45.338221044864,1.99563519459755,1.6564644755267988,Genoud.2018,1,NA
Cryptomys_hottentotus,Cryptomys,Rodentia,Bathyergidae,Cryptomys_hottentotus,71,32.587599602687995,1.8512583487190752,1.513052371582037,Genoud.2018,1,NA
Cryptomys_hottentotus,Cryptomys,Rodentia,Bathyergidae,Cryptomys_hottentotus,102,50.616833702399994,2.0086001717619175,1.704294974710339,Genoud.2018,1,NA
Fukomys_mechowi,Fukomys,Rodentia,Bathyergidae,Cryptomys_mechowi,267,77.22682627737599,2.4265112613645754,1.8877681873886198,Genoud.2018,1,NA
Georychus_capensis,Georychus,Rodentia,Bathyergidae,Georychus_capensis,280,181.73467972509695,2.4471580313422194,2.259437809950388,Genoud.2018,0,NA
Georychus_capensis,Georychus,Rodentia,Bathyergidae,Georychus_capensis,193,48.318347387228165,2.285557309007774,1.68411207186967,Genoud.2018,0,NA
Georychus_capensis,Georychus,Rodentia,Bathyergidae,Georychus_capensis,132,53.6634850262016,2.12057393120585,1.7296788733024064,Genoud.2018,0,NA
Heliophobius_argenteocinereus,Heliophobius,Rodentia,Bathyergidae,Heliophobius_argenteocinereus,88,36.058468199424,1.9444826721501687,1.5570072735048623,Genoud.2018,1,NA
Heliophobius_argenteocinereus,Heliophobius,Rodentia,Bathyergidae,Heliophobius_argenteocinereus,223,74.23802276352,2.3483048630481607,1.8706263964768641,Genoud.2018,1,NA
Heterocephalus_glaber,Heterocephalus,Rodentia,Bathyergidae,Heterocephalus_glaber,39,12.389072630016,1.591064607026499,1.0930387989716956,Genoud.2018,1,NA
Capromys_pilorides,Capromys,Rodentia,Echimyidae,Capromys_pilorides,2630,287.79285447936,3.419955748489758,2.4590800067697702,Genoud.2018,1,NA
Geocapromys_brownii,Geocapromys,Rodentia,Echimyidae,Geocapromys_brownii,2456,312.5632866980659,3.3902283624691303,2.4949379649793624,Genoud.2018,0,NA
Geocapromys_ingrahami,Geocapromys,Rodentia,Echimyidae,Geocapromys_ingrahami,775,112.75695114596354,2.88930170250631,2.052143324397283,Genoud.2018,0,NA
Cavia_tschudii,Cavia,Rodentia,Caviidae,Cavia_porcellus,410,146.88523075353598,2.6127838567197355,2.166978129863075,Genoud.2018,1,NA
Dolichotis_salinicola,Dolichotis,Rodentia,Caviidae,Dolichotis_salinicola,1613,349.931043662592,3.2076343673889616,2.543982472043699,Genoud.2018,1,NA
Galea_musteloides,Galea,Rodentia,Caviidae,Galea_musteloides,322,111.9933600546816,2.507855871695831,2.0491922746604008,Genoud.2018,0,NA
Hydrochoerus_hydrochaeris,Hydrochoerus,Rodentia,Caviidae,Hydrochoeris_hydrochaeris,26385,3179.8459062013444,4.421357098513142,3.5024060747932593,Genoud.2018,1,NA
Kerodon_rupestris,Kerodon,Rodentia,Caviidae,Kerodon_rupestris,733,176.67685287551998,2.8651039746411278,2.2471796546175478,Genoud.2018,1,NA
Microcavia_niata,Microcavia,Rodentia,Caviidae,Microcavia_niata,255.2,84.747041570304,2.4068806700491248,1.9281245463781542,Genoud.2018,1,NA
Chinchilla_lanigera,Chinchilla,Rodentia,Chinchillidae,Chinchilla_lanigera,358.8,114.15301162598399,2.5548524343720547,2.0574873736912833,Genoud.2018,1,NA
Chinchilla_lanigera,Chinchilla,Rodentia,Chinchillidae,Chinchilla_lanigera,426,108.85029571430398,2.629409599102719,2.03682961322935,Genoud.2018,1,NA
Chinchilla_chinchilla,Chinchilla,Rodentia,Chinchillidae,Chinchilla_chinchilla,454.4,109.091328255744,2.6574383227029625,2.03779022959513,Genoud.2018,1,NA
Lagidium_viscacia,Lagidium,Rodentia,Chinchillidae,Lagidium_viscacia,2056,336.96349293312,3.313023110323238,2.5275828513860823,Genoud.2018,1,NA
Lagostomus_maximus,Lagostomus,Rodentia,Chinchillidae,Lagostomus_maximus,6784,800.0737767542784,3.8314858392486575,2.9031300361918793,Genoud.2018,0,NA
Ctenomys_fulvus,Ctenomys,Rodentia,Ctenomyidae,Ctenomys_fulvus,275,84.84345458688,2.439332693830263,1.928618343454551,Genoud.2018,1,NA
Ctenomys_maulinus,Ctenomys,Rodentia,Ctenomyidae,Ctenomys_maulinus,215,90.194377006848,2.3324384599156054,1.955179463140411,Genoud.2018,1,NA
Ctenomys_talarum,Ctenomys,Rodentia,Ctenomyidae,Ctenomys_talarum,181.95,78.53322265198081,2.259952059922254,1.8950534193198347,Genoud.2018,1,NA
Cuniculus_paca,Cuniculus,Rodentia,Cuniculidae,Cuniculus_paca,9156,1324.1363696547842,3.9617057840025054,3.121932714362569,Genoud.2018,1,NA
Dasyprocta_azarae,Dasyprocta,Rodentia,Dasyproctidae,Dasyprocta_azarae,3849,909.1747463116801,3.585347911094591,2.9586473640417106,Genoud.2018,1,NA
Dasyprocta_leporina,Dasyprocta,Rodentia,Dasyproctidae,Dasyprocta_leporina,2687,751.29843166848,3.4292676664331685,2.87581248225326,Genoud.2018,1,NA
Myoprocta_acouchy,Myoprocta,Rodentia,Dasyproctidae,Myoprocta_acouchy,914,242.334117163776,2.9609461957338312,2.384414560868476,Genoud.2018,1,NA
Proechimys_semispinosus,Proechimys,Rodentia,Echimyidae,Proechimys_semispinosus,265,143.59754688829437,2.423245873936808,2.157147020811733,Genoud.2018,0,NA
Proechimys_semispinosus,Proechimys,Rodentia,Echimyidae,Proechimys_semispinosus,498,133.07695851952127,2.6972293427597176,2.1241028664883146,Genoud.2018,0,NA
Thrichomys_apereoides,Thrichomys,Rodentia,Echimyidae,Thrichomys_apereoides,323,99.642852631296,2.509202522331103,1.9984461522676893,Genoud.2018,1,NA
Coendou_prehensilis,Coendou,Rodentia,Erethizontidae,Coendou_prehensilis,3280,445.910201664,3.515873843711679,2.6492474083794337,Genoud.2018,1,NA
