Binomial.1.2,Genus.1.2,Order.1.2,Family.1.2,Binomial.Source,BM,BMR,log10BM,log10BMR,Source,Accepted,Comment
Macroderma_gigas,Macroderma,Chiroptera,Megadermatidae,Macroderma_gigas,107.2,45.458737315583996,2.030194785356751,1.6576173683777293,Genoud.2018,1,NA
Nycteris_thebaica,Nycteris,Chiroptera,Nycteridae,Nycteris_thebaica,11.65,9.0435409548288,1.0663259253620379,0.9563385096834467,Genoud.2018,1,NA
Miniopterus_schreibersii,Miniopterus,Chiroptera,Miniopteridae,Miniopterus_schreibersii,11.1,12.244453105152,1.0453229787866574,1.087939392260339,Genoud.2018,1,NA
Miniopterus_schreibersii,Miniopterus,Chiroptera,Miniopteridae,Miniopterus_schreibersii,10.91,12.5192302023936,1.0378247505883418,1.0975776252697038,Genoud.2018,1,NA
Eumops_perotis,Eumops,Chiroptera,Molossidae,Eumops_perotis,56,19.186190298624,1.7481880270062005,1.2829887477140889,Genoud.2018,1,NA
Molossus_molossus,Molossus,Chiroptera,Molossidae,Molossus_molossus,16.5,9.689508165888,1.2174839442139063,0.98630173306089,Genoud.2018,1,NA
Mops_condylurus,Mops,Chiroptera,Molossidae,Mops_condylurus,23.2,15.522495668736001,1.3654879848908996,1.190961547336232,Genoud.2018,1,NA
Sauromys_petrophilus,Sauromys,Chiroptera,Molossidae,Sauromys_petrophilus,10.98,2.8592244195778562,1.0406023401140732,0.45624824432588956,Genoud.2018,0,NA
Tadarida_brasiliensis,Tadarida,Chiroptera,Molossidae,Tadarida_brasiliensis,10.4,7.042006730711041,1.0170333392987803,0.8476964358306248,Genoud.2018,0,NA
Tadarida_brasiliensis,Tadarida,Chiroptera,Molossidae,Tadarida_brasiliensis,10.4,8.9085627316224,1.0170333392987803,0.949807642524489,Genoud.2018,0,NA
Tadarida_brasiliensis,Tadarida,Chiroptera,Molossidae,Tadarida_brasiliensis,11.5,6.19357218484224,1.0606978403536116,0.7919412035750067,Genoud.2018,0,NA
Tadarida_brasiliensis,Tadarida,Chiroptera,Molossidae,Tadarida_brasiliensis,11,3.64826854723584,1.0413926851582251,0.5620867990341374,Genoud.2018,0,NA
Tadarida_teniotis,Tadarida,Chiroptera,Molossidae,Tadarida_teniotis,32,14.59307418894336,1.505149978319906,1.1641467903621,Genoud.2018,0,NA
Mormoops_blainvillei,Mormoops,Chiroptera,Mormoopidae,Mormoops_blainvillei,8.91,3.9963195370751996,0.9498777040368748,0.6016602061906746,Genoud.2018,1,NA
Mormoops_megalophylla,Mormoops,Chiroptera,Mormoopidae,Mormoops_megalophylla,16.5,11.762388022271999,1.2174839442139063,1.0704955019791305,Genoud.2018,1,NA
Pteronotus_davyi,Pteronotus,Chiroptera,Mormoopidae,Pteronotus_davyi,9.4,7.375595768064,0.9731278535996987,0.8677971064579999,Genoud.2018,1,NA
Pteronotus_parnellii,Pteronotus,Chiroptera,Mormoopidae,Pteronotus_parnellii,19.2,14.799398044416,1.2833012287035497,1.1702440511175876,Genoud.2018,1,NA
Pteronotus_personatus,Pteronotus,Chiroptera,Mormoopidae,Pteronotus_personatus,14,11.08749690624,1.146128035678238,1.0448335116579939,Genoud.2018,1,NA
Pteronotus_quadridens,Pteronotus,Chiroptera,Mormoopidae,Pteronotus_quadridens,4.8,2.89239049728,0.6812412373755872,0.4612569260240447,Genoud.2018,1,NA
Natalus_tumidirostris,Natalus,Chiroptera,Natalidae,Natalus_tumidirostris,5.4,4.010781489561601,0.7323937598229685,0.603229001931125,Genoud.2018,1,NA
Noctilio_albiventris,Noctilio,Chiroptera,Noctilionidae,Noctilio_albiventris,27,11.473148972544001,1.4313637641589874,1.059682632696913,Genoud.2018,1,NA
Noctilio_albiventris,Noctilio,Chiroptera,Noctilionidae,Noctilio_albiventris,38.6,18.4245274676736,1.586587304671755,1.265396358359395,Genoud.2018,1,NA
Noctilio_leporinus,Noctilio,Chiroptera,Noctilionidae,Noctilio_leporinus,61,22.657058895360002,1.7853298350107671,1.3552035335761186,Genoud.2018,1,NA
Ametrida_centurio,Ametrida,Chiroptera,Phyllostomidae,Ametrida_centurio,10.5,9.29035827726336,1.021189299069938,0.9680324626306881,Genoud.2018,0,NA
Anoura_caudifer,Anoura,Chiroptera,Phyllostomidae,Anoura_caudifer,11.5,16.920484409088,1.0606978403536116,1.2284127921062251,Genoud.2018,1,NA
Anoura_latidens,Anoura,Chiroptera,Phyllostomidae,Anoura_latidens,13.5,17.643582033408,1.130333768495006,1.2465867610348118,Genoud.2018,1,NA
Dermanura_cinerea,Dermanura,Chiroptera,Phyllostomidae,Artibeus_cinereus,10.5,9.29035827726336,1.021189299069938,0.9680324626306881,Genoud.2018,0,NA
Artibeus_concolor,Artibeus,Chiroptera,Phyllostomidae,Artibeus_concolor,19.7,15.859941226752001,1.294466226161593,1.2003015735903755,Genoud.2018,1,NA
Artibeus_jamaicensis,Artibeus,Chiroptera,Phyllostomidae,Artibeus_jamaicensis,45.2,27.236677182719998,1.6551384348113822,1.4351541234598395,Genoud.2018,1,NA
Artibeus_lituratus,Artibeus,Chiroptera,Phyllostomidae,Artibeus_lituratus,70.1,40.879119028224004,1.8457180179666586,1.611501527897115,Genoud.2018,1,NA
Artibeus_lituratus,Artibeus,Chiroptera,Phyllostomidae,Artibeus_lituratus,73.8,47.0013455808,1.8680563618230415,1.6721102913389378,Genoud.2018,1,NA
Artibeus_hirsutus,Artibeus,Chiroptera,Phyllostomidae,Artibeus_hirsutus,51.5,58.57090756992,1.711807229041191,1.7676819535747321,Genoud.2018,1,NA
Carollia_perspicillata,Carollia,Chiroptera,Phyllostomidae,Carollia_perspicillata,14.9,15.136843602432,1.173186268412274,1.180035323713616,Genoud.2018,1,NA
Carollia_perspicillata,Carollia,Chiroptera,Phyllostomidae,Carollia_perspicillata,15.6,14.365539469824,1.1931245983544616,1.1573219397166563,Genoud.2018,1,NA
Chiroderma_doriae,Chiroderma,Chiroptera,Phyllostomidae,Chiroderma_doriae,19.9,13.19315718825984,1.2988530764097066,1.1203487368174072,Genoud.2018,0,NA
Choeroniscus_godmani,Choeroniscus,Chiroptera,Phyllostomidae,Choeroniscus_godmani,10.1,9.207443083008,1.0043213737826426,0.9641390428881286,Genoud.2018,1,NA
Chrotopterus_auritus,Chrotopterus,Chiroptera,Phyllostomidae,Chrotopterus_auritus,96.1,49.122431945472,1.9827233876685453,1.6912798596468275,Genoud.2018,1,NA
Desmodus_rotundus,Desmodus,Chiroptera,Phyllostomidae,Desmodus_rotundus,29.4,12.919344221184,1.4683473304121573,1.11124046966919,Genoud.2018,1,NA
Diaemus_youngi,Diaemus,Chiroptera,Phyllostomidae,Diaemus_youngi,36.6,16.390212817920002,1.5634810853944108,1.2145845926826562,Genoud.2018,1,NA
Diphylla_ecaudata,Diphylla,Chiroptera,Phyllostomidae,Diphylla_ecaudata,27.8,16.342006309632,1.4440447959180762,1.2133053738434834,Genoud.2018,1,NA
Erophylla_bombifrons,Erophylla,Chiroptera,Phyllostomidae,Erophylla_bombifrons,16.41,8.725378000128,1.2151085810530933,0.9407842505095856,Genoud.2018,1,NA
Glossophaga_longirostris,Glossophaga,Chiroptera,Phyllostomidae,Glossophaga_longirostris,13.5,12.77472469632,1.130333768495006,1.106351549577209,Genoud.2018,1,NA
Glossophaga_soricina,Glossophaga,Chiroptera,Phyllostomidae,Glossophaga_soricina,9.6,10.412605790208,0.9822712330395684,1.017559426791332,Genoud.2018,1,NA
Leptonycteris_curasoae,Leptonycteris,Chiroptera,Phyllostomidae,Leptonycteris_curasoae,24,16.438419326208,1.380211241711606,1.2158600546328988,Genoud.2018,1,NA
Leptonycteris_yerbabuenae,Leptonycteris,Chiroptera,Phyllostomidae,Leptonycteris_yerbabuenae,22,17.595375525119998,1.3424226808222062,1.2453985400968757,Genoud.2018,1,NA
Macrotus_californicus,Macrotus,Chiroptera,Phyllostomidae,Macrotus_californicus,11.7,7.038150210048,1.0681858617461617,0.8474585314248382,Genoud.2018,1,NA
Monophyllus_redmani,Monophyllus,Chiroptera,Phyllostomidae,Monophyllus_redmani,8.81,5.447335436544,0.9449759084120479,0.7361841191238208,Genoud.2018,1,NA
Phyllostomus_discolor,Phyllostomus,Chiroptera,Phyllostomidae,Phyllostomus_discolor,33.5,16.63124535936,1.5250448070368452,1.2209247707136752,Genoud.2018,1,NA
Phyllostomus_elongatus,Phyllostomus,Chiroptera,Phyllostomidae,Phyllostomus_elongatus,35.6,18.704125215744,1.551449997972875,1.2719374012346083,Genoud.2018,1,NA
Phyllostomus_hastatus,Phyllostomus,Chiroptera,Phyllostomidae,Phyllostomus_hastatus,84.2,34.082001359616,1.9253120914996495,1.5325250894373006,Genoud.2018,1,NA
Platyrrhinus_lineatus,Platyrrhinus,Chiroptera,Phyllostomidae,Platyrrhinus_lineatus,21.9,15.522495668736001,1.3404441148401183,1.190961547336232,Genoud.2018,1,NA
Rhinophylla_pumilio,Rhinophylla,Chiroptera,Phyllostomidae,Rhinophylla_pumilio,9.5,7.809454342656,0.9777236052888477,0.892620690183032,Genoud.2018,1,NA
Sturnira_erythromos,Sturnira,Chiroptera,Phyllostomidae,Sturnira_erythromos,15.9,19.234396806912,1.2013971243204515,1.2840785713271492,Genoud.2018,1,NA
Sturnira_lilium,Sturnira,Chiroptera,Phyllostomidae,Sturnira_lilium,21.9,18.896951248896,1.3404441148401183,1.2763917426608582,Genoud.2018,1,NA
Sturnira_lilium,Sturnira,Chiroptera,Phyllostomidae,Sturnira_lilium,21.6,25.163797326336002,1.334453751150931,1.4007761786426633,Genoud.2018,1,NA
Tonatia_bidens,Tonatia,Chiroptera,Phyllostomidae,Tonatia_bidens,27.4,18.896951248896,1.437750562820388,1.2763917426608582,Genoud.2018,1,NA
Uroderma_bilobatum,Uroderma,Chiroptera,Phyllostomidae,Uroderma_bilobatum,16.2,12.822931204608,1.209515014542631,1.107987312271468,Genoud.2018,1,NA
Vampyriscus_nymphaea,Vampyriscus,Chiroptera,Phyllostomidae,Vampyressa_nymphaea,10.5,9.29035827726336,1.021189299069938,0.9680324626306881,Genoud.2018,0,NA
Vampyressa_pusilla,Vampyressa,Chiroptera,Phyllostomidae,Vampyressa_pusilla,8.8,7.89044127657984,0.9444826721501687,0.897101292008486,Genoud.2018,0,NA
Cynopterus_brachyotis,Cynopterus,Chiroptera,Pteropodidae,Cynopterus_brachyotis,37.4,22.8980914368,1.57287160220048,1.3597992852652676,Genoud.2018,1,NA
Dobsonia_anderseni,Dobsonia,Chiroptera,Pteropodidae,Dobsonia_anderseni,241,83.87932442112,2.3820170425748683,1.9236549239230007,Genoud.2018,1,NA
Dobsonia_minor,Dobsonia,Chiroptera,Pteropodidae,Dobsonia_minor,87,52.834333083648,1.9395192526186185,1.7229162297887515,Genoud.2018,1,NA
Dobsonia_minor,Dobsonia,Chiroptera,Pteropodidae,Dobsonia_minor,73.7,35.865642166271996,1.8674674878590516,1.5546786111862798,Genoud.2018,1,NA
Dobsonia_moluccensis,Dobsonia,Chiroptera,Pteropodidae,Dobsonia_moluccensis,404.3,177.351743991552,2.6067037413336744,2.248835463471528,Genoud.2018,1,NA
Dobsonia_praedatrix,Dobsonia,Chiroptera,Pteropodidae,Dobsonia_praedatrix,179.5,68.69427431039999,2.254064452914338,1.83692053998493,Genoud.2018,1,NA
Eonycteris_spelaea,Eonycteris,Chiroptera,Pteropodidae,Eonycteris_spelaea,51.6,23.13912397824,1.7126497016272113,1.3643469130159882,Genoud.2018,1,NA
Epomophorus_wahlbergi,Epomophorus,Chiroptera,Pteropodidae,Epomophorus_wahlbergi,101.7,50.6939641156608,2.0073209529227447,1.7049562530747262,Genoud.2018,1,NA
Epomophorus_wahlbergi,Epomophorus,Chiroptera,Pteropodidae,Epomophorus_wahlbergi,84.4,45.068264598451194,1.9263424466256551,1.6538708354211686,Genoud.2018,1,NA
Epomophorus_wahlbergi,Epomophorus,Chiroptera,Pteropodidae,Epomophorus_wahlbergi,99.4,66.35143800760319,1.9973863843973134,1.8218503395892935,Genoud.2018,1,NA
Macroglossus_minimus,Macroglossus,Chiroptera,Pteropodidae,Macroglossus_minimus,16.4,6.941737193472,1.2148438480476977,0.8414681677356507,Genoud.2018,1,NA
Macroglossus_minimus,Macroglossus,Chiroptera,Pteropodidae,Macroglossus_minimus,16.3,10.1378286929664,1.212187604403958,1.0059449483267222,Genoud.2018,1,NA
Megaloglossus_woermanni,Megaloglossus,Chiroptera,Pteropodidae,Megaloglossus_woermanni,11.28,7.6359109128192,1.0523090996473234,0.8828608528938757,Genoud.2018,0,NA
Melonycteris_melanops,Melonycteris,Chiroptera,Pteropodidae,Melonycteris_melanops,53.3,20.825211580416,1.7267272090265722,1.3185894224553132,Genoud.2018,1,NA
Nyctimene_albiventer,Nyctimene,Chiroptera,Pteropodidae,Nyctimene_albiventer,28.2,19.427222840064,1.4502491083193612,1.2884107217815106,Genoud.2018,1,NA
Nyctimene_albiventer,Nyctimene,Chiroptera,Pteropodidae,Nyctimene_albiventer,30.9,13.160376762623999,1.4899584794248346,1.119268322681157,Genoud.2018,1,NA
Nyctimene_cyclotis,Nyctimene,Chiroptera,Pteropodidae,Nyctimene_cyclotis,40.4,31.141404354047996,1.606381365110605,1.493338193635485,Genoud.2018,1,NA
Nyctimene_robinsoni,Nyctimene,Chiroptera,Pteropodidae,Nyctimene_robinsoni,54.8,26.368960033536005,1.7387805584843692,1.421093001973832,Genoud.2018,1,NA
Paranyctimene_raptor,Paranyctimene,Chiroptera,Pteropodidae,Paranyctimene_raptor,21.3,14.172713436672,1.3283796034387378,1.1514530060525583,Genoud.2018,1,NA
Paranyctimene_raptor,Paranyctimene,Chiroptera,Pteropodidae,Paranyctimene_raptor,23.6,11.810594530560001,1.3729120029701065,1.0722717600049336,Genoud.2018,1,NA
Pteropus_giganteus,Pteropus,Chiroptera,Pteropodidae,Pteropus_giganteus,562.2,140.136319593216,2.749890841271422,2.146550707410829,Genoud.2018,1,NA
Pteropus_hypomelanus,Pteropus,Chiroptera,Pteropodidae,Pteropus_hypomelanus,520.8,139.84708054348803,2.7166709755601355,2.1456534044430655,Genoud.2018,1,NA
Pteropus_poliocephalus,Pteropus,Chiroptera,Pteropodidae,Pteropus_poliocephalus,598,152.766424764672,2.776701183988411,2.184027914830702,Genoud.2018,1,NA
Pteropus_pumilus,Pteropus,Chiroptera,Pteropodidae,Pteropus_pumilus,194.2,60.933026476032005,2.288249225571986,1.7848527495867674,Genoud.2018,1,NA
Pteropus_rodricensis,Pteropus,Chiroptera,Pteropodidae,Pteropus_rodricensis,254.5,65.030579680512,2.4056877866727775,1.8131176253123054,Genoud.2018,1,NA
Pteropus_scapulatus,Pteropus,Chiroptera,Pteropodidae,Pteropus_scapulatus,362,116.90078259839999,2.558708570533166,2.0678174185786835,Genoud.2018,1,NA
Pteropus_vampyrus,Pteropus,Chiroptera,Pteropodidae,Pteropus_vampyrus,1024.3,387.628533143808,3.010427172717049,2.5884157377564865,Genoud.2018,1,NA
Rousettus_aegyptiacus,Rousettus,Chiroptera,Pteropodidae,Rousettus_aegyptiacus,146,59.101179161088,2.164352855784437,1.7715961458227973,Genoud.2018,1,NA
Rousettus_amplexicaudatus,Rousettus,Chiroptera,Pteropodidae,Rousettus_amplexicaudatus,91.5,50.279388144384,1.9614210940664483,1.701389984066932,Genoud.2018,1,NA
Syconycteris_australis,Syconycteris,Chiroptera,Pteropodidae,Syconycteris_australis,17.8,12.3553280742144,1.250420002308894,1.091854281824645,Genoud.2018,1,NA
Syconycteris_australis,Syconycteris,Chiroptera,Pteropodidae,Syconycteris_australis,16.3,8.171003154816,1.212187604403958,0.9122753781795021,Genoud.2018,1,NA
Syconycteris_australis,Syconycteris,Chiroptera,Pteropodidae,Syconycteris_australis,15.3,12.7602627438336,1.1846914308175989,1.1058596169417494,Genoud.2018,1,NA
Syconycteris_australis,Syconycteris,Chiroptera,Pteropodidae,Syconycteris_australis,18,11.9744966587392,1.255272505103306,1.0782572671449437,Genoud.2018,1,NA
Rhinolophus_capensis,Rhinolophus,Chiroptera,Rhinolophidae,Rhinolophus_capensis,11.9,3.4419446917632,1.0755469613925308,0.5368038874165755,Genoud.2018,1,NA
Rhinolophus_clivosus,Rhinolophus,Chiroptera,Rhinolophidae,Rhinolophus_clivosus,16.83,6.4885960155648,1.2260841159758238,0.8121507355283591,Genoud.2018,1,NA
Antrozous_pallidus,Antrozous,Chiroptera,Vespertilionidae,Antrozous_pallidus,22,8.144971640340481,1.3424226808222062,0.9108895764941194,Genoud.2018,0,NA
Chalinolobus_gouldii,Chalinolobus,Chiroptera,Vespertilionidae,Chalinolobus_gouldii,17.5,12.148040088576002,1.2430380486862944,1.0845062164219452,Genoud.2018,1,NA
Eptesicus_fuscus,Eptesicus,Chiroptera,Vespertilionidae,Eptesicus_fuscus,15,8.1854651073024,1.1760912590556813,0.913043361548335,Genoud.2018,1,NA
Histiotus_velatus,Histiotus,Chiroptera,Vespertilionidae,Histiotus_velatus,11.2,4.8061888763136,1.0492180226701815,0.6818008339520568,Genoud.2018,1,NA
Lasiurus_borealis,Lasiurus,Chiroptera,Vespertilionidae,Lasiurus_borealis,12.2,8.412035696256002,1.0863598306747482,0.9249011069355999,Genoud.2018,1,NA
Lasiurus_cinereus,Lasiurus,Chiroptera,Vespertilionidae,Lasiurus_cinereus,19.9,7.9637151691776005,1.2988530764097066,0.9011157186247645,Genoud.2018,1,NA
Lasiurus_intermedius,Lasiurus,Chiroptera,Vespertilionidae,Lasiurus_intermedius,22.6,8.821791016704,1.354108439147401,0.9455567653708306,Genoud.2018,1,NA
Lasiurus_seminolus,Lasiurus,Chiroptera,Vespertilionidae,Lasiurus_seminolus,9.8,6.5078786188799995,0.9912260756924949,0.8134394441354071,Genoud.2018,1,NA
Myotis_bechsteinii,Myotis,Chiroptera,Vespertilionidae,Myotis_bechsteinii,8.9,4.627824795648,0.9493900066449128,0.6653769086799696,Genoud.2018,1,NA
Myotis_bechsteinii,Myotis,Chiroptera,Vespertilionidae,Myotis_bechsteinii,9.4,4.5844389381888,0.9731278535996987,0.6612861925778151,Genoud.2018,1,NA
Myotis_chiloensis,Myotis,Chiroptera,Vespertilionidae,Myotis_chiloensis,5.78,4.9026018928896,0.761927838420529,0.6904266285631457,Genoud.2018,1,NA
Myotis_daubentonii,Myotis,Chiroptera,Vespertilionidae,Myotis_daubentonii,7.8,3.760107646464,0.8920946026904804,0.5752002783308815,Genoud.2018,1,NA
Myotis_nattereri,Myotis,Chiroptera,Vespertilionidae,Myotis_nattereri,7.1,4.193966221056,0.8512583487190752,0.6226249282590196,Genoud.2018,1,NA
Nyctalus_noctula,Nyctalus,Chiroptera,Vespertilionidae,Nyctalus_noctula,20,6.363259094016,1.3010299956639813,0.803679606846251,Genoud.2018,0,NA
Nycticeius_humeralis,Nycticeius,Chiroptera,Vespertilionidae,Nycticeius_humeralis,9,5.158096386816,0.9542425094393249,0.7124894533256108,Genoud.2018,1,NA
Nyctophilus_bifax,Nyctophilus,Chiroptera,Vespertilionidae,Nyctophilus_bifax,9.9,6.107764600089601,0.9956351945975499,0.7858822905238425,Genoud.2018,1,NA
Nyctophilus_geoffroyi,Nyctophilus,Chiroptera,Vespertilionidae,Nyctophilus_geoffroyi,8,5.495541944832,0.9030899869919435,0.7400105269768738,Genoud.2018,1,NA
Nyctophilus_geoffroyi,Nyctophilus,Chiroptera,Vespertilionidae,Nyctophilus_geoffroyi,7.1,4.6567487006208,0.8512583487190752,0.6680828020558944,Genoud.2018,1,NA
Nyctophilus_gouldi,Nyctophilus,Chiroptera,Vespertilionidae,Nyctophilus_gouldi,10,5.8811940111359995,1,0.7694655063151493,Genoud.2018,1,NA
Nyctophilus_gouldi,Nyctophilus,Chiroptera,Vespertilionidae,Nyctophilus_gouldi,9.9,6.3970036498175995,0.9956351945975499,0.8059765985048366,Genoud.2018,1,NA
Otonycteris_hemprichii,Otonycteris,Chiroptera,Vespertilionidae,Otonycteris_hemprichii,25.4,6.91474154883072,1.404833716619938,0.8397759521945275,Genoud.2018,0,NA
Pipistrellus_pipistrellus,Pipistrellus,Chiroptera,Vespertilionidae,Pipistrellus_pipistrellus,4.6,3.85652066304,0.6627578316815741,0.5861956626323447,Genoud.2018,1,NA
Plecotus_auritus,Plecotus,Chiroptera,Vespertilionidae,Plecotus_auritus,11.42,8.966410541567999,1.0576661039098292,0.9526186198583173,Genoud.2018,1,NA
Plecotus_auritus,Plecotus,Chiroptera,Vespertilionidae,Plecotus_auritus,10.7,7.0815360675072,1.0293837776852097,0.8501274714306576,Genoud.2018,1,NA
Plecotus_auritus,Plecotus,Chiroptera,Vespertilionidae,Plecotus_auritus,7.8,4.5506943823872,0.8920946026904804,0.6580776699384701,Genoud.2018,1,NA
Plecotus_auritus,Plecotus,Chiroptera,Vespertilionidae,Plecotus_auritus,7.8,4.57961828736,0.8920946026904804,0.6608292809292489,Genoud.2018,1,NA
Vespadelus_vulturnus,Vespadelus,Chiroptera,Vespertilionidae,Vespadelus_vulturnus,4,1.9668255381504,0.6020599913279624,0.29376583873028106,Genoud.2018,1,NA
Atelerix_albiventris,Atelerix,Eulipotyphla,Erinaceidae,Atelerix_albiventris,450,70.718947658496,2.6532125137753435,1.849535789483684,Genoud.2018,1,NA
Echinosorex_gymnura,Echinosorex,Eulipotyphla,Erinaceidae,Echinosorex_gymnura,721,214.229722831872,2.857935264719429,2.3308797259092313,Genoud.2018,0,NA
Erinaceus_concolor,Erinaceus,Eulipotyphla,Erinaceidae,Erinaceus_concolor,823,167.27658375936,2.91539983521227,2.223435150431275,Genoud.2018,1,NA
Erinaceus_europaeus,Erinaceus,Eulipotyphla,Erinaceidae,Erinaceus_europaeus,889,209.98755010252805,2.9489017609702137,2.3221935467241384,Genoud.2018,1,NA
Erinaceus_europaeus,Erinaceus,Eulipotyphla,Erinaceidae,Erinaceus_europaeus,749,162.504139438848,2.8744818176994666,2.210864428161373,Genoud.2018,1,NA
Erinaceus_europaeus,Erinaceus,Eulipotyphla,Erinaceidae,Erinaceus_europaeus,505,193.50092426803198,2.7032913781186614,2.286683043791868,Genoud.2018,1,NA
Hemiechinus_auritus,Hemiechinus,Eulipotyphla,Erinaceidae,Hemiechinus_auritus,397,72.74362100659201,2.598790506763115,1.861794915415991,Genoud.2018,1,NA
Hylomys_suillus,Hylomys,Eulipotyphla,Erinaceidae,Hylomys_suillus,77.3,38.758032663552,1.888179493918325,1.5883617243888524,Genoud.2018,1,NA
Paraechinus_aethiopicus,Paraechinus,Eulipotyphla,Erinaceidae,Paraechinus_aethiopicus,453,54.61797389030399,2.656098202012832,1.7373355855037982,Genoud.2018,1,NA
Blarina_brevicauda,Blarina,Eulipotyphla,Soricidae,Blarina_brevicauda,21,25.308416851199997,1.3222192947339193,1.4032649790463578,Genoud.2018,1,NA
Blarina_brevicauda,Blarina,Eulipotyphla,Soricidae,Blarina_brevicauda,20.5,31.81629547008,1.3117538610557542,1.5026496111822698,Genoud.2018,1,NA
Blarina_brevicauda,Blarina,Eulipotyphla,Soricidae,Blarina_brevicauda,21,31.483670562892808,1.3222192947339193,1.498085359401158,Genoud.2018,1,NA
Blarina_carolinensis,Blarina,Eulipotyphla,Soricidae,Blarina_carolinensis,10.2,16.052767259903998,1.0086001717619175,1.205549909146721,Genoud.2018,1,NA
Crocidura_hildegardeae,Crocidura,Eulipotyphla,Soricidae,Crocidura_hildegardeae,10,12.533692154879999,1,1.098079023611219,Genoud.2018,1,NA
Crocidura_jouvenetae,Crocidura,Eulipotyphla,Soricidae,Crocidura_jouvenetae,10.2,10.798257856512,1.0086001717619175,1.033353693974564,Genoud.2018,1,NA
Crocidura_luna,Crocidura,Eulipotyphla,Soricidae,Crocidura_luna,11.8,11.955214055424001,1.0718820073061255,1.0775573564666174,Genoud.2018,1,NA
Crocidura_olivieri,Crocidura,Eulipotyphla,Soricidae,Crocidura_olivieri,33.2,21.403689679872002,1.5211380837040362,1.330488645755021,Genoud.2018,1,NA
Crocidura_olivieri,Crocidura,Eulipotyphla,Soricidae,Crocidura_olivieri,38.9,28.152600840192,1.5899496013257077,1.4495185227528007,Genoud.2018,1,NA
Crocidura_poensis,Crocidura,Eulipotyphla,Soricidae,Crocidura_poensis,17.3,14.992224077568,1.2380461031287955,1.1758660646672385,Genoud.2018,1,NA
Crocidura_russula,Crocidura,Eulipotyphla,Soricidae,Crocidura_russula,10.4,11.039290397952,1.0170333392987803,1.042941157980289,Genoud.2018,1,NA
Crocidura_russula,Crocidura,Eulipotyphla,Soricidae,Crocidura_russula,12.8,10.750051348224,1.1072099696478683,1.0314105386885617,Genoud.2018,1,NA
Crocidura_russula,Crocidura,Eulipotyphla,Soricidae,Crocidura_russula,11.4,12.750621442176,1.0569048513364727,1.1055313520116057,Genoud.2018,1,NA
Crocidura_russula,Crocidura,Eulipotyphla,Soricidae,Crocidura_russula,11.3,10.798257856512,1.0530784434834197,1.033353693974564,Genoud.2018,1,NA
Crocidura_suaveolens,Crocidura,Eulipotyphla,Soricidae,Crocidura_suaveolens,7.9,9.7473559758336,0.8976270912904415,0.9888868268953833,Genoud.2018,1,NA
Crocidura_suaveolens,Crocidura,Eulipotyphla,Soricidae,Crocidura_suaveolens,8.53,10.5379427117568,0.930949031167523,1.0227558332540851,Genoud.2018,1,NA
Crocidura_suaveolens,Crocidura,Eulipotyphla,Soricidae,Crocidura_suaveolens,6.5,9.111030066431999,0.8129133566428556,0.9595674798136452,Genoud.2018,1,NA
Crocidura_viaria,Crocidura,Eulipotyphla,Soricidae,Crocidura_viaria,14.7,10.653638331648,1.167317334748176,1.0274979493255119,Genoud.2018,1,NA
Cryptotis_parva,Cryptotis,Eulipotyphla,Soricidae,Cryptotis_parva,6.2,9.15923657472,0.7923916894982539,0.96185927659323,Genoud.2018,1,NA
Cryptotis_parva,Cryptotis,Eulipotyphla,Soricidae,Cryptotis_parva,5.11,9.7811005316352,0.7084209001347127,0.9903877226737471,Genoud.2018,1,NA
Myosorex_varius,Myosorex,Eulipotyphla,Soricidae,Myosorex_varius,12.32,11.5020728775168,1.0906107078284066,1.0607761149747241,Genoud.2018,1,NA
Neomys_fodiens,Neomys,Eulipotyphla,Soricidae,Neomys_fodiens,13.5,18.896951248896,1.130333768495006,1.2763917426608582,Genoud.2018,1,NA
Notiosorex_crawfordi,Notiosorex,Eulipotyphla,Soricidae,Notiosorex_crawfordi,4,6.074020044288001,0.6020599913279624,0.7834762207579641,Genoud.2018,1,NA
Sorex_alpinus,Sorex,Eulipotyphla,Soricidae,Sorex_alpinus,7.9,23.235536994816,0.8976270912904415,1.3661527138792506,Genoud.2018,1,NA
Sorex_araneus,Sorex,Eulipotyphla,Soricidae,Sorex_araneus,7.5,21.548309204736004,0.8750612633917001,1.3334131987723377,Genoud.2018,1,NA
Sorex_araneus,Sorex,Eulipotyphla,Soricidae,Sorex_araneus,7.06,20.203347623500797,0.8488047010518037,1.3054233364742454,Genoud.2018,1,NA
Sorex_coronatus,Sorex,Eulipotyphla,Soricidae,Sorex_coronatus,9.1,25.019177801472,0.9590413923210935,1.398273033488859,Genoud.2018,1,NA
Sorex_minutus,Sorex,Eulipotyphla,Soricidae,Sorex_minutus,3.3,13.690648353792,0.5185139398778874,1.1364240156874388,Genoud.2018,1,NA
Sorex_palustris,Sorex,Eulipotyphla,Soricidae,Sorex_palustris,14.4,34.057898105472,1.1583624920952498,1.5322178418249786,Genoud.2018,1,NA
Suncus_etruscus,Suncus,Eulipotyphla,Soricidae,Suncus_etruscus,2.2,3.3937381834752,0.3424226808222063,0.5306783347825133,Genoud.2018,1,NA
Condylura_cristata,Condylura,Eulipotyphla,Talpidae,Condylura_cristata,49,53.171778641664,1.6901960800285136,1.7256811880805916,Genoud.2018,1,NA
