Binomial.1.2,Order.1.2,Family.1.2,log10BM,log10.bmr.median,log10.bmr.mean,sd,log10.bmr.lower.95hpd,log10.bmr.upper.95hpd,log10.fmr.median,log10.fmr.mean,sd1,log10.fmr.lower.95hpd,log10.fmr.upper.95hpd,bmr.median,bmr.mean,bmr.lower.95hpd,bmr.upper.95hpd,fmr.median,fmr.mean,fmr.lower.95hpd,fmr.upper.95hpd
Phascolonus_gigas,Diprotodontia,Vombatidae,5.301029995663981,3.97047713293727,3.970136769144443,0.0720180257685412,3.8258761941031434,4.111085929930984,4.266527696932374,4.266881156818716,0.06893736952201972,4.13115843895046,4.406560100755454,9342.801739739523,9335.48249944675,6696.93670208102,12914.74780798603,18472.585992271943,18487.62642255896,13525.659151651042,25501.169666825983
Phascolosorex_doriae,Dasyuromorphia,Dasyuridae,2.226084115975824,1.7567094085679167,1.759230743855243,0.07669315788053901,1.6032516061727866,1.9061631721548968,2.192212544705586,2.1950010216928697,0.0773347470924288,2.047525680709376,2.352391869010978,57.109638164413504,57.44215755572962,40.109902489108954,80.56810930444517,155.67273110869087,156.6754755948855,111.56441196892337,225.10848700453366
Phascolosorex_dorsalis,Dasyuromorphia,Dasyuridae,2.1414497734004674,1.6802508063743467,1.6806784272194726,0.0665475248560022,1.548735000423069,1.8084954799316184,2.120017002757818,2.1202752325067866,0.06712554359434743,1.9915332322911876,2.254061295982649,47.8906582475107,47.93783621106348,35.37814034306979,64.34213683294581,131.8308349709126,131.90924436282378,98.06933542812212,179.49869520060196
Phataginus_tetradactyla,Pholidota,Manidae,3.439332693830263,2.4108435408357556,2.4105963801082697,0.07637360456765326,2.264591854210556,2.5639605056840624,2.792141259463655,2.791512696242108,0.07740747624442493,2.636723675965438,2.942612814500418,257.5393177320536,257.39279158837263,183.9042874229844,366.40425268791074,619.6425884501765,618.746415831578,433.2351406579201,876.2192991677813
Phataginus_tricuspis,Pholidota,Manidae,3.31527743947181,2.3640026780827124,2.3643009623696427,0.0671480710048372,2.2279537411996317,2.4912147959311848,2.751011132135336,2.7508261226397477,0.06829659773856865,2.6148373929787883,2.8826131387830314,231.20790475979052,231.36675866417673,169.02608842137283,309.89516180572184,563.6521035597925,563.4120388410167,411.9432518672114,763.1556762311827
Phenacomys_intermedius,Rodentia,Cricetidae,1.4014005407815442,1.4646221094183436,1.4640567088386047,0.06307434722727688,1.3387080852018782,1.5859179154724563,1.9373944549945836,1.937112965887062,0.06471327461098118,1.8107267748402571,2.0650808395045113,29.148895912763166,29.110972153769673,21.812632639899334,38.54055065932425,86.5753896776675,86.5192937930875,64.6735610722977,116.16648258193901
Phenacomys_ungava,Rodentia,Cricetidae,1.5118833609788744,1.5356631995860215,1.5346595803522296,0.0687952723290637,1.3997195799506472,1.6709059171123202,2.00346095183259,2.0027206365006798,0.06993635596038497,1.8679228499811726,2.145400214764807,34.329161800600815,34.24992149331226,25.102650524951603,46.871183229513164,100.80009741801712,100.62841600497227,73.77731571559724,139.76557474595367
Philander_andersoni,Didelphimorphia,Didelphidae,2.5118833609788744,1.9709535869698507,1.9707835131975053,0.07239447139124476,1.831104553519673,2.1175490683092537,2.393446614152996,2.3936321020041067,0.07314219174571858,2.2505366086845577,2.5395428584247277,93.53057127302013,93.49395099928554,67.78046649535493,131.0838137680062,247.42672922052319,247.53242813325997,178.0477987228168,346.3720647077671
Philander_deltae,Didelphimorphia,Didelphidae,2.115943176939055,1.6812389408664088,1.68150957296797,0.07293557216577047,1.540171948134741,1.8265980942383462,2.122124662178778,2.1222595944147975,0.07383138731529565,1.978776624308897,2.2713023043281595,47.999746181096675,48.0296667097521,34.68741594937557,67.08077851685522,132.47217357389596,132.51333813942756,95.23062273888857,186.76792953594654
Philander_frenatus,Didelphimorphia,Didelphidae,2.2245330626060857,1.7629204086802501,1.7622560981054884,0.07476475288688474,1.618225560173028,1.9095785289515625,2.198454926048882,2.19809650289294,0.07562556698643805,2.0487100275082724,2.343141026849576,57.93225167010274,57.84370440536339,41.5169613910534,81.20420687778899,157.92646927071362,157.7961863533344,111.86906995574321,220.36419274192082
Philander_mcilhennyi,Didelphimorphia,Didelphidae,2.710878617685173,2.117809848932061,2.116392005190764,0.07222233528819147,1.973696207482274,2.257276134308792,2.5312618119290993,2.530243527452349,0.07322483059842153,2.3893785932613394,2.677314395340334,131.16254924666265,130.73504032828959,94.1230967484444,180.83235337920485,339.83007545739656,339.0342138016728,245.1199126908249,475.67945616451567
Philander_mondolfii,Didelphimorphia,Didelphidae,2.3049211619008916,1.8202036657157867,1.8200146291516592,0.07230179090351328,1.6835803858995841,1.9668375633246447,2.252474575968614,2.252220489625071,0.07292182732993441,2.10975702194696,2.3957517934559354,66.10033579101088,66.07157037530506,48.25922973951514,92.64832313547686,178.84408289363466,178.73947979464438,128.75290064538152,248.74353011820367
Philander_olrogi,Didelphimorphia,Didelphidae,2.6201360549737576,2.0507582578982575,2.050071576712337,0.072517495501294,1.9097370412813626,2.197465080822104,2.4688710304746184,2.468025794127027,0.07334187320829216,2.3273966745692793,2.6188126007651897,112.3979157312035,112.22033910531486,81.23385085873635,157.56693269376163,294.35473784316883,293.78241334751544,212.51846704869786,415.73118266365594
Philander_opossum,Didelphimorphia,Didelphidae,2.767526899408382,2.1559054715975456,2.1555124151929395,0.06583988798322606,2.02352984874949,2.283000108734252,2.567306871648455,2.5668027288671422,0.06676550239987025,2.4311443626231988,2.694081625691958,143.1876203621876,143.0580876305666,105.56740564463828,191.86692210471892,369.23840956746585,368.8100346178441,269.86363295804597,494.403601462
Philantomba_maxwellii,Cetartiodactyla,Bovidae,4.079181246047625,3.3678746454820256,3.3677329817648416,0.0750265039202644,3.2173569306255194,3.511863103046453,3.718648821429144,3.719720166127823,0.07491929663833273,3.5753474084078274,3.870500903262302,2332.7846314363396,2332.0238180636343,1649.5175122254036,3249.848405292715,5231.772146995996,5244.694140474877,3761.381709735874,7421.657413220228
Philantomba_monticola,Cetartiodactyla,Bovidae,3.7958800173440754,3.1479555715226395,3.1484989025568995,0.06744497754983991,3.0179029981013974,3.2782622110622563,3.5125991690811658,3.5132948344705457,0.06774020934588675,3.382549315673411,3.6455737594449182,1405.903692333683,1407.6636712534355,1042.0846484502038,1897.8514283781303,3255.3610963539336,3260.5798059906615,2412.95551666279,4421.542048188918
Philantomba_walteri,Cetartiodactyla,Bovidae,3.9542425094393248,3.2736453299776533,3.273974592463551,0.07413106962511239,3.124485929938087,3.415762426145021,3.631183540250312,3.6316105653751674,0.0740116120390968,3.485302112154508,3.776446152275064,1877.7826843821683,1879.2068743199668,1331.9438899422394,2604.7282852233257,4277.436197026476,4281.644104554963,3057.046974641096,5976.489382190901
Phloeomys_cumingi,Rodentia,Muridae,3.2892097826449858,2.6170037396038275,2.6183765306865974,0.0968816499578507,2.4233870979457564,2.801437289489642,3.004615504463986,3.0060802740396633,0.09748568133529498,2.8195927908610936,3.20223636961825,414.00323968527357,415.31396127829834,265.0861867912748,633.0489451941244,1010.6842652183674,1014.0988122150115,660.0742499058808,1593.075540283982
Phloeomys_pallidus,Rodentia,Muridae,3.3521825181113627,2.6648055415007583,2.6648690623800113,0.09703097547266289,2.478179543602626,2.8574544094949954,3.0493307293076004,3.0497256529873766,0.09762960645941944,2.858547074205961,3.239992383444538,462.174033292239,462.2416368406425,300.7319314850109,720.2021433173126,1120.2906963366206,1121.309890832935,722.0164197631038,1737.770351870481
