Binomial.1.2,Order.1.2,Family.1.2,log10BM,log10.bmr.median,log10.bmr.mean,sd.bmr,log10.bmr.lower.95hpd,log10.bmr.upper.95hpd,log10.fmr.median,log10.fmr.mean,sd.fmr,log10.fmr.lower.95hpd,log10.fmr.upper.95hpd,bmr.median,bmr.mean,bmr.lower.95hpd,bmr.upper.95hpd,fmr.median,fmr.mean,fmr.lower.95hpd,fmr.upper.95hpd
Abrothrix_lanosus,Rodentia,Cricetidae,1.5118833609788744,1.4083563397741827,1.4079943469620089,0.05492451858503017,1.300754393700435,1.5153923391128703,1.876173083379801,1.8758598010650878,0.05729966985219589,1.7695995087101866,1.9921211105043968,25.60686074898495,25.58552583030762,19.987312086824225,32.763654617667534,75.19225049121155,75.13802942925338,58.830089448100196,98.20217585385367
Abrothrix_longipilis,Rodentia,Cricetidae,1.575187844927661,1.4446083419793774,1.4441873202484097,0.055819951186387023,1.3334203493611456,1.5524398867740412,1.9095016315134818,1.9091849684491926,0.057950762050902535,1.7909733703024198,2.0192581528929447,27.836097049658196,27.809124745447956,21.548663997102786,35.681235739093516,81.1898298987167,81.13065242675395,61.79785062991773,104.53414053760685
Abrothrix_olivaceus,Rodentia,Cricetidae,1.4313637641589874,1.350401977802508,1.3503315665715068,0.05339341026175167,1.2457884707190148,1.4570716173473408,1.8218846115449094,1.82184470185934,0.05594727009589393,1.711482274579819,1.932504888423712,22.40794231470998,22.404309657665188,17.611180599767465,28.64650326224824,66.35667427783143,66.35057668175831,51.46148029481785,85.60613475022942
Abrothrix_sanborni,Rodentia,Cricetidae,1.3926969532596658,1.316785446045965,1.3163749612088613,0.058804256170044374,1.1995677191972691,1.4311060738113288,1.790100527782928,1.789639771916871,0.06120018213496687,1.6680633094907205,1.9085580012770649,20.738887037167103,20.71929439404866,15.833164327462207,26.983984195255992,61.673774395372845,61.60837756012329,46.56539695108904,81.0136130465858
Acerodon_celebensis,Chiroptera,Pteropodidae,2.591064607026499,2.1229045251992824,2.123381997486959,0.17883230590808633,1.7900890418135431,2.484042908555229,2.5418956832946775,2.5423586185404496,0.17898525605497917,2.212299142007907,2.906644289508985,132.71026769283745,132.85625232579395,61.67214330461138,304.8196138357166,348.25365512592396,348.6250732630361,163.04186782245628,806.5741321239701
Acerodon_humilis,Chiroptera,Pteropodidae,2.777861624176242,2.2589968794892377,2.2605967342578936,0.1785450422780178,1.9219487193670677,2.6162802528392364,2.6694350633580086,2.6711111176483033,0.17867939884439996,2.330043019601425,3.0248271276831393,181.5502617901401,182.22029032908603,83.55043577054904,413.31413004465827,467.12710010441697,468.9333470711717,213.8173878590628,1058.8321697277206
Acerodon_jubatus,Chiroptera,Pteropodidae,3.031408464251624,2.4440884718189313,2.4446819765980337,0.178725984753323,2.1048945850827816,2.802477207985956,2.843443684465597,2.8437102364294087,0.17882789269595023,2.5121168131322142,3.2080268148080604,278.02795916481625,278.4081705935138,127.31940051794243,634.5665977022207,697.3385662133201,697.7666951108218,325.17474858393786,1614.4582358532045
Acerodon_leucotis,Chiroptera,Pteropodidae,2.710286647702891,2.210346016748847,2.2107571776962476,0.17882295506353404,1.8725022525344224,2.5694140956302265,2.622547727466668,2.6243328279083658,0.17892601625103466,2.2796490933158062,2.9771094328407885,162.31027618817808,162.46401345656622,74.55937391531471,371.0343308562572,419.32207620345645,421.0491819514697,190.3921741818299,948.6574744058122
Acerodon_mackloti,Chiroptera,Pteropodidae,2.6723749787460793,2.180178780537414,2.1825934268239373,0.17798058794719254,1.852503381938447,2.546307254253525,2.596116585341278,2.597886543180921,0.17810471182698334,2.2675746521123643,2.9591959651840725,151.41844453880535,152.26266499866406,71.2038344763362,351.8092501831092,394.5632074328837,396.1745225259581,185.17171637745355,910.3239422696579
Acinonyx_jubatus,Carnivora,Felidae,4.669316880566112,3.708416474617736,3.7093380187012195,0.04929288022128311,3.610091578540044,3.801398254813796,4.033124038063084,4.034166109275594,0.05392373100811385,3.931364440110232,4.140454849457015,5109.947928703973,5120.802411434975,4074.6619007415215,6329.920488923778,10792.549222658221,10818.476580702209,8538.162971542186,13818.30739209576
Acomys_airensis,Rodentia,Muridae,1.6839471307515121,1.39583017156431,1.3957490306510099,0.05959605726219392,1.2839975792728682,1.5155084357748096,1.8557232804561208,1.8558196894450476,0.060426071520909536,1.7373591803225388,1.973021628411871,24.878842547729132,24.874194771802845,19.23081009760952,32.77241424863654,71.73370797461098,71.74963390095552,54.62094131507042,93.97701111337432
Acomys_cahirinus,Rodentia,Muridae,1.7201593034059568,1.4206414933077238,1.4196589797030539,0.055994476144719356,1.3119990610172685,1.5294506008696436,1.8786409838983564,1.8780891625624423,0.056703992518575726,1.768381212940228,1.9894403373268363,26.341560129212283,26.28203441835001,20.511577440379646,33.84157763372353,75.62075061913058,75.52472673270803,58.665288795089815,97.59786948462528
Acomys_cilicicus,Rodentia,Muridae,1.6283889300503116,1.3585202635236926,1.357761539870918,0.062427609236982415,1.234982496369064,1.480441585782763,1.8206799141644128,1.8203490841358294,0.0630455979464065,1.6987161622230502,1.9465062492650311,22.830754470414767,22.79090337452907,17.178391506609383,30.230239352428747,66.17286134825893,66.12247242005547,49.970783885875036,88.41098909768584
Acomys_cineraceus,Rodentia,Muridae,1.307496037913213,1.1233874259749146,1.1235974063278382,0.06381007027131315,0.9916599927532084,1.2448878473177774,1.6007736595254052,1.600721970289808,0.06480205513816051,1.4721888769654257,1.726576285075572,13.285791298026467,13.292216499797645,9.80979637648138,17.57469704452626,39.88169974523481,39.87695335312319,29.661210907933988,53.28148065578492
Acomys_dimidiatus,Rodentia,Muridae,1.5740312677277188,1.31613825903514,1.3157532017709361,0.05974949840580841,1.1970228848518287,1.4298756479680457,1.7811902236403907,1.780803244979364,0.060519395331074255,1.6630234990679038,1.8992949771611305,20.708004898142395,20.689652756426458,15.740658066061412,26.907642440343587,60.42132205134647,60.36750753332392,46.02814780955514,79.303978816246115
Acomys_ignitus,Rodentia,Muridae,1.380211241711606,1.178326696116518,1.1783624947365898,0.06626662222431043,1.0448743579251585,1.304418514685833,1.6523350486759312,1.6521929304215104,0.0672041401356563,1.5241777637449545,1.7874313057199354,15.07740831116392,15.07865118363996,11.088539756604508,20.156657421289985,44.909172074407856,44.89447842934888,33.433185945227194,61.29588300709135
Acomys_johannis,Rodentia,Muridae,1.2671717284030137,1.0933264688102673,1.0940658953992286,0.06442047644733052,0.9645844420856172,1.217861564137595,1.573117135080421,1.573017222421346,0.06544768918383179,1.4419266264079436,1.6977775646878108,12.39728167546586,12.41840717497297,9.216890800108356,16.51435302220373,37.4211504553108,37.41254243296254,27.664742130426593,49.862903610566335
Acomys_kempi,Rodentia,Muridae,1.3424226808222062,1.1576185195944144,1.1588389689734777,0.07015284338123311,1.0136023773444558,1.289850727923166,1.6326488262816183,1.6343812937884885,0.07122179264236349,1.4908058984808734,1.7716740515400695,14.375353053020433,14.415807320966312,10.318162834535794,19.491745305979173,42.918924083242146,43.09047622115794,30.960352626133368,59.111781950077145
Acomys_louisae,Rodentia,Muridae,1.3053513694466237,1.1449362272826056,1.1461968337242223,0.0803583732824837,0.9884776643319392,1.3042960075103391,1.6225802153999516,1.6234185549885392,0.0817940264652824,1.452746773175653,1.7764626732046214,13.961633304356129,14.00221796264436,9.738177008141985,20.150972368808947,41.93534452807888,42.01637252753072,28.362647874051017,59.767167372281946
Acomys_minous,Rodentia,Muridae,1.7958800173440752,1.4800223384753584,1.479776221249761,0.06209077613672093,1.358050987945676,1.6007129413980248,1.9354929610151876,1.9347761208683367,0.06272638436808181,1.807986931451499,2.0527388419929973,30.20107059359575,30.183960318773828,22.806098091881694,39.87612432818995,86.19716078761039,86.05500236395963,64.26683782059162,112.91167290846289
Acomys_mullah,Rodentia,Muridae,1.4533183400470377,1.2397168618306118,1.2415120210902735,0.06987083099950898,1.0998045955067917,1.3768624754614318,1.7111027554450673,1.7120305749774418,0.0705829778765886,1.570992754217682,1.8510016256749653,17.366682392074342,17.438616261608907,12.58359104003867,23.81565198854904,51.41652903222181,51.526491872148405,37.2385493311867,70.95804240988461
Acomys_nesiotes,Rodentia,Muridae,1.7201593034059568,1.4238849309617274,1.4245046092825293,0.062293923596092704,1.3048302374376273,1.5484121370019008,1.8821996285724227,1.8829347921419177,0.0629570228964061,1.76837531196044,2.0143702552874183,26.539023008056276,26.576917561921668,20.175775530925137,35.351849282131404,76.24293891376207,76.37211048093042,58.66449168541884,103.36422560453225
Acomys_percivali,Rodentia,Muridae,1.3424226808222062,1.1580138245922824,1.1585386247477676,0.07052787295470325,1.022932954998197,1.30059261522663,1.6337478245922048,1.6340809495627784,0.07149817844049973,1.494326997940788,1.777700833967696,14.388443792529525,14.405841254459855,10.542241360568745,19.97986802571413,43.02766954828148,43.06068652279049,31.212388069401246,59.9378049300164
Acomys_russatus,Rodentia,Muridae,1.6972293427597176,1.3811946488272797,1.3808503712669395,0.056600052187797366,1.2652084601771705,1.485925490940437,1.8404561253726806,1.8403193221942251,0.05712016641198455,1.7340912090174911,1.9585875673220896,24.054406660948786,24.035345606283354,18.416557791414938,30.614381577410658,69.25579601916598,69.23398381259028,54.211473149848,90.90495733539176
Acomys_seurati,Rodentia,Muridae,1.8524799936368563,1.519968309186293,1.5191310389530401,0.05969608630434499,1.4022211715470054,1.6355135168460169,1.9713412638570567,1.9715668588104798,0.060327007163628266,1.8541412336927772,2.0896735114822733,33.110695946290384,33.04692379299087,25.247662235053532,43.20296137638618,93.61409945678855,93.66274008049334,71.47287199208048,122.93442421775102
Acomys_spinosissimus,Rodentia,Muridae,1.423245873936808,1.2596802119598152,1.2597506796753741,0.06608397247110592,1.129644879782052,1.3888481645201638,1.731294260799626,1.7316315698526112,0.0673985483079473,1.598522598544633,1.8625302431710296,18.183614347780157,18.18656502244431,13.478602938865892,24.482071644301858,53.86346164603572,53.905312720491324,39.67551735785488,72.86689154096912
Acomys_subspinosus,Rodentia,Muridae,1.3222192947339193,1.2106595215953375,1.2136221807436705,0.06788764841162707,1.0863093429159898,1.3527438304790529,1.6883621199845507,1.6900797549416036,0.0691531648118955,1.558730383100536,1.8300527908325952,16.242748566469757,16.353931741285997,12.198581803635445,22.52909936450262,48.79351667693471,48.98687718539902,36.20181820124675,67.61651619127993
Acomys_wilsoni,Rodentia,Muridae,1.2671717284030137,1.1037234423058608,1.1032536610411796,0.07014738199757743,0.9723598128734976,1.246062079831416,1.5827567225467547,1.582204988063297,0.07121225503940536,1.445775988737941,1.7239005202519728,12.697652641987338,12.68392487325103,9.383390986881807,17.622279284840257,38.26103575660735,38.21245920276777,27.911038046027215,52.95421327677488
Aconaemys_fuscus,Rodentia,Octodontidae,2.125481265700594,1.7865324159312366,1.7854979039525012,0.06322126900361194,1.66090207240505,1.911126880856314,2.226094086484494,2.2255662798230014,0.0642166273542797,2.0982009335529974,2.3507877508628097,61.169145817038526,61.023611143809255,45.803859349492626,81.49423378829327,168.30386386643488,168.09944509879625,125.37210956575551,224.27855579266713
Aconaemys_porteri,Rodentia,Octodontidae,1.9637878273455553,1.664701733818816,1.6636072720157133,0.06973884216682721,1.5260365090511638,1.8028706555383296,2.111955055411867,2.111000648706886,0.070783639079169125,1.966690297799789,2.248220847851358,46.20635748738055,46.09005984363846,33.57658392779809,63.51417415561704,129.40619136849213,129.12212023128265,92.61691221155736,177.1009324750745
Aconaemys_sagei,Rodentia,Octodontidae,1.9845273133437926,1.6808830144282032,1.6811275922899156,0.06750447769892992,1.5474798882142946,1.8115628306814449,2.1273295062282234,2.1275814333171623,0.06854238268075466,1.993159062145251,2.2597961256367136,47.96042406083576,47.98744112421149,35.276045022236964,64.79818339575819,134.0693507426629,134.14714473018833,98.43715698938954,181.88468222256805
Acratocnus_odontrigonus,Pilosa,Megalonychidae,4.361538971269279,3.0146431622564487,3.0134859772020683,0.09697549583114283,2.8167941991010688,3.1930116076016795,3.354314602278744,3.352256955385981,0.09648099025939094,3.1683447616302054,3.5446258231125873,1034.2919921953162,1031.5397718385323,655.8344097264294,1559.5941863088465,2261.0730951090254,2250.385678908908,1473.4817514310325,3504.4980536026887
